# version: 0.0.0-702-g1918bc5-dirty
# well_width: 1.3
# ff: 0.3428742425654738
# N: 15
# walls: 0
# cell dimensions: (5.68, 5.68, 5.68)
# seed: 18096743456593934677
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 136
# min_T: 0.5

# pessimmistic_min_samples: 10000
# iterations: 34569474
# working moves: 258405311
# total moves: 518542110
# acceptance rate: 0.49833
# converged state: 65
# converged temperature: 0.517868

# max_entropy_state: 44
# min_important_energy: 65

# energy   counts
0  0
1  0
2  0
3  0
4  0
5  0
6  0
7  0
8  0
9  0
10  0
11  0
12  0
13  0
14  0
15  0
16  0
17  0
18  0
19  0
20  0
21  0
22  0
23  0
24  0
25  0
26  0
27  0
28  0
29  0
30  0
31  3.68888
32  5.37953
33  7.12333
34  8.7434
35  10.174
36  11.4363
37  12.5333
38  13.4603
39  14.2273
40  14.842
41  15.3053
42  15.6251
43  15.8051
44  15.8494
45  15.7626
46  15.5471
47  15.2069
48  14.7464
49  14.1685
50  13.4762
51  12.6758
52  11.7697
53  10.7602
54  9.65489
55  8.45764
56  7.17376
57  5.80251
58  4.35491
59  2.82779
60  1.23003
61  -0.44079
62  -2.18083
63  -3.98382
64  -5.84764
65  -7.77864
