# version: 0.0.0-273-g79ef90c-dirty
# well_width: 1.3
# ff: 0.3
# N: 17
# walls: 0
# cell dimensions: (6.19164, 6.19164, 6.19164)
# seed: 22
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 96
# min_T: 0.2
# fractional_sample_error after initialization: 0.0100043
# min_important_energy after initialization: 80

# histogram method: oetmmc
# init_iter_limit: 28900000
# iterations: 28900000
# working moves: 277050102
# total moves: 491300000
# acceptance rate: 0.563912

# energy	samples
41  0
42  3040760
43  1612229
44  1013203
45  679556
46  473336
47  339270
48  248701
49  186107
50  142065
51  109745
52  86183
53  68371
54  54781
55  44392
56  36024
57  29460
58  24267
59  20170
60  16714
61  14115
62  11852
63  10002
64  8486
65  7226
66  6044
67  4961
68  4318
69  3632
70  2862
71  2418
72  1798
73  1171
74  799
75  474
76  139
77  72
78  27
79  14
80  9
