# version: 0.0.0-207-gf4e294c-dirty
# well_width: 1.3
# ff: 0.3
# N: 22
# walls: 0
# cell dimensions: (6.7473, 6.7473, 6.7473)
# seed: 22
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 132
# min_T: 0.2
# fractional_sample_error after initialization: 1
# min_important_energy after initialization: 110

# transitions_input_filename: /home/perlinm/deft/papers/histogram/data/periodic-ww1.30-ff0.30-N22-tmmc-golden-transitions.dat
# iterations: 48400000
# working moves: 502429710
# total moves: 1064800000
# acceptance rate: 0.471854

# energy	samples
53  0
54  2581026
55  1397845
56  914756
57  643242
58  469222
59  350772
60  267876
61  208262
62  164472
63  131696
64  106663
65  87081
66  72022
67  59944
68  50122
69  42330
70  35797
71  30724
72  26524
73  22942
74  19912
75  17355
76  15147
77  13282
78  11578
79  10192
80  8989
81  7990
82  7094
83  6283
84  5611
85  4982
86  4483
87  4031
88  3624
89  3264
90  2913
91  2548
92  2261
93  1992
94  1731
95  1488
96  1237
97  990
98  818
99  652
100  535
101  447
102  376
103  306
104  263
105  216
106  162
107  134
108  127
109  92
110  84
