# version: 0.0.0-115-g9829181-dirty
# well_width: 1.3
# ff: 0.3
# N: 12
# walls: 0
# cell dimensions: (4.44366, 4.44366, 8.48528)
# seed: 0
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 72
# min_T: 0.2
# fractional_sample_error after initialization: 0.0206838
# min_important_energy after initialization: 46

# histogram method: simple flat
# init_iter_limit: 14400000
# iterations: 14400000
# working moves: 90720345
# total moves: 172800000
# acceptance rate: 0.525002

# min_important_energy: 48

# energy   counts
14  1
15  122
16  1064
17  5585
18  26126
19  103494
20  335943
21  900834
22  1981616
23  3561683
24  5251246
25  6308432
26  6319834
27  6307470
28  6313813
29  6345068
30  6353228
31  6390013
32  6446607
33  6384020
34  6388797
35  6412329
36  6441478
37  6486375
38  6527394
39  6559353
40  6548200
41  6561419
42  6636488
43  6893496
44  7096007
45  7272915
46  6775468
47  6031779
48  8580473
49  2251830
