# well_width: 1.3
# ff: 0.3
# N: 12
# walls: 0
# cell dimensions: (4.44366, 4.44366, 8.48528)
# seed: 0
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 72
# min_T: 0.2
# fractional_sample_error after initialization: 0.291783
# min_important_energy after initialization: 46

# histogram method: simple flat
# none: 3000000
# iterations: 3000000
# working moves: 19968816
# total moves: 36000000
# acceptance rate: 0.554689

# min_important_energy: 46

# energy   counts
14  3
15  58
16  276
17  1211
18  6205
19  25071
20  82932
21  224233
22  491776
23  883913
24  1306420
25  1574344
26  1585460
27  1583645
28  1078614
29  957873
30  1609183
31  1613268
32  1637196
33  1653124
34  1659400
35  1638498
36  1621633
37  1635671
38  1670627
39  830835
40  963934
41  1852547
42  1763508
43  1690895
44  1029293
45  1591228
46  695556
47  522181
48  517673
49  1716
