# version: 0.0.0-181-gc332745-dirty
# well_width: 1.3
# ff: 0.3
# N: 23
# walls: 0
# cell dimensions: (6.84802, 6.84802, 6.84802)
# seed: 0
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 132
# min_T: 0.2
# fractional_sample_error after initialization: 1
# min_important_energy after initialization: 117

# transitions_input_filename: /home/perlinm/deft/papers/histogram/data/periodic-ww1.30-ff0.30-N23-tmmc-golden-transitions.dat
# iterations: 52900000
# working moves: 573068019
# total moves: 1216700000
# acceptance rate: 0.471002

# min_important_energy: 117

# energy   counts
37  2
38  13
39  94
40  446
41  2201
42  8044
43  25896
44  78434
45  212971
46  521622
47  1145091
48  2274977
49  4100702
50  6687710
51  9894268
52  13333074
53  16371072
54  18338253
55  18731133
56  18715976
57  18703019
58  18739657
59  18728388
60  18742546
61  18730474
62  18727313
63  18739662
64  18718419
65  18707919
66  18726456
67  18740847
68  18725210
69  18740292
70  18739922
71  18738354
72  18733784
73  18727005
74  18723347
75  18704440
76  18641174
77  18673650
78  18660991
79  18681569
80  18687383
81  18722307
82  18680452
83  18681991
84  18679006
85  18690109
86  18680188
87  18675760
88  18655505
89  18638699
90  18606762
91  18596934
92  18611831
93  18618665
94  18583346
95  18548280
96  18628678
97  18661321
98  18793739
99  18814359
100  18743683
101  18680980
102  18566684
103  18441808
104  18307519
105  18134088
106  18009116
107  17959090
108  18065637
109  18636337
110  21070443
111  25017940
112  21178955
113  20913692
114  21408397
115  8732267
116  641172
117  460
