# well_width: 1.3
# ff: 0.3
# N: 12
# walls: 0
# cell dimensions: (4.44366, 4.44366, 8.48528)
# seed: 0
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 72
# min_T: 0.2
# fractional_sample_error after initialization: 0.218325
# min_important_energy after initialization: 45

# histogram method: oetmmc
# none: 3000000
# iterations: 3000000
# working moves: 19523505
# total moves: 36000000
# acceptance rate: 0.54232

# min_important_energy: 45

# energy   counts
14  1
15  29
16  233
17  1112
18  5583
19  20747
20  73337
21  201372
22  439158
23  792052
24  1170327
25  1416793
26  1441198
27  1178373
28  1323994
29  1479020
30  1499731
31  1522740
32  1498891
33  1506101
34  1491426
35  1470546
36  1459196
37  1421570
38  1402820
39  1353091
40  1298201
41  1295385
42  1437719
43  1454502
44  1494268
45  1560305
46  1944594
47  1342051
48  2007
49  1527
