# well_width: 1.3
# ff: 0.3
# N: 17
# walls: 0
# cell dimensions: (6.19164, 6.19164, 6.19164)
# seed: 0
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 96
# min_T: 0.2
# fractional_sample_error after initialization: 0.434295
# min_important_energy after initialization: 80

# histogram method: simple flat
# none: 3000000
# iterations: 3000000
# working moves: 22687180
# total moves: 51000000
# acceptance rate: 0.444847

# min_important_energy: 80

# energy   counts
28  30
29  181
30  717
31  2730
32  10209
33  30531
34  83639
35  195831
36  394817
37  692810
38  1066627
39  1423975
40  1691362
41  1762645
42  1775107
43  1792790
44  1783392
45  177292
46  221240
47  1826806
48  24751
49  18172
50  1986270
51  48520
52  84019
53  1897727
54  873811
55  1815812
56  34165
57  229449
58  875522
59  54204
60  40406
61  1886856
62  553003
63  301703
64  234463
65  2020686
66  841705
67  1179801
68  43588
69  2185300
70  2193347
71  2258079
72  2154108
73  2017722
74  1886287
75  1589555
76  1377151
77  1244085
78  1218268
79  1325610
80  1572480
81  644
