# version: 0.0.0-115-g9829181-dirty
# well_width: 1.3
# ff: 0.3
# N: 12
# walls: 0
# cell dimensions: (4.44366, 4.44366, 8.48528)
# seed: 0
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 72
# min_T: 0.2
# fractional_sample_error after initialization: 0.0108757
# min_important_energy after initialization: 45

# histogram method: oetmmc
# init_iter_limit: 14400000
# iterations: 14400000
# working moves: 89659137
# total moves: 172800000
# acceptance rate: 0.518861

# min_important_energy: 45

# energy   counts
14  2
15  176
16  917
17  5594
18  27758
19  108475
20  345575
21  920409
22  2015506
23  3629514
24  5354130
25  6442012
26  5999046
27  5951960
28  6057144
29  6034945
30  5966530
31  5914696
32  5985458
33  6075671
34  6100357
35  5912426
36  5989909
37  6336007
38  6301011
39  6048921
40  6240759
41  7077312
42  7184794
43  6462107
44  8610376
45  7549838
46  6674148
47  6982954
48  10059878
49  2432137
50  1548
