# well_width: 1.3
# ff: 0.3
# N: 14
# walls: 0
# cell dimensions: (5.80361, 5.80361, 5.80361)
# seed: 0
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 84
# min_T: 0.2
# fractional_sample_error after initialization: 0.244898
# min_important_energy after initialization: 65

# histogram method: simple flat
# none: 3000000
# iterations: 3000000
# working moves: 22095302
# total moves: 42000000
# acceptance rate: 0.526079

# min_important_energy: 66

# energy   counts
21  7
22  19
23  209
24  1211
25  5536
26  21198
27  64171
28  162834
29  350247
30  632781
31  970754
32  1287103
33  1470610
34  1452624
35  1450140
36  1438622
37  1442543
38  1440259
39  1446507
40  1453752
41  1452158
42  1446356
43  495466
44  1308644
45  1372198
46  1342311
47  1107924
48  1112513
49  1315674
50  1273160
51  1242884
52  1131350
53  1046704
54  996164
55  1001049
56  942349
57  969188
58  953038
59  967908
60  781522
61  844939
62  820274
63  1007948
64  1007892
65  969242
66  18
