# version: unknown
# well_width: 1.3
# ff: 0.3
# N: 16
# walls: 0
# cell dimensions: (6.06777, 6.06777, 6.06777)
# seed: 0
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 96
# min_T: 0.2
# fractional_sample_error after initialization: 0.586523
# min_important_energy after initialization: 77

# histogram method: simple flat
# init_iter_limit: 16000000
# iterations: 16000000
# working moves: 120894797
# total moves: 256000000
# acceptance rate: 0.472245

# min_important_energy: 77

# energy   counts
25  1
26  65
27  496
28  2865
29  12161
30  45104
31  142975
32  381370
33  869789
34  1714847
35  2917805
36  4306403
37  5541334
38  6250284
39  6247471
40  6239454
41  6269907
42  6253886
43  6261313
44  6272277
45  6265103
46  6259239
47  6249783
48  6203652
49  6145435
50  6158258
51  6116271
52  6119041
53  6118855
54  6165113
55  6162239
56  6245308
57  6300989
58  6288639
59  6343525
60  6365645
61  6358821
62  6420048
63  6412957
64  6442227
65  6377571
66  6392640
67  6394782
68  6309624
69  6044132
70  5921343
71  5587222
72  5179722
73  4753426
74  4507192
75  4335208
76  3740448
77  3514806
78  1663324
79  403471
80  4134
