# well_width: 1.3
# ff: 0.3
# N: 11
# walls: 0
# cell dimensions: (4.25448, 4.25448, 8.48528)
# seed: 0
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 60
# min_T: 0.2
# fractional_sample_error after initialization: 0.559222
# min_important_energy after initialization: 42

# histogram method: oetmmc
# none: 3000000
# iterations: 3000000
# working moves: 17223912
# total moves: 33000000
# acceptance rate: 0.521937

# min_important_energy: 42

# energy   counts
13  36
14  318
15  2186
16  12823
17  50325
18  159801
19  391160
20  770003
21  1186668
22  1429738
23  1429524
24  1428523
25  1428988
26  1403489
27  1404950
28  1127460
29  1163268
30  1441186
31  1474280
32  1561856
33  1658707
34  1663736
35  1546891
36  1481813
37  1497245
38  1566819
39  1481178
40  1390450
41  1420608
42  1425651
43  320
