# version: 0.0.0-115-g9829181-dirty
# well_width: 1.3
# ff: 0.3
# N: 17
# walls: 0
# cell dimensions: (6.19164, 6.19164, 6.19164)
# seed: 0
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 96
# min_T: 0.2
# fractional_sample_error after initialization: 0.00957557
# min_important_energy after initialization: 80

# histogram method: simple flat
# init_iter_limit: 28900000
# iterations: 28900000
# working moves: 232014862
# total moves: 491300000
# acceptance rate: 0.472247

# energy	samples
41  0
42  1655966
43  890701
44  569770
45  389711
46  276373
47  201442
48  150537
49  114288
50  88434
51  69638
52  55407
53  44603
54  36400
55  29844
56  24750
57  20660
58  17311
59  14614
60  12480
61  10530
62  9048
63  7801
64  6660
65  5768
66  4973
67  4305
68  3731
69  3228
70  2770
71  2358
72  2003
73  1660
74  1341
75  1051
76  762
77  490
78  269
79  125
80  67
81  47
82  9
83  2
