# well_width: 1.3
# ff: 0.3
# N: 15
# walls: 0
# cell dimensions: (5.93863, 5.93863, 5.93863)
# seed: 0
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 84
# min_T: 0.2
# fractional_sample_error after initialization: 0.099245
# min_important_energy after initialization: 74

# histogram method: Wang-Landau
# wl_factor: 0.125
# wl_fmod: 2
# wl_threshold: 3
# wl_cutoff: 1e-06
# none: 3000000
# iterations: 3000000
# working moves: 21519493
# total moves: 45000000
# acceptance rate: 0.478211

# min_important_energy: 74

# energy   counts
24  23
25  176
26  595
27  2631
28  10500
29  32895
30  88031
31  199740
32  380898
33  625507
34  872897
35  1063708
36  1137152
37  1151781
38  1138962
39  1141218
40  1121083
41  1121177
42  1138238
43  1168138
44  1162249
45  1162766
46  1201126
47  1210653
48  1224248
49  1251608
50  1296865
51  1308025
52  1332300
53  1349810
54  1357244
55  1341753
56  1340083
57  1369170
58  1294840
59  1212098
60  1112392
61  1042854
62  1011117
63  950973
64  929718
65  813631
66  773959
67  746920
68  687538
69  639596
70  644534
71  679891
72  671297
73  728034
74  757358
