# version: unknown
# well_width: 1.3
# ff: 0.3
# N: 22
# walls: 0
# cell dimensions: (6.7473, 6.7473, 6.7473)
# seed: 0
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 132
# min_T: 0.2
# fractional_sample_error after initialization: 0.1253
# min_important_energy after initialization: 108

# histogram method: Wang-Landau
# wl_factor: 0.125
# wl_fmod: 2
# wl_threshold: 3
# wl_cutoff: 1e-06
# init_iter_limit: 22000000
# iterations: 22000000
# working moves: 225749481
# total moves: 484000000
# acceptance rate: 0.466425

# energy	samples
53  0
54  1209382
55  653307
56  426695
57  298567
58  216824
59  161624
60  123076
61  95153
62  74748
63  59401
64  47804
65  38919
66  31874
67  26497
68  22219
69  18651
70  15767
71  13393
72  11420
73  9767
74  8437
75  7327
76  6335
77  5534
78  4848
79  4253
80  3728
81  3278
82  2871
83  2553
84  2287
85  2057
86  1838
87  1636
88  1472
89  1335
90  1181
91  1046
92  929
93  818
94  712
95  614
96  519
97  439
98  354
99  301
100  247
101  208
102  185
103  159
104  135
105  106
106  79
107  51
108  44
109  32
110  27
