# version: 0.0.0-109-ge280603-dirty
# well_width: 1.3
# ff: 0.3
# N: 24
# walls: 0
# cell dimensions: (6.94586, 6.94586, 6.94586)
# seed: 0
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 144
# min_T: 0.2
# fractional_sample_error after initialization: 0.0102015
# min_important_energy after initialization: 116

# histogram method: simple flat
# init_iter_limit: 57600000
# iterations: 57600000
# working moves: 669142777
# total moves: 1382400000
# acceptance rate: 0.484044

# energy	samples
58  0
59  3068726
60  1660614
61  1090515
62  772628
63  567929
64  427797
65  328251
66  256443
67  203318
68  163489
69  132943
70  109136
71  90520
72  75626
73  63798
74  54167
75  46203
76  39632
77  34228
78  29535
79  25745
80  22529
81  19846
82  17501
83  15502
84  13724
85  12243
86  10928
87  9794
88  8775
89  7938
90  7143
91  6437
92  5834
93  5329
94  4859
95  4415
96  4022
97  3645
98  3313
99  3007
100  2738
101  2480
102  2223
103  2009
104  1770
105  1535
106  1340
107  1136
108  972
109  827
110  713
111  620
112  543
113  479
114  405
115  317
116  247
117  178
118  70
119  28
120  4
121  3
122  2
