# well_width: 1.3
# ff: 0.3
# N: 9
# walls: 0
# cell dimensions: (3.84833, 3.84833, 8.48528)
# seed: 0
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 48
# min_T: 0.2
# fractional_sample_error after initialization: 0.178181
# min_important_energy after initialization: 28

# histogram method: simple flat
# none: 3000000
# iterations: 3000000
# working moves: 5667806
# total moves: 11078640
# acceptance rate: 0.511598

# energy	ln(weight)
0  0
1  0
2  0
3  0
4  0
5  0
6  0
7  0
8  0
9  0
10  0
11  0
12  0
13  0
14  0
15  0
16  0
17  0.227461
18  0.985589
19  2.33839
20  4.33474
21  7.03903
22  9.98422
23  12.8635
24  15.7569
25  18.9214
26  22.2406
27  26.0263
28  24.4957
29  29.4957
30  34.4957
31  39.4957
32  44.4957
33  49.4957
34  54.4957
35  59.4957
36  64.4957
37  69.4957
38  74.4957
39  79.4957
40  84.4957
41  89.4957
42  94.4957
43  99.4957
44  104.496
45  109.496
46  114.496
47  119.496
