# well_width: 1.3
# ff: 0.3
# N: 14
# walls: 0
# cell dimensions: (5.80361, 5.80361, 5.80361)
# seed: 0
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 84
# min_T: 0.2
# fractional_sample_error after initialization: 0.304799
# min_important_energy after initialization: 65

# histogram method: oetmmc
# none: 3000000
# iterations: 3000000
# working moves: 20541417
# total moves: 42000000
# acceptance rate: 0.489081

# min_important_energy: 65

# energy   counts
21  6
22  23
23  176
24  830
25  4045
26  15022
27  47107
28  120802
29  259351
30  467156
31  725348
32  958268
33  1095947
34  1086035
35  1089332
36  1085116
37  1086793
38  1096237
39  1089866
40  1087364
41  1086052
42  1086980
43  1095536
44  1091121
45  1089638
46  1081920
47  1084436
48  1077811
49  717810
50  577799
51  1114852
52  1147820
53  1171520
54  1194143
55  1246487
56  1278127
57  1347811
58  1360702
59  1375611
60  1447170
61  1531468
62  1554810
63  1619746
64  1658171
65  1647572
66  63
