# version: unknown
# well_width: 1.3
# ff: 0.3
# N: 10
# walls: 0
# cell dimensions: (4.05649, 4.05649, 8.48528)
# seed: 0
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 60
# min_T: 0.1
# fractional_sample_error after initialization: 0.00977658
# min_important_energy after initialization: 37

# histogram method: tmmc
# pessimistic_min_samples: 1410065408
# iterations: 1213500000
# working moves: 5065392707
# total moves: 12135000000
# acceptance rate: 0.41742

# min_important_energy: 37

# energy   counts
9  119
10  886
11  12983
12  136716
13  1100393
14  6426638
15  27884016
16  89278319
17  210294117
18  361205548
19  447207342
20  445347632
21  444177770
22  443918350
23  445964463
24  451181503
25  462125156
26  478866250
27  498664362
28  518586190
29  543616764
30  568984419
31  595385843
32  628297967
33  689205839
34  766324687
35  962423492
36  924047187
37  1124335049
