# well_width: 1.3
# ff: 0.3
# N: 12
# walls: 0
# cell dimensions: (4.44366, 4.44366, 8.48528)
# seed: 0
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 72
# min_T: 0.2
# fractional_sample_error after initialization: 0.110086
# min_important_energy after initialization: 49

# histogram method: Wang-Landau
# wl_factor: 0.125
# wl_fmod: 2
# wl_threshold: 3
# wl_cutoff: 1e-06
# none: 3000000
# iterations: 3000000
# working moves: 17303695
# total moves: 36000000
# acceptance rate: 0.480658

# min_important_energy: 49

# energy   counts
14  7
15  18
16  203
17  983
18  5179
19  19395
20  62750
21  172974
22  380033
23  673586
24  988358
25  1183436
26  1189363
27  1160754
28  1153441
29  1138260
30  1116601
31  1077676
32  1076667
33  1093548
34  1108073
35  1134388
36  1171830
37  1159889
38  1116851
39  1163635
40  1088085
41  1058022
42  1079018
43  1080322
44  1221301
45  1200409
46  1313520
47  1962847
48  2334537
49  4308596
50  5445
