#T    nvapor(g/ml)    nliquid(g/mL)    phi(nvap)(atm)    phi(nliq)(atm)    nparticular
430  0.00295405161526  0.893990461283  -5.65215266192  -5.65401925091  0.00201643766219
432  0.00310045855598  0.892122871072  -5.95309048797  -5.95411930829  0.00201380867182
434  0.00325254378898  0.890248191519  -6.26669221488  -6.26724881682  0.0020111776475
436  0.0034104606562  0.888365170652  -6.5933369054  -6.59454997991  0.00200854464022
438  0.003574366483  0.886474699777  -6.93339854395  -6.93439261188  0.00200590993075
440  0.00374442103574  0.884575699122  -7.28726491321  -7.28749224773  0.00200327346215
442  0.00392079048632  0.88266858536  -7.65533643247  -7.65614764454  0.00200063519975
444  0.00410363882863  0.880753542883  -8.03800349642  -8.03901711758  0.00199799450482
446  0.0042931335973  0.878829696428  -8.43566846081  -8.43644170413  0.00199535201972
448  0.00448945086969  0.876897618616  -8.84874889589  -8.85073821236  0.00199270753653
450  0.00469275054248  0.874956723237  -9.27763807816  -9.27839884825  0.00199006155644
452  0.00490322178729  0.873006943209  -9.72277089749  -9.72311964747  0.00198741377216
454  0.00512103722399  0.871048241482  -10.1845647044  -10.1842059832  0.00198476387256
456  0.00534638560331  0.869080553505  -10.6634536414  -10.6630868818  0.00198211175114
458  0.0055794497071  0.867103809732  -11.1598754008  -11.1608196968  0.00197945747754
460  0.00582040717158  0.865117336897  -11.6742419237  -11.6738122458  0.00197680204911
462  0.00606947167009  0.863121658725  -12.2070364924  -12.2086367158  0.00197414371378
464  0.00632680767151  0.861116081526  -12.758664363  -12.759590827  0.00197148384486
466  0.006592627219  0.859101059276  -13.3295928361  -13.3294834463  0.00196882233659
468  0.00686713795725  0.85707596333  -13.920295775  -13.921011675  0.0019661581937
470  0.00715052879131  0.855040663266  -14.5312109166  -14.5316563454  0.00196349262131
472  0.00744301768529  0.852995259019  -15.1628177917  -15.1636744851  0.0019608246582
474  0.00774480022946  0.850938859769  -15.8155686177  -15.8155707079  0.00195815504256
476  0.00805611131881  0.848872456593  -16.4899607042  -16.4904796684  0.00195548322247
478  0.00837715483784  0.846795206749  -17.1864631093  -17.1878455811  0.00195280923244
480  0.00870814113329  0.844707092585  -17.905530667  -17.9055006722  0.00195013411755
482  0.00904931489226  0.842607567834  -18.647684701  -18.6475248043  0.00194745612815
484  0.00940089907114  0.840497177995  -19.4134106961  -19.413895242  0.00194477580894
486  0.00976311869151  0.838375010695  -20.2031788457  -20.2030233068  0.00194209467507
488  0.0101362328257  0.836241257404  -21.0175333151  -21.0194390323  0.00193941028883
490  0.0105204455953  0.83409554785  -21.8569054001  -21.8578173897  0.00193672496494
492  0.0109160259878  0.831938108103  -22.7218443135  -22.7224320094  0.00193403731387
494  0.0113232263723  0.829768158848  -23.6128575682  -23.6136888285  0.00193134697639
496  0.0117422891405  0.827585590064  -24.5304473  -24.5313860759  0.00192865529456
498  0.0121734742568  0.825390778603  -25.4751129438  -25.4750176736  0.00192596189744
500  0.0126170744363  0.823182617061  -26.4474342937  -26.4492633603  0.00192326531107
502  0.0130733247811  0.820961835278  -27.4478594965  -27.4497200643  0.0019205674929
504  0.0135424984916  0.818727424198  -28.4769200753  -28.4775507081  0.00191786790651
506  0.0140248977345  0.816479335768  -29.5351914221  -29.5362137628  0.00191516583933
508  0.0145208035187  0.814217696527  -30.6231633291  -30.6237785752  0.00191246176082
510  0.0150305064008  0.811941668359  -31.741404355  -31.7427622852  0.00190975537628
512  0.0155542897916  0.80965139068  -32.8903972254  -32.8907834487  0.00190704760127
514  0.0160924762655  0.807346750942  -34.0707389852  -34.0714720786  0.00190433735029
516  0.0166453702779  0.805027338308  -35.282939326  -35.283669585  0.00190162488672
518  0.0172132929747  0.80269266984  -36.527552817  -36.5284223219  0.00189891057689
520  0.0177965515783  0.800342378366  -37.805094883  -37.8048317495  0.00189619476144
522  0.0183955084109  0.797976660062  -39.1161786296  -39.1163320259  0.00189347586719
524  0.0190104962056  0.795595080238  -40.4613371034  -40.4625065645  0.00189075517349
526  0.019641833776  0.793196957938  -41.8410734538  -41.8417614275  0.00188803232362
528  0.0202899085959  0.790782720991  -43.2560042482  -43.2571287619  0.00188530751116
530  0.0209550464729  0.788351118162  -44.7066299  -44.7068517624  0.0018825807811
532  0.0216376788116  0.785902586686  -46.1935872449  -46.1943632081  0.00187985111726
534  0.0223381453679  0.783436341325  -47.717374572  -47.7177751846  0.00187712026901
536  0.0230568424742  0.78095205456  -49.2785903756  -49.2788500108  0.00187438671126
538  0.023794177268  0.778449687558  -50.8777799168  -50.8773847229  0.00187165139766
540  0.0245505862544  0.775928294488  -52.5155710055  -52.5158262533  0.0018689137149
542  0.0253264657639  0.773388167273  -54.1924703352  -54.1926138197  0.00186617375108
544  0.0261222863532  0.770828895891  -55.9091270489  -55.9106142398  0.00186343086775
546  0.0269384173808  0.768249238524  -57.6659955232  -57.6667850283  0.00186068660354
548  0.0277753900807  0.765649417531  -59.4637260227  -59.4639094423  0.00185794015339
550  0.0286336483512  0.763028833446  -61.3029061928  -61.3027749154  0.00185519162453
552  0.0295137187266  0.760387415467  -63.1841633739  -63.1851204415  0.00185243951858
554  0.0304160579655  0.757723985212  -65.1079765678  -65.1087942801  0.00184968611126
556  0.0313411957523  0.755038678841  -67.0749814508  -67.0757329912  0.00184692976464
558  0.032289672986  0.752330833336  -69.0857689987  -69.0866255187  0.00184417141339
560  0.0332619967051  0.749599433326  -71.1408750939  -71.1408716378  0.00184141077562
562  0.0342588248084  0.746844736583  -73.2409871271  -73.2412965169  0.00183864771134
564  0.0352806359397  0.744065738017  -75.3865832719  -75.3859977127  0.00183588208658
566  0.0363281542198  0.741261793054  -77.5784281677  -77.5792069566  0.00183311371853
568  0.0374018768658  0.738432655788  -79.8168799468  -79.8166393316  0.00183034351219
570  0.0385025742994  0.735577450893  -82.1027445972  -82.1031585934  0.0018275707197
572  0.0396308059608  0.732695759662  -84.43647718  -84.4365805882  0.00182479451508
574  0.0407873031282  0.729786528639  -86.818698294  -86.8180091313  0.00182201669623
576  0.0419728494917  0.72684926014  -89.2501183555  -89.2500234948  0.00181923546656
578  0.0431881312158  0.72388359032  -91.7312541323  -91.7316864166  0.00181645200618
580  0.0444339073777  0.72088804852  -94.2626790858  -94.2631506526  0.0018136658497
582  0.0457109958256  0.717862276769  -96.8449830952  -96.8448672559  0.00181087640751
584  0.0470202421899  0.714805745198  -99.4788563779  -99.4788186894  0.0018080846228
586  0.0483625703827  0.711717200862  -102.164936507  -102.166025047  0.0018052898001
588  0.0497387367879  0.708595611237  -104.90363177  -104.904168208  0.00180249233581
590  0.0511497499091  0.70544009088  -107.69563967  -107.69527167  0.00179969235962
592  0.0525966984611  0.702250567525  -110.54169312  -110.541648666  0.00179688835783
594  0.0540805286359  0.699024597957  -113.442319754  -113.442731675  0.0017940818718
596  0.0556022931923  0.695762267105  -116.398108141  -116.398846344  0.00179127200996
598  0.057163113779  0.692461944468  -119.409639531  -119.410254101  0.00178845941894
600  0.0587641538698  0.689122527917  -122.47754058  -122.477783963  0.00178564313217
602  0.0604067189822  0.685742735065  -125.602535592  -125.603338979  0.00178282406894
604  0.0620920024646  0.682321185601  -128.785088025  -128.78578314  0.0017800012023
606  0.0638214354212  0.678856958161  -132.025906098  -132.026792963  0.00177717499051
608  0.06559627126  0.675348237751  -135.32546048  -135.325459304  0.00177434574476
610  0.0674182755178  0.671793669609  -138.684615865  -138.684985344  0.00177151246042
612  0.0692888729043  0.668191776221  -142.103844511  -142.104456875  0.00176867545042
614  0.0712096053652  0.664540493654  -145.583630275  -145.583249499  0.00176583533551
616  0.0731825329161  0.660838634537  -149.124935553  -149.125215106  0.00176299131434
618  0.0752093026089  0.657083803196  -152.728169874  -152.728958402  0.0017601425295
620  0.0772918283154  0.653273967301  -156.393774405  -156.393595373  0.00175729070541
622  0.079432424338  0.649407464047  -160.122799923  -160.123417969  0.00175443390204
624  0.0816330754127  0.64548186811  -163.91545787  -163.915605714  0.00175157342577
626  0.0838963368401  0.641494599302  -167.772659785  -167.773125763  0.00174870870617
628  0.0862246480394  0.637443355292  -171.694937513  -171.695833082  0.00174583956139
630  0.0886205292203  0.633324894136  -175.682683508  -175.682677387  0.00174296587974
632  0.0910871651863  0.629137192378  -179.736924804  -179.737210258  0.0017400877735
634  0.0936274312915  0.624876289689  -183.858043272  -183.858290594  0.0017372047541
636  0.0962446202295  0.620538847471  -188.046586719  -188.046071955  0.00173431703278
638  0.0989425843135  0.616121883816  -192.303559095  -192.303612233  0.00173142389363
640  0.10172489641  0.611620811562  -196.629209852  -196.629101645  0.00172852530739
642  0.104595897706  0.607031863567  -201.024351042  -201.024317099  0.00172562215075
644  0.107560210665  0.602350022456  -205.489714588  -205.490430105  0.00172271364476
646  0.110622326066  0.5975701483  -210.025505353  -210.025682529  0.00171979911366
648  0.113788108779  0.592687071868  -214.632760822  -214.632983687  0.00171687902092
650  0.117063286739  0.587694683081  -219.311935341  -219.311998369  0.00171395278095
652  0.120454362065  0.582586291683  -224.063675895  -224.063454747  0.00171102073342
654  0.123968842455  0.577354945135  -228.888899034  -228.889322474  0.00170808243006
656  0.127614227822  0.571991394817  -233.78779933  -233.78813375  0.0017051375281
658  0.131399486956  0.566487614106  -238.7610982  -238.760996748  0.00170218548492
660  0.135334786625  0.560833184112  -243.809601094  -243.809303445  0.0016992273034
662  0.139220277161  0.554741252079  -248.771732159  -248.287630763  0.00169922574114
664  0.1437020461  0.549025585645  -254.134789873  -254.134759526  0.00169328789299
666  0.147941108276  0.542563691336  -259.257639547  -258.844531765  0.00169328999347
668  0.152825081383  0.536456133434  -264.767999797  -264.767702665  0.00168731882002
670  0.15748611688  0.529558039373  -270.056595527  -269.713399729  0.00168731447491
672  0.162850029422  0.522978295253  -275.714692112  -275.71454519  0.00168131772639
674  0.168023577636  0.515549681968  -281.172732524  -280.894839073  0.00168131416897
676  0.173495995479  0.507805798823  -286.723669104  -286.230656866  0.00168131033777
678  0.180040312797  0.500591093238  -292.733612374  -292.733990876  0.0016722475006
680  0.186245120668  0.492096924703  -298.453696449  -298.265292174  0.00167225441984
682  0.192898565299  0.483136598586  -304.272254221  -303.951385263  0.00167225609439
684  0.200081305712  0.47362955813  -310.19201995  -309.790984984  0.00167225841633
686  0.207898693915  0.463464779448  -316.215035231  -315.780374865  0.00167226591482
688  0.216502606467  0.452494195654  -322.345210635  -321.919209394  0.00167227376244
690  0.22611364736  0.440495800707  -328.58596294  -328.204531533  0.00167227643287
692  0.237079682703  0.427116650053  -334.940950503  -334.632281412  0.00167228511392
694  0.250021067356  0.411737338224  -341.415370655  -341.198914496  0.00167227466037
696  0.266267557978  0.393040878119  -348.016281952  -347.89979024  0.00167223177226
698  0.266266657385  0.266267561425  -352.729521141  -352.729521141  0.00131895736385
700  0.266266658398  0.266268426073  -357.440688994  -357.440688995  0.0013189529101
702  0.266267859764  0.266268292066  -362.14903239  -362.14903239  0.00131896098309
704  0.266268135266  0.266268560566  -366.855204233  -366.855204233  0.00131896022925
706  0.266267063826  0.266268138169  -371.558472237  -371.558472237  0.0013189602269
708  0.266265877614  0.266267064659  -376.259315428  -376.259315428  0.00131895491746
710  0.266265706571  0.266265886729  -380.957973763  -380.957973763  0.00131894904263
712  0.266265703732  0.266266125814  -385.654452327  -385.654452328  0.00131894820204
714  0.266265710179  0.266266632962  -390.348627751  -390.348627751  0.00131894821309
716  0.266266341829  0.266266515576  -395.04015237  -395.04015237  0.00131895218938
718  0.266266327979  0.266266480921  -399.729492523  -399.729492523  0.00131895136169
720  0.266266310308  0.26626646325  -404.416408679  -404.416408679  0.00131895127415
722  0.266265424054  0.266266312554  -409.100651631  -409.10065163  0.00131895118371
724  0.266265411579  0.266265564521  -413.782957653  -413.782957653  0.0013189468223
726  0.266265301134  0.266265418941  -418.462869817  -418.462869817  0.00131894675105
728  0.266265302596  0.266265324608  -423.140623966  -423.140623966  0.00131894619413
730  0.266265197041  0.266265325188  -427.816032751  -427.816032751  0.00131894623542
732  0.266265267345  0.2662654137  -432.48932389  -432.48932389  0.0013189460752
734  0.266264839094  0.266265268827  -437.160023662  -437.160023662  0.00131894602016
736  0.266264726494  0.26626484306  -441.828671162  -441.828671162  0.00131894390457
738  0.266264616909  0.266264745056  -446.495136105  -446.495136105  0.00131894336174
740  0.266264617674  0.266265324633  -451.159929536  -451.159929537  0.00131894279942
742  0.266265126186  0.266265174136  -455.821936574  -455.821936574  0.00131894554456
744  0.266265107889  0.266265260831  -460.481992872  -460.481992872  0.00131894531796
746  0.266265082528  0.266265133347  -465.139734349  -465.139734349  0.00131894524672
748  0.266265107733  0.266265249697  -469.795534213  -469.795534213  0.00131894526281
750  0.26626491269  0.266265204105  -474.448819324  -474.448819324  0.00131894567661
752  0.266264369958  0.266264913719  -479.09974831  -479.09974831  0.00131894426277
754  0.266264363209  0.266264424386  -483.749011503  -483.749011503  0.00131894157481
756  0.266264360442  0.266264565336  -488.396328934  -488.396328934  0.00131894153935
758  0.266264246216  0.266264364023  -493.041170055  -493.041170055  0.00131894152551
760  0.266264207253  0.26626433023  -497.684212825  -497.684212825  0.0013189413325
762  0.26626428549  0.266264420603  -502.325366868  -502.325366868  0.00131894115589
764  0.266264370791  0.266264506607  -506.964359669  -506.964359669  0.00131894158191
766  0.266264088369  0.266264375647  -511.600797964  -511.600797964  0.00131894159333
768  0.266264060269  0.266264092992  -516.235683146  -516.235683146  0.00131894018296
770  0.266264080744  0.266264417824  -520.868882625  -520.868882625  0.00131894014168
772  0.266264079714  0.266264102428  -525.49941475  -525.49941475  0.00131894014006
774  0.26626396768  0.26626408226  -530.128132237  -530.128132237  0.00131894014578
776  0.266263961535  0.266264103498  -534.755194625  -534.755194625  0.00131893958511
778  0.266263916372  0.266263983659  -539.380006957  -539.380006957  0.00131893955174
780  0.266263959435  0.266264013294  -544.003090291  -544.003090291  0.00131893953846
782  0.266263962582  0.266264299494  -548.624459733  -548.624459734  0.00131893955553
784  0.266263920289  0.26626397465  -553.243187151  -553.243187151  0.00131893957114
786  0.266263902882  0.266263929796  -557.860407296  -557.860407296  0.00131893934896
788  0.266263805748  0.266263923554  -562.475669405  -562.475669405  0.00131893934365
790  0.266263691388  0.266263814365  -567.088950589  -567.088950589  0.00131893877717
792  0.266263226886  0.266263770182  -571.69979924  -571.699799239  0.00131893860055
794  0.266263112883  0.266263230689  -576.309354489  -576.309354489  0.00131893591154
796  0.266263185351  0.266263242137  -580.917365968  -580.917365968  0.00131893571853
798  0.266263178032  0.266263239209  -585.523377399  -585.523377399  0.00131893570403
