#T    nvapor(g/ml)    nliquid(g/mL)    phi(nvap)(atm)    phi(nliq)(atm)    nparticular
276  5.95177872309e-06  1.02194380489  -0.00754035855213  -0.00808207182343  0.00221686000718
277.811594203  6.70436587599e-06  1.0205469631  -0.00854932133995  -0.00867189118944  0.00221444263044
279.611375099  7.53345635256e-06  1.01915889229  -0.00966850758343  -0.0117839967046  0.00221204479844
281.399571305  8.44481662475e-06  1.01777868419  -0.010907111351  -0.0127232411199  0.00220966728641
283.176404147  9.44452933322e-06  1.01640661278  -0.0122748861556  -0.0132624471208  0.00220730921264
284.942087984  1.05388979121e-05  1.0150413514  -0.0137821179361  -0.0149668118021  0.00220496978635
286.696830513  1.17345422053e-05  1.01368440225  -0.0154395921167  -0.0153815117174  0.0022026489976
288.440833051  1.30383681035e-05  1.01233403104  -0.0172587249567  -0.0193460637676  0.0022003451045
290.17429081  1.44575032813e-05  1.0109904117  -0.0192513416592  -0.019385877626  0.00219805948634
291.897393151  1.59994095695e-05  1.00965434513  -0.0214300253749  -0.0228096907222  0.00219579028526
293.610323831  1.76718314594e-05  1.00832439393  -0.0238078050382  -0.0269010810529  0.00219353731526
295.313261226  1.94826975058e-05  1.00700142444  -0.0263982564766  -0.027957160449  0.00219130107711
297.006378555  2.14403229306e-05  1.00568411471  -0.0292156961622  -0.0306918183817  0.00218908001705
298.689844083  2.35533162456e-05  1.00437319333  -0.0322749918354  -0.0363236510831  0.00218687356375
300.36382132  2.5830394318e-05  1.0030683454  -0.0355914243039  -0.0382615932638  0.00218468315278
302.028469206  2.82807719994e-05  1.00176961018  -0.0391811592399  -0.0419963615809  0.0021825065789
303.683942285  3.09137107523e-05  1.00047583096  -0.0430608134354  -0.0461094265871  0.00218034450191
305.33039088  3.37389200077e-05  0.999188068643  -0.0472474995731  -0.0461210563851  0.00217819719113
306.967961246  3.676651646e-05  0.997905880372  -0.0517595499082  -0.0554144763183  0.00217606136406
308.596795727  4.00063216021e-05  0.996628640302  -0.0566149353535  -0.0587107567472  0.00217393999813
310.217032901  4.34688881453e-05  0.995356195626  -0.0618328750479  -0.0597788774472  0.00217183234642
311.828807713  4.71651637213e-05  0.99408945623  -0.067433469986  -0.0668875016921  0.00216973599638
313.432251614  5.11058935908e-05  0.992827528181  -0.0734367882116  -0.0730990714894  0.00216765206301
315.027492683  5.53023376155e-05  0.991569827047  -0.0798638521822  -0.0794514171234  0.00216558055923
316.614655745  5.9765979791e-05  0.990317500494  -0.0867363373921  -0.0872706161468  0.00216352047637
318.193862491  6.45085014922e-05  0.989069401732  -0.0940763001637  -0.0938742104478  0.00216147234795
319.76523158  6.95417616815e-05  0.987826119784  -0.10190667639  -0.101107555447  0.00215943547179
321.328878752  7.48780081473e-05  0.986586857336  -0.110250872364  -0.108464230507  0.0021574098263
322.884916921  8.05299080766e-05  0.985351623402  -0.119133302396  -0.120474777347  0.0021553942035
324.433456272  8.65095192294e-05  0.984120957108  -0.128577857539  -0.127584164575  0.00215339010418
325.974604358  9.28304005585e-05  0.982894261344  -0.138610757712  -0.141104006655  0.00215139539742
327.508466178  9.95048826074e-05  0.981671525551  -0.149256896453  -0.150432214007  0.00214941182855
329.035144269  0.00010654650935  0.980452366346  -0.160542918355  -0.158392809111  0.0021474386815
330.554738783  0.00011396904472  0.979237441597  -0.172496564004  -0.171573479829  0.00214547437635
332.067347563  0.000121785935942  0.97802614597  -0.185144897768  -0.184827166462  0.00214351965627
333.573066218  0.000130010924092  0.976818142391  -0.198515970705  -0.197384682632  0.00214157475279
