#T    nvapor(g/ml)    nliquid(g/mL)    phi(nvap)(atm)    phi(nliq)(atm)    nparticular
432  0.00310045947304  0.892123115174  -5.95309091419  -5.95424194778  0.00201380864661
434  0.00325254392214  0.890248089713  -6.26669319709  -6.267517656  0.00201117763412
436  0.00341045939281  0.888365264522  -6.59333369016  -6.59371246461  0.00200854471269
438  0.0035743654363  0.886474507573  -6.93339570811  -6.93368929991  0.00200591008362
440  0.00374442336416  0.884575745025  -7.28726975936  -7.28863709377  0.00200327344957
442  0.00392079183072  0.882668759988  -7.65533728498  -7.6563395664  0.00200063490224
444  0.00410364063211  0.880753490624  -8.03800438991  -8.03920888449  0.00199799452018
446  0.00429313527835  0.878829817666  -8.43567001668  -8.43676019934  0.00199535221838
448  0.00448944571381  0.87689756587  -8.84873982562  -8.84896656863  0.00199270798254
450  0.00469275190653  0.874956706496  -9.27764067316  -9.27888268278  0.00199006180209
452  0.00490322357036  0.873007001625  -9.72277563474  -9.72396310331  0.00198741377059
454  0.00512104050188  0.871048341704  -10.1845695159  -10.1850243941  0.00198476366285
456  0.00534638856826  0.869080630133  -10.6634597749  -10.6640839141  0.00198211165902
458  0.00557944932738  0.867103700501  -11.1598732397  -11.1604838505  0.00197945765623
460  0.00582041420701  0.865117474281  -11.6742549177  -11.6757436008  0.00197680172423
462  0.00606946672865  0.863121667948  -12.2070289589  -12.2075653971  0.00197414383334
464  0.0063268102002  0.86111627614  -12.7586671458  -12.7599695834  0.00197148390893
466  0.00659263163762  0.859101041188  -13.3295997028  -13.3303782632  0.00196882206782
468  0.00686713731011  0.857075891112  -13.9202954255  -13.92096805  0.00196615832584
470  0.00715053440154  0.855040653391  -14.5312205909  -14.5328131725  0.00196349250979
472  0.00744301551178  0.852995089607  -15.1628146948  -15.163319568  0.00196082463016
474  0.00774480268182  0.85093911529  -15.815572063  -15.8159492518  0.00195815500504
476  0.00805611020467  0.848872607778  -16.4899631681  -16.4907392852  0.00195548314205
478  0.00837714580664  0.846795274128  -17.1864493321  -17.1864529281  0.0019528094248
480  0.00870814313479  0.844707067662  -17.9055356016  -17.9059793343  0.0019501336863
482  0.00904931987746  0.842607765359  -18.6476973969  -18.6487069642  0.00194745588683
484  0.00940089702648  0.840497100873  -19.4134080173  -19.4136557361  0.00194477615709
486  0.00976312276774  0.838375012799  -20.2031875319  -20.203769207  0.00194209440069
488  0.01013621862  0.836241219332  -21.0175097305  -21.0174932922  0.00193941063461
490  0.0105204413205  0.834095632221  -21.856901156  -21.8574809029  0.00193672490542
492  0.0109160304639  0.831938014262  -22.7218543628  -22.7231978937  0.00193403697676
494  0.0113232205618  0.82976802901  -23.6128506695  -23.613183289  0.00193134730009
496  0.0117422886033  0.827585670329  -24.5304456687  -24.5312711048  0.00192865545034
498  0.0121734739939  0.825390587278  -25.4751099306  -25.4748133762  0.00192596158551
500  0.0126170583582  0.823182622769  -26.4474002618  -26.4470429932  0.00192326569571
502  0.0130733090478  0.820961577239  -27.4478283969  -27.4477671074  0.00192056786463
504  0.01354249684  0.818727219744  -28.4769202731  -28.4775626683  0.0019178677767
506  0.0140248922334  0.816479233082  -29.5351740603  -29.535203025  0.00191516602156
508  0.0145207993543  0.81421745833  -30.6231591967  -30.6235468621  0.00191246187298
510  0.01503050426  0.811941658711  -31.7413967094  -31.7423492736  0.00190975573393
512  0.0155542879238  0.809651497281  -32.8903999256  -32.8909240046  0.00190704761219
514  0.0160924754732  0.80734675743  -34.0707324765  -34.0711455405  0.00190433742197
516  0.0166453683175  0.805027210063  -35.2829308233  -35.2832583651  0.00190162511303
518  0.01721329623  0.802692585255  -36.5275511245  -36.5283433973  0.00189891076403
520  0.0177965645473  0.800342573745  -37.8051175955  -37.8058531679  0.00189619442275
522  0.0183955186128  0.797976843655  -39.116195764  -39.1170753002  0.00189347582854
524  0.0190104872537  0.795595139615  -40.4613180237  -40.4617080734  0.00189075527171
526  0.0196418271814  0.793197211504  -41.8410662832  -41.8414718576  0.00188803242897
528  0.0202898973647  0.790782667766  -43.2559866325  -43.256442204  0.00188530771304
530  0.0209550567992  0.788351215931  -44.7066402431  -44.7072408813  0.00188258077937
532  0.0216376904684  0.785902573658  -46.1936003692  -46.1948398956  0.0018798515032
534  0.022338136304  0.78343626011  -47.7173627769  -47.7173615124  0.0018771203004
536  0.0230568510028  0.78095209627  -49.278596863  -49.2790697451  0.00187438688624
538  0.0237941812338  0.778449581028  -50.8777878115  -50.8776430068  0.00187165125992
540  0.0245505930455  0.775928488354  -52.5155789677  -52.516077902  0.00186891341964
542  0.0253264750473  0.773388286104  -54.1924871854  -54.1931283699  0.00186617344535
544  0.026122265568  0.770828679295  -55.9090983575  -55.9097675997  0.00186343117847
546  0.0269384184578  0.76824919812  -57.6659940198  -57.666742155  0.00186068666276
548  0.0277753745519  0.765649387236  -59.4637182675  -59.463695664  0.00185794001212
550  0.0286336572493  0.763028933478  -61.3029276057  -61.303345524  0.00185519085906
552  0.0295136972258  0.760387225994  -63.184116722  -63.1839185095  0.00185243955026
554  0.0304160328305  0.757723965638  -65.1079378324  -65.1078293055  0.00184968597495
556  0.0313411752945  0.755038624909  -67.0749555788  -67.0751097106  0.00184693008781
558  0.0322896587916  0.752330633486  -69.0857572365  -69.086351466  0.00184417154661
560  0.0332619950208  0.749599449541  -71.140865404  -71.1406532621  0.00184141097439
562  0.0342588022762  0.746844681286  -73.2409626392  -73.2407626784  0.00183864779315
564  0.0352806394274  0.744065636549  -75.3865938736  -75.3862213011  0.00183588213446
566  0.0363281556679  0.741261959124  -77.5784299975  -77.5792442945  0.00183311405797
568  0.0374018773336  0.738432688438  -79.8168818672  -79.8166772472  0.00183034345405
570  0.0385025369591  0.735577478577  -82.10269986  -82.1023039038  0.00182757037968
572  0.0396308242013  0.73269574639  -84.4365105908  -84.4371982884  0.00182479462347
574  0.0407873453908  0.729786576878  -86.8187693402  -86.8192803245  0.00182201643023
576  0.0419728739432  0.72684943129  -89.2501660794  -89.2508499357  0.00181923574213
578  0.0431881398355  0.723883521351  -91.731273882  -91.7320174439  0.00181645212231
580  0.0444338989424  0.72088808987  -94.2626538168  -94.2627406915  0.00181366578793
582  0.0457110335024  0.717862534579  -96.845069001  -96.8462163519  0.00181087663192
584  0.0470202411482  0.714805706268  -99.4788609238  -99.4788877966  0.00180808465814
586  0.0483625125801  0.711717045189  -102.164864289  -102.164962262  0.00180529007718
588  0.0497387506626  0.708595639176  -104.903657173  -104.904530115  0.00180249233392
590  0.0511497960938  0.705440357394  -107.69568959  -107.695960154  0.00179969202545
592  0.0525966940075  0.702250328381  -110.541687805  -110.541577701  0.00179688847129
594  0.0540805020234  0.699024671911  -113.442287185  -113.442310701  0.0017940818095
596  0.0556022721495  0.695762227275  -116.398074209  -116.398421738  0.00179127212505
598  0.0571631000964  0.692461878371  -119.409627862  -119.410112742  0.00178845926025
600  0.0587641650112  0.689122399845  -122.477570325  -122.478132789  0.00178564312981
602  0.0604066469952  0.685742538886  -125.602443454  -125.602293017  0.00178282392871
604  0.0620919574977  0.682321230079  -128.78503647  -128.785216603  0.00178000118751
606  0.0638213693807  0.678856947661  -132.025849964  -132.026195882  0.00177717511962
608  0.0655962678659  0.67534819818  -135.325442586  -135.325275077  0.00177434549663
610  0.0674182086026  0.671793635124  -138.684541627  -138.6842456  0.00177151251915
612  0.0692887742475  0.668191612981  -142.103731706  -142.10336903  0.00176867559787
614  0.0712096588446  0.664540583373  -145.583695133  -145.583854767  0.00176583512182
616  0.0731824811077  0.660838395415  -149.124875142  -149.124669594  0.00176299077916
618  0.0752092179228  0.657083560049  -152.728030123  -152.727737434  0.00176014257778
620  0.0772918598577  0.653274037308  -156.393828776  -156.394054915  0.00175729039573
622  0.079432416082  0.649407510898  -160.122768786  -160.123163405  0.00175443408326
624  0.0816330584455  0.645481740899  -163.915418939  -163.915297882  0.00175157348747
626  0.0838963408949  0.641494648643  -167.772658574  -167.773116507  0.0017487087627
628  0.0862245611323  0.637443229709  -171.69482178  -171.694977489  0.0017458394361
630  0.0886205722542  0.633325087945  -175.682756124  -175.683196335  0.00174296589267
632  0.0910870606035  0.629136982799  -179.736809062  -179.736410828  0.00174008762415
634  0.09362736384  0.624876164411  -183.857958549  -183.857725146  0.00173720487899
636  0.0962447544756  0.620539104273  -188.046747778  -188.047110386  0.00173431669165
638  0.0989425760117  0.616121890902  -192.303540702  -192.303497703  0.00173142385612
640  0.101724934698  0.611620906557  -196.629224739  -196.629191158  0.00172852576573
642  0.10459598839  0.607031917516  -201.024449335  -201.024887552  0.00172562233782
644  0.107560008816  0.602349847663  -205.489523738  -205.489361321  0.00172271358551
646  0.110622313563  0.597570218578  -210.025490997  -210.025604983  0.0017197991073
648  0.113788156889  0.592687242137  -214.632786889  -214.633119463  0.00171687897623
650  0.117063311851  0.587694795803  -219.311962715  -219.312135794  0.00171395293171
652  0.120454415258  0.582586342038  -224.063730329  -224.063718023  0.00171102081094
654  0.123968674961  0.577354544155  -228.888768047  -228.888712435  0.00170808232358
656  0.127614087923  0.571991385475  -233.787696418  -233.787672478  0.00170513746166
658  0.131399461272  0.566487629437  -238.761073033  -238.760888246  0.00170218577966
660  0.135335056861  0.560833571809  -243.809807854  -243.810160263  0.00169922718327
662  0.139220138987  0.554740931244  -248.771620499  -248.28718584  0.00169922892091
664  0.143702027087  0.54902552624  -254.134780695  -254.13472446  0.00169328780765
666  0.147941535455  0.542564256968  -259.257914026  -258.845538396  0.00169328802751
668  0.152825372552  0.536456559042  -264.768182379  -264.768343573  0.00168731868484
670  0.157485504636  0.529557276686  -270.056197736  -269.712062126  0.00168732027147
672  0.16285014401  0.522978636984  -275.714791186  -275.714863355  0.00168131721078
674  0.16802329576  0.515549359599  -281.172570516  -280.894341979  0.00168131393425
676  0.173496125783  0.507805824166  -286.72372205  -286.230811833  0.001681311868
678  0.180040247328  0.500590837029  -292.733558512  -292.733841117  0.00167224751385
680  0.186246220975  0.492098205316  -298.454201817  -298.266627454  0.00167224090669
682  0.192899848146  0.483138071306  -304.272791321  -303.952730489  0.0016722380437
684  0.200082548093  0.473630948045  -310.192489691  -309.792096946  0.00167223528892
686  0.207901284541  0.463467870061  -316.215925945  -315.782360512  0.00167223631597
688  0.216505576426  0.452497641583  -322.346093285  -321.921054143  0.00167223425867
690  0.226116627707  0.440499377629  -328.586724895  -328.206015907  0.00167223605343
692  0.237084268737  0.427122240674  -334.941890685  -334.633975214  0.00167221906166
694  0.250025994274  0.411743708813  -341.416154245  -341.200204918  0.0016722177654
696  0.266272871047  0.393047948956  -348.016821342  -347.90058644  0.00167216836439
698  0.393047948956  0.393047948956  -357.026731643  -357.026731643  0.00194696451404
700  0.393047948956  0.393047948956  -366.149140213  -366.149140213  0.00194696451404
702  0.393047948956  0.393047948956  -375.269638204  -375.269638204  0.00194696451404
704  0.393047948956  0.393047948956  -384.387268467  -384.387268467  0.00194696451404
706  0.393047948956  0.393047948956  -393.501075618  -393.501075618  0.00194696451404
708  0.393047948956  0.393047948956  -402.612287853  -402.612287853  0.00194696451404
710  0.393047948956  0.393047948956  -411.721341689  -411.721341689  0.00194696451404
712  0.393047948956  0.393047948956  -420.827286901  -420.827286901  0.00194696451404
714  0.393047948956  0.393047948956  -429.929571631  -429.929571631  0.00194696451404
716  0.393047948956  0.393047948956  -439.030025851  -439.030025851  0.00194696451404
718  0.393047948956  0.393047948956  -448.126910886  -448.126910886  0.00194696451404
720  0.393047948956  0.393047948956  -457.221266543  -457.221266543  0.00194696451404
722  0.393047948956  0.393047948956  -466.312349076  -466.312349076  0.00194696451404
724  0.393047948956  0.393047948956  -475.401598129  -475.401598129  0.00194696451404
726  0.393047948956  0.393047948956  -484.486686264  -484.486686264  0.00194696451404
728  0.393047948956  0.393047948956  -493.570246276  -493.570246276  0.00194696451404
730  0.393047948956  0.393047948956  -502.649953739  -502.649953739  0.00194696451404
732  0.393047948956  0.393047948956  -511.726857632  -511.726857632  0.00194696451404
734  0.393047948956  0.393047948956  -520.801611693  -520.801611693  0.00194696451404
736  0.393047948956  0.393047948956  -529.87328431  -529.87328431  0.00194696451404
738  0.393047948956  0.393047948956  -538.941540331  -538.941540331  0.00194696451404
740  0.393047948956  0.393047948956  -548.007831142  -548.007831142  0.00194696451404
742  0.393047948956  0.393047948956  -557.071229327  -557.071229327  0.00194696451404
744  0.393047948956  0.393047948956  -566.131403875  -566.131403875  0.00194696451404
746  0.393047948956  0.393047948956  -575.189016863  -575.189016863  0.00194696451404
748  0.393047948956  0.393047948956  -584.244136648  -584.244136648  0.00194696451404
750  0.393047948956  0.393047948956  -593.295642801  -593.295642801  0.00194696451404
752  0.393047948956  0.393047948956  -602.344796369  -602.344796369  0.00194696451404
754  0.393047948956  0.393047948956  -611.391074534  -611.391074534  0.00194696451404
756  0.393047948956  0.393047948956  -620.434749131  -620.434749131  0.00194696451404
758  0.393047948956  0.393047948956  -629.476291582  -629.476291582  0.00194696451404
760  0.393047948956  0.393047948956  -638.513794349  -638.513794349  0.00194696451404
762  0.393047948956  0.393047948956  -647.549318077  -647.549318077  0.00194696451404
764  0.393047948956  0.393047948956  -656.581751024  -656.581751024  0.00194696451404
766  0.393047948956  0.393047948956  -665.611966109  -665.611966109  0.00194696451404
768  0.393047948956  0.393047948956  -674.639052279  -674.639052279  0.00194696451404
770  0.393047948956  0.393047948956  -683.664083108  -683.664083108  0.00194696451404
772  0.393047948956  0.393047948956  -692.686149821  -692.686149821  0.00194696451404
774  0.393047948956  0.393047948956  -701.70513815  -701.70513815  0.00194696451404
776  0.393047948956  0.393047948956  -710.721529979  -710.721529979  0.00194696451404
778  0.393047948956  0.393047948956  -719.735609928  -719.735609928  0.00194696451404
780  0.393047948956  0.393047948956  -728.746671951  -728.746671951  0.00194696451404
782  0.393047948956  0.393047948956  -737.755399502  -737.755399502  0.00194696451404
784  0.393047948956  0.393047948956  -746.761088642  -746.761088642  0.00194696451404
786  0.393047948956  0.393047948956  -755.764623256  -755.764623256  0.00194696451404
788  0.393047948956  0.393047948956  -764.76510311  -764.76510311  0.00194696451404
790  0.393047948956  0.393047948956  -773.763017419  -773.763017419  0.00194696451404
792  0.393047948956  0.393047948956  -782.758658045  -782.758658045  0.00194696451404
794  0.393047948956  0.393047948956  -791.751524438  -791.751524438  0.00194696451404
796  0.393047948956  0.393047948956  -800.741910412  -800.741910412  0.00194696451404
798  0.393047948956  0.393047948956  -809.729118997  -809.729118997  0.00194696451404
