0	-14.1729	-14.1729	0.00503297	9.06226e-08	0.0332057	0.130328
0	-14.1729	-13.7737	0.00502728	7.82899e-08	0.0331272	0.130316
0	-14.1729	-13.3745	0.00501104	4.31797e-08	0.0329024	0.130281
0	-14.1729	-12.9752	0.00498659	-9.36898e-09	0.0325626	0.130225
0	-14.1729	-12.576	0.00495741	-7.14558e-08	0.0321542	0.13015
0	-14.1729	-12.1768	0.00492758	-1.3386e-07	0.0317318	0.13006
0	-14.1729	-11.7775	0.00490121	-1.87363e-07	0.031351	0.129958
0	-14.1729	-11.3783	0.00488191	-2.23927e-07	0.031061	0.129851
0	-14.1729	-10.979	0.00487239	-2.37579e-07	0.0308998	0.129742
0	-14.1729	-10.5798	0.00487425	-2.24961e-07	0.0308905	0.129638
0	-14.1729	-10.1806	0.00488786	-1.85545e-07	0.0310399	0.129544
0	-14.1729	-9.78133	0.0049124	-1.21565e-07	0.0313389	0.129465
0	-14.1729	-9.38209	0.00494601	-3.77133e-08	0.0317644	0.129407
0	-14.1729	-8.98285	0.00498599	5.93778e-08	0.0322819	0.129374
0	-14.1729	-8.58362	0.00502913	1.61813e-07	0.03285	0.129369
0	-14.1729	-8.18438	0.00507201	2.6123e-07	0.0334238	0.129396
0	-14.1729	-7.78514	0.00511136	3.49642e-07	0.0339604	0.129453
0	-14.1729	-7.3859	0.00514434	4.20235e-07	0.0344223	0.12954
0	-14.1729	-6.98666	0.00516885	4.68019e-07	0.0347807	0.129655
0	-14.1729	-6.58743	0.00518364	4.90248e-07	0.0350183	0.129792
0	-14.1729	-6.18819	0.00518839	4.86555e-07	0.0351289	0.129946
0	-14.1729	-5.78895	0.00518362	4.58793e-07	0.0351176	0.13011
0	-14.1729	-5.38971	0.00517057	4.10632e-07	0.0349985	0.130278
0	-14.1729	-4.99047	0.00515097	3.4698e-07	0.034792	0.130441
0	-14.1729	-4.59124	0.0051268	2.73343e-07	0.034522	0.130594
0	-14.1729	-4.192	0.00510006	1.95207e-07	0.034213	0.130731
0	-14.1729	-3.79276	0.0050726	1.17523e-07	0.0338879	0.130846
0	-14.1729	-3.39352	0.00504597	4.43418e-08	0.0335663	0.130938
0	-14.1729	-2.99428	0.00502136	-2.13915e-08	0.0332635	0.131005
0	-14.1729	-2.59505	0.00499958	-7.78746e-08	0.0329906	0.131049
0	-14.1729	-2.19581	0.00498108	-1.24357e-07	0.0327543	0.131072
0	-14.1729	-1.79657	0.00496601	-1.60946e-07	0.0325581	0.13108
0	-14.1729	-1.39733	0.00495432	-1.88344e-07	0.0324032	0.131077
0	-14.1729	-0.998095	0.00494583	-2.07567e-07	0.0322887	0.131069
0	-14.1729	-0.598857	0.00494034	-2.19662e-07	0.0322135	0.131061
0	-14.1729	-0.199619	0.00493764	-2.25476e-07	0.0321763	0.131056
0	-14.1729	0.199619	0.00493764	-2.25476e-07	0.0321763	0.131056
0	-14.1729	0.598857	0.00494034	-2.19662e-07	0.0322135	0.131061
0	-14.1729	0.998095	0.00494583	-2.07567e-07	0.0322887	0.131069
0	-14.1729	1.39733	0.00495432	-1.88344e-07	0.0324032	0.131077
0	-14.1729	1.79657	0.00496601	-1.60946e-07	0.0325581	0.13108
0	-14.1729	2.19581	0.00498108	-1.24357e-07	0.0327543	0.131072
0	-14.1729	2.59505	0.00499958	-7.78746e-08	0.0329906	0.131049
0	-14.1729	2.99428	0.00502136	-2.13915e-08	0.0332635	0.131005
0	-14.1729	3.39352	0.00504597	4.43418e-08	0.0335663	0.130938
0	-14.1729	3.79276	0.0050726	1.17523e-07	0.0338879	0.130846
0	-14.1729	4.192	0.00510006	1.95207e-07	0.034213	0.130731
0	-14.1729	4.59124	0.0051268	2.73343e-07	0.034522	0.130594
0	-14.1729	4.99047	0.00515097	3.4698e-07	0.034792	0.130441
0	-14.1729	5.38971	0.00517057	4.10632e-07	0.0349985	0.130278
0	-14.1729	5.78895	0.00518362	4.58793e-07	0.0351176	0.13011
0	-14.1729	6.18819	0.00518839	4.86555e-07	0.0351289	0.129946
0	-14.1729	6.58743	0.00518364	4.90248e-07	0.0350183	0.129792
0	-14.1729	6.98666	0.00516885	4.68019e-07	0.0347807	0.129655
0	-14.1729	7.3859	0.00514434	4.20235e-07	0.0344223	0.12954
0	-14.1729	7.78514	0.00511136	3.49642e-07	0.0339604	0.129453
0	-14.1729	8.18438	0.00507201	2.6123e-07	0.0334238	0.129396
0	-14.1729	8.58362	0.00502913	1.61813e-07	0.03285	0.129369
0	-14.1729	8.98285	0.00498599	5.93778e-08	0.0322819	0.129374
0	-14.1729	9.38209	0.00494601	-3.77133e-08	0.0317644	0.129407
0	-14.1729	9.78133	0.0049124	-1.21565e-07	0.0313389	0.129465
0	-14.1729	10.1806	0.00488786	-1.85545e-07	0.0310399	0.129544
0	-14.1729	10.5798	0.00487425	-2.24961e-07	0.0308905	0.129638
0	-14.1729	10.979	0.00487239	-2.37579e-07	0.0308998	0.129742
0	-14.1729	11.3783	0.00488191	-2.23927e-07	0.031061	0.129851
0	-14.1729	11.7775	0.00490121	-1.87363e-07	0.031351	0.129958
0	-14.1729	12.1768	0.00492758	-1.3386e-07	0.0317318	0.13006
0	-14.1729	12.576	0.00495741	-7.14558e-08	0.0321542	0.13015
0	-14.1729	12.9752	0.00498659	-9.36898e-09	0.0325626	0.130225
0	-14.1729	13.3745	0.00501104	4.31797e-08	0.0329024	0.130281
0	-14.1729	13.7737	0.00502728	7.82899e-08	0.0331272	0.130316
0	-14.1729	14.1729	0.00503297	9.06226e-08	0.0332057	0.130328

