# iterations	 errorinentropy	 maxerror
1.498e+09	3.001	22.59
1.513e+09	2.934	22.54
1.529e+09	2.886	22.56
1.545e+09	2.834	22.52
1.561e+09	2.795	22.5
1.577e+09	2.738	22.47
1.593e+09	2.666	22.44
1.61e+09	2.613	22.4
1.626e+09	2.56	22.37
1.643e+09	2.51	22.33
1.66e+09	2.442	22.3
1.676e+09	2.416	22.27
1.693e+09	2.361	22.25
1.71e+09	2.329	22.23
1.727e+09	2.27	22.2
1.744e+09	2.225	22.2
1.761e+09	2.18	22.17
1.779e+09	2.14	22.17
1.796e+09	2.09	22.16
1.813e+09	2.035	22.13
1.831e+09	1.991	22.1
1.849e+09	1.945	22.06
1.866e+09	1.899	22.04
1.884e+09	1.862	22.01
1.902e+09	1.828	21.98
1.921e+09	1.809	21.96
1.938e+09	1.831	22.11
1.957e+09	1.809	22.09
1.975e+09	1.789	22.08
1.993e+09	1.773	22.06
2.012e+09	1.763	22.03
2.031e+09	1.758	22
2.05e+09	1.761	21.98
2.069e+09	1.764	21.97
2.088e+09	1.768	21.95
2.107e+09	1.769	21.93
2.126e+09	1.772	21.91
2.145e+09	1.773	21.88
2.165e+09	1.774	21.86
2.184e+09	1.775	21.84
2.204e+09	1.777	21.82
2.224e+09	1.778	21.8
2.244e+09	1.778	21.78
2.264e+09	1.778	21.76
2.283e+09	1.779	21.75
2.303e+09	1.779	21.73
2.323e+09	1.778	21.71
2.344e+09	1.786	21.74
2.364e+09	1.786	21.72
2.385e+09	1.786	21.7
2.406e+09	1.786	21.68
2.426e+09	1.786	21.67
2.447e+09	1.785	21.65
2.468e+09	1.784	21.64
2.489e+09	1.783	21.62
2.51e+09	1.785	21.63
2.531e+09	1.784	21.61
2.552e+09	1.783	21.59
2.573e+09	1.782	21.57
2.595e+09	1.78	21.55
2.616e+09	1.779	21.53
2.637e+09	1.777	21.51
2.659e+09	1.776	21.5
2.681e+09	1.774	21.48
2.703e+09	1.773	21.46
2.725e+09	1.773	21.45
2.747e+09	1.774	21.45
2.769e+09	1.772	21.43
2.792e+09	1.771	21.42
2.814e+09	1.77	21.4
2.836e+09	1.768	21.38
2.859e+09	1.766	21.36
2.881e+09	1.764	21.35
2.903e+09	1.763	21.33
2.926e+09	1.767	21.34
2.949e+09	1.765	21.32
2.972e+09	1.763	21.3
2.995e+09	1.761	21.29
3.018e+09	1.761	21.28
3.042e+09	1.759	21.26
3.065e+09	1.758	21.25
3.088e+09	1.757	21.23
3.111e+09	1.759	21.23
3.135e+09	1.757	21.21
3.158e+09	1.755	21.2
3.181e+09	1.76	21.21
3.205e+09	1.758	21.19
3.229e+09	1.756	21.18
3.253e+09	1.755	21.17
3.277e+09	1.753	21.15
3.301e+09	1.752	21.14
3.325e+09	1.751	21.13
3.35e+09	1.749	21.11
3.374e+09	1.754	21.13
3.399e+09	1.753	21.11
3.424e+09	1.751	21.1
3.449e+09	1.749	21.09
3.474e+09	1.747	21.07
3.499e+09	1.745	21.05
3.524e+09	1.743	21.03
3.549e+09	1.741	21.02
3.574e+09	1.739	21
3.6e+09	1.737	20.99
3.625e+09	1.735	20.97
3.651e+09	1.734	20.95
3.677e+09	1.732	20.94
3.702e+09	1.73	20.93
3.728e+09	1.728	20.91
3.754e+09	1.726	20.9
3.78e+09	1.724	20.89
3.806e+09	1.723	20.88
3.833e+09	1.721	20.86
3.859e+09	1.72	20.85
3.885e+09	1.719	20.84
3.912e+09	1.717	20.83
3.938e+09	1.715	20.81
3.965e+09	1.713	20.8
3.992e+09	1.712	20.79
4.019e+09	1.71	20.77
4.046e+09	1.708	20.76
4.073e+09	1.708	20.75
4.1e+09	1.706	20.73
4.127e+09	1.704	20.72
4.155e+09	1.703	20.71
4.182e+09	1.702	20.7
4.209e+09	1.701	20.68
4.236e+09	1.699	20.68
4.264e+09	1.7	20.67
4.292e+09	1.699	20.66
4.319e+09	1.697	20.65
4.347e+09	1.695	20.64
4.375e+09	1.694	20.63
4.402e+09	1.693	20.62
4.43e+09	1.691	20.61
4.459e+09	1.69	20.59
4.487e+09	1.688	20.58
4.515e+09	1.686	20.56
4.544e+09	1.686	20.56
4.572e+09	1.684	20.54
4.601e+09	1.683	20.53
4.63e+09	1.681	20.52
4.659e+09	1.684	20.52
4.688e+09	1.682	20.51
4.717e+09	1.681	20.5
4.746e+09	1.679	20.48
4.775e+09	1.677	20.47
4.804e+09	1.675	20.45
4.833e+09	1.673	20.44
4.858e+09	1.672	20.43
4.888e+09	1.672	20.42
4.918e+09	1.67	20.41
4.948e+09	1.669	20.4
4.976e+09	1.668	20.4
5.005e+09	1.666	20.39
5.035e+09	1.664	20.37
5.065e+09	1.663	20.36
5.094e+09	1.661	20.35
5.125e+09	1.667	20.41
5.155e+09	1.666	20.4
5.185e+09	1.665	20.39
5.215e+09	1.663	20.38
5.245e+09	1.662	20.36
5.276e+09	1.665	20.37
5.306e+09	1.663	20.36
5.336e+09	1.661	20.35
5.367e+09	1.66	20.34
5.398e+09	1.658	20.32
5.428e+09	1.657	20.31
5.459e+09	1.655	20.3
5.49e+09	1.653	20.29
5.521e+09	1.651	20.28
5.553e+09	1.651	20.27
5.584e+09	1.653	20.27
5.615e+09	1.652	20.27
5.647e+09	1.65	20.25
5.678e+09	1.649	20.24
5.709e+09	1.647	20.23
5.741e+09	1.646	20.22
5.773e+09	1.644	20.21
5.805e+09	1.643	20.2
5.837e+09	1.641	20.18
5.869e+09	1.639	20.17
5.901e+09	1.638	20.16
5.932e+09	1.636	20.15
5.964e+09	1.635	20.14
5.997e+09	1.637	20.14
6.029e+09	1.636	20.13
6.061e+09	1.634	20.12
6.094e+09	1.632	20.11
6.126e+09	1.631	20.09
6.159e+09	1.629	20.08
6.192e+09	1.628	20.07
6.225e+09	1.627	20.06
6.258e+09	1.625	20.05
6.291e+09	1.626	20.05
6.323e+09	1.625	20.04
6.356e+09	1.623	20.02
6.389e+09	1.622	20.01
6.423e+09	1.62	20
6.457e+09	1.618	19.99
6.491e+09	1.617	19.98
6.525e+09	1.62	20
6.559e+09	1.619	19.99
6.592e+09	1.617	19.98
6.627e+09	1.615	19.97
6.661e+09	1.614	19.96
6.696e+09	1.613	19.95
6.73e+09	1.611	19.94
6.765e+09	1.61	19.93
6.799e+09	1.608	19.92
6.833e+09	1.614	19.94
6.868e+09	1.613	19.92
6.903e+09	1.611	19.91
6.938e+09	1.61	19.9
6.973e+09	1.608	19.89
7.008e+09	1.607	19.88
7.043e+09	1.605	19.87
7.079e+09	1.604	19.86
7.114e+09	1.602	19.85
7.15e+09	1.601	19.84
7.185e+09	1.599	19.83
7.221e+09	1.598	19.81
7.256e+09	1.597	19.8
7.292e+09	1.595	19.79
7.328e+09	1.594	19.78
7.364e+09	1.593	19.77
7.4e+09	1.591	19.76
7.436e+09	1.59	19.75
7.473e+09	1.588	19.74
7.509e+09	1.587	19.73
7.546e+09	1.589	19.73
7.582e+09	1.588	19.72
7.619e+09	1.589	19.72
7.655e+09	1.587	19.71
7.692e+09	1.586	19.7
7.729e+09	1.584	19.69
7.766e+09	1.583	19.69
7.802e+09	1.614	20.58
7.837e+09	1.614	20.57
7.874e+09	1.612	20.56
7.911e+09	1.616	20.59
7.948e+09	1.615	20.58
7.985e+09	1.614	20.57
8.023e+09	1.613	20.57
8.06e+09	1.612	20.55
8.098e+09	1.611	20.54
8.135e+09	1.61	20.53
8.172e+09	1.608	20.52
8.211e+09	1.608	20.52
8.249e+09	1.608	20.55
8.287e+09	1.606	20.54
8.324e+09	1.606	20.53
8.362e+09	1.604	20.52
8.4e+09	1.604	20.51
8.438e+09	1.603	20.5
8.477e+09	1.602	20.5
8.516e+09	1.601	20.49
8.554e+09	1.604	20.51
8.593e+09	1.606	20.51
8.632e+09	1.605	20.5
8.67e+09	1.604	20.49
8.709e+09	1.602	20.48
8.748e+09	1.601	20.47
8.787e+09	1.6	20.46
8.826e+09	1.599	20.45
8.866e+09	1.598	20.44
8.905e+09	1.597	20.44
8.945e+09	1.596	20.43
8.985e+09	1.595	20.42
9.024e+09	1.593	20.41
9.064e+09	1.592	20.4
9.104e+09	1.591	20.39
9.144e+09	1.596	20.44
9.185e+09	1.595	20.43
9.225e+09	1.594	20.42
9.265e+09	1.592	20.42
9.306e+09	1.591	20.41
9.347e+09	1.59	20.4
9.387e+09	1.589	20.39
9.428e+09	1.587	20.38
9.469e+09	1.586	20.37
9.51e+09	1.585	20.36
9.551e+09	1.584	20.35
9.592e+09	1.583	20.34
9.633e+09	1.582	20.33
9.675e+09	1.58	20.32
9.716e+09	1.579	20.32
9.758e+09	1.578	20.31
9.8e+09	1.578	20.3
9.842e+09	1.577	20.29
9.884e+09	1.575	20.28
9.926e+09	1.575	20.28
9.968e+09	1.574	20.27
1.001e+10	1.575	20.26
1.005e+10	1.574	20.25
1.009e+10	1.573	20.24
1.014e+10	1.571	20.24
1.018e+10	1.57	20.23
1.022e+10	1.569	20.22
1.027e+10	1.568	20.21
1.031e+10	1.57	20.22
1.035e+10	1.571	20.25
1.039e+10	1.57	20.24
1.044e+10	1.573	20.24
1.048e+10	1.572	20.24
1.052e+10	1.571	20.23
1.056e+10	1.57	20.22
1.061e+10	1.571	20.22
1.065e+10	1.569	20.21
1.069e+10	1.568	20.2
1.074e+10	1.567	20.19
1.078e+10	1.569	20.2
1.083e+10	1.568	20.19
1.087e+10	1.568	20.21
1.091e+10	1.567	20.21
1.096e+10	1.568	20.2
1.1e+10	1.567	20.19
1.104e+10	1.569	20.2
1.109e+10	1.567	20.19
1.113e+10	1.566	20.18
1.118e+10	1.565	20.17
1.122e+10	1.564	20.16
1.127e+10	1.563	20.15
1.131e+10	1.561	20.14
1.135e+10	1.563	20.14
1.14e+10	1.562	20.13
1.144e+10	1.56	20.12
1.149e+10	1.559	20.11
1.153e+10	1.558	20.1
1.158e+10	1.557	20.09
1.162e+10	1.556	20.08
1.167e+10	1.555	20.08
1.171e+10	1.554	20.07
1.176e+10	1.553	20.06
1.181e+10	1.552	20.05
1.185e+10	1.55	20.04
1.19e+10	1.55	20.03
1.194e+10	1.548	20.02
1.199e+10	1.547	20.01
1.204e+10	1.546	20
1.208e+10	1.545	20
1.213e+10	1.544	19.99
1.218e+10	1.545	19.99
1.222e+10	1.544	19.98
1.227e+10	1.543	19.97
1.232e+10	1.543	19.97
1.237e+10	1.542	19.96
1.241e+10	1.541	19.95
1.246e+10	1.542	19.96
1.251e+10	1.542	19.95
1.256e+10	1.541	19.95
1.26e+10	1.54	19.94
1.265e+10	1.539	19.93
1.27e+10	1.538	19.92
1.275e+10	1.537	19.91
1.279e+10	1.536	19.91
1.284e+10	1.535	19.9
1.289e+10	1.534	19.89
1.294e+10	1.533	19.88
1.299e+10	1.532	19.88
1.304e+10	1.531	19.87
1.308e+10	1.529	19.86
1.313e+10	1.528	19.85
1.318e+10	1.528	19.84
1.323e+10	1.527	19.84
1.328e+10	1.526	19.83
1.333e+10	1.525	19.82
1.338e+10	1.524	19.81
1.343e+10	1.523	19.8
1.347e+10	1.522	19.79
1.352e+10	1.521	19.78
1.357e+10	1.519	19.77
1.362e+10	1.518	19.77
1.367e+10	1.517	19.76
1.372e+10	1.516	19.75
1.377e+10	1.516	19.74
1.382e+10	1.519	19.76
1.387e+10	1.517	19.76
1.392e+10	1.517	19.75
1.397e+10	1.516	19.74
1.402e+10	1.514	19.73
1.407e+10	1.515	19.72
1.413e+10	1.514	19.71
1.418e+10	1.513	19.71
1.423e+10	1.513	19.7
1.428e+10	1.512	19.69
1.433e+10	1.511	19.68
1.438e+10	1.509	19.68
1.443e+10	1.508	19.67
1.448e+10	1.507	19.66
1.453e+10	1.509	19.66
1.458e+10	1.508	19.65
1.464e+10	1.507	19.64
1.469e+10	1.506	19.63
1.474e+10	1.505	19.62
1.479e+10	1.504	19.61
1.484e+10	1.503	19.61
1.49e+10	1.501	19.6
1.495e+10	1.5	19.59
1.5e+10	1.5	19.58
1.505e+10	1.498	19.57
1.51e+10	1.497	19.57
1.516e+10	1.496	19.56
1.521e+10	1.495	19.55
1.526e+10	1.494	19.54
1.531e+10	1.493	19.53
1.537e+10	1.492	19.52
1.542e+10	1.491	19.52
1.547e+10	1.49	19.51
1.553e+10	1.489	19.5
1.558e+10	1.488	19.49
1.563e+10	1.487	19.48
1.569e+10	1.486	19.48
1.574e+10	1.485	19.47
1.579e+10	1.484	19.46
1.585e+10	1.483	19.45
1.59e+10	1.482	19.44
1.595e+10	1.481	19.43
1.601e+10	1.48	19.43
1.606e+10	1.479	19.42
1.611e+10	1.478	19.41
1.617e+10	1.479	19.41
1.622e+10	1.478	19.4
1.628e+10	1.477	19.39
1.633e+10	1.476	19.39
1.638e+10	1.475	19.38
1.644e+10	1.474	19.37
1.649e+10	1.473	19.36
1.654e+10	1.472	19.36
1.66e+10	1.471	19.35
1.665e+10	1.47	19.34
1.67e+10	1.47	19.34
1.676e+10	1.469	19.33
1.681e+10	1.468	19.32
1.686e+10	1.469	19.31
1.692e+10	1.468	19.3
1.697e+10	1.467	19.3
1.703e+10	1.466	19.29
1.708e+10	1.465	19.28
1.713e+10	1.464	19.28
1.719e+10	1.464	19.27
1.724e+10	1.463	19.26
1.729e+10	1.462	19.25
1.735e+10	1.461	19.25
1.74e+10	1.46	19.24
1.746e+10	1.459	19.23
1.751e+10	1.458	19.23
1.756e+10	1.457	19.22
1.762e+10	1.456	19.21
1.767e+10	1.455	19.21
1.771e+10	1.455	19.2
1.776e+10	1.454	19.19
1.782e+10	1.455	19.2
1.787e+10	1.454	19.19
1.792e+10	1.455	19.19
1.797e+10	1.454	19.18
1.803e+10	1.453	19.17
1.808e+10	1.452	19.16
1.813e+10	1.452	19.16
1.818e+10	1.451	19.15
1.823e+10	1.45	19.15
1.828e+10	1.449	19.14
1.834e+10	1.448	19.13
1.839e+10	1.448	19.13
1.844e+10	1.447	19.12
1.849e+10	1.446	19.11
1.854e+10	1.448	19.11
1.859e+10	1.447	19.1
1.865e+10	1.447	19.1
1.87e+10	1.452	19.12
1.875e+10	1.452	19.12
1.88e+10	1.451	19.11
1.885e+10	1.45	19.11
1.89e+10	1.45	19.11
1.895e+10	1.449	19.1
1.9e+10	1.45	19.1
1.905e+10	1.449	19.09
1.911e+10	1.448	19.08
1.916e+10	1.447	19.08
1.921e+10	1.446	19.07
1.926e+10	1.445	19.06
1.931e+10	1.449	19.1
1.936e+10	1.448	19.09
1.941e+10	1.447	19.09
1.947e+10	1.446	19.08
1.952e+10	1.446	19.07
1.958e+10	1.445	19.07
1.963e+10	1.444	19.06
1.968e+10	1.443	19.06
1.974e+10	1.443	19.05
1.979e+10	1.442	19.05
1.985e+10	1.441	19.04
1.99e+10	1.441	19.03
1.995e+10	1.44	19.03
2.001e+10	1.439	19.02
2.006e+10	1.438	19.01
2.012e+10	1.437	19.01
2.017e+10	1.436	19
2.023e+10	1.435	18.99
2.028e+10	1.435	18.98
2.034e+10	1.434	18.98
2.039e+10	1.683	20.61
2.045e+10	1.683	20.61
2.05e+10	1.682	20.6
2.056e+10	1.681	20.59
2.061e+10	1.681	20.59
2.067e+10	1.68	20.58
2.072e+10	1.679	20.57
2.077e+10	1.679	20.57
2.083e+10	1.678	20.56
2.088e+10	1.677	20.55
2.093e+10	1.676	20.55
2.099e+10	1.675	20.54
2.104e+10	1.677	20.54
2.109e+10	1.676	20.54
2.114e+10	1.675	20.53
2.12e+10	1.674	20.52
2.125e+10	1.673	20.52
2.13e+10	1.672	20.51
2.136e+10	1.672	20.5
2.141e+10	1.671	20.5
2.146e+10	1.67	20.49
2.152e+10	1.669	20.49
2.157e+10	1.669	20.48
2.163e+10	1.668	20.47
2.168e+10	1.667	20.47
2.174e+10	1.673	20.5
2.179e+10	1.674	20.49
2.185e+10	1.673	20.49
2.19e+10	1.673	20.49
2.196e+10	1.673	20.48
2.201e+10	1.672	20.47
2.207e+10	1.671	20.47
2.212e+10	1.671	20.46
2.217e+10	1.67	20.46
2.223e+10	1.669	20.45
2.228e+10	1.669	20.45
2.234e+10	1.668	20.44
2.239e+10	1.667	20.43
2.245e+10	1.666	20.43
2.25e+10	1.665	20.42
2.256e+10	1.665	20.41
2.261e+10	1.664	20.41
2.267e+10	1.663	20.4
2.272e+10	1.662	20.4
2.277e+10	1.661	20.39
2.283e+10	1.66	20.38
2.288e+10	1.66	20.38
2.294e+10	1.66	20.37
2.299e+10	1.659	20.37
2.305e+10	1.659	20.36
2.31e+10	1.659	20.36
2.316e+10	1.658	20.35
2.321e+10	1.657	20.35
2.327e+10	1.656	20.34
2.332e+10	1.655	20.33
2.338e+10	1.655	20.33
2.343e+10	1.654	20.32
2.348e+10	1.653	20.32
2.354e+10	1.653	20.31
2.359e+10	1.652	20.3
2.365e+10	1.651	20.3
2.37e+10	1.65	20.29
2.376e+10	1.65	20.29
2.381e+10	1.657	20.33
2.387e+10	1.656	20.33
2.392e+10	1.655	20.32
2.398e+10	1.655	20.31
2.403e+10	1.655	20.31
2.408e+10	1.654	20.3
2.414e+10	1.653	20.3
2.419e+10	1.653	20.29
2.425e+10	1.652	20.29
2.43e+10	1.651	20.28
2.436e+10	1.651	20.27
2.441e+10	1.65	20.27
2.447e+10	1.649	20.26
2.452e+10	1.649	20.26
2.458e+10	1.648	20.25
2.463e+10	1.647	20.25
2.469e+10	1.646	20.24
2.474e+10	1.646	20.24
2.479e+10	1.645	20.23
2.485e+10	1.646	20.23
2.49e+10	1.645	20.22
2.496e+10	1.644	20.22
2.501e+10	1.644	20.21
2.507e+10	1.654	20.26
2.512e+10	1.653	20.26
2.517e+10	1.653	20.25
2.523e+10	1.652	20.25
2.528e+10	1.651	20.24
2.534e+10	1.65	20.24
2.539e+10	1.65	20.23
2.545e+10	1.658	20.23
2.55e+10	1.658	20.23
2.556e+10	1.657	20.23
2.561e+10	1.657	20.22
2.566e+10	1.656	20.21
2.572e+10	1.656	20.21
2.577e+10	1.655	20.21
2.583e+10	1.655	20.2
2.588e+10	1.654	20.2
2.594e+10	1.653	20.19
2.599e+10	1.652	20.18
2.604e+10	1.652	20.18
2.61e+10	1.651	20.18
2.615e+10	1.651	20.17
2.621e+10	1.651	20.17
2.626e+10	1.65	20.17
2.632e+10	1.65	20.16
2.637e+10	1.649	20.15
2.643e+10	1.648	20.15
2.648e+10	1.648	20.14
2.653e+10	1.647	20.14
2.659e+10	1.646	20.13
2.664e+10	1.646	20.13
2.67e+10	1.645	20.12
2.675e+10	1.644	20.11
2.681e+10	1.644	20.11
2.686e+10	1.643	20.11
2.692e+10	1.643	20.1
2.697e+10	1.642	20.1
2.703e+10	1.642	20.09
2.708e+10	1.641	20.08
2.714e+10	1.641	20.08
2.719e+10	1.64	20.07
2.725e+10	1.639	20.07
2.73e+10	1.639	20.06
2.736e+10	1.639	20.06
2.741e+10	1.643	20.07
2.747e+10	1.642	20.06
2.752e+10	1.641	20.05
2.758e+10	1.641	20.05
2.763e+10	1.64	20.04
2.768e+10	1.639	20.04
2.774e+10	1.639	20.03
2.779e+10	1.638	20.03
2.785e+10	1.637	20.03
2.79e+10	1.637	20.02
2.796e+10	1.636	20.01
2.801e+10	1.636	20.01
2.806e+10	1.64	20.01
2.812e+10	1.64	20
2.817e+10	1.639	20
2.823e+10	1.639	20
2.828e+10	1.638	19.99
2.833e+10	1.638	19.98
2.839e+10	1.637	19.98
2.844e+10	1.637	19.98
2.849e+10	1.636	19.97
2.855e+10	1.636	19.97
2.86e+10	1.636	19.96
2.865e+10	1.636	19.96
2.871e+10	1.635	19.96
2.876e+10	1.635	19.95
2.881e+10	1.634	19.95
2.887e+10	1.634	19.94
2.892e+10	1.633	19.94
2.897e+10	1.632	19.93
2.903e+10	1.632	19.93
2.908e+10	1.631	19.92
2.914e+10	1.63	19.92
2.919e+10	1.63	19.91
2.924e+10	1.629	19.91
2.93e+10	1.629	19.9
2.935e+10	1.628	19.9
2.941e+10	1.632	19.92
2.946e+10	1.634	19.93
2.952e+10	1.633	19.92
2.957e+10	1.633	19.92
2.963e+10	1.632	19.91
2.968e+10	1.631	19.91
2.974e+10	1.631	19.9
2.979e+10	1.631	19.9
2.985e+10	1.63	19.9
2.99e+10	1.63	19.89
2.995e+10	1.629	19.89
3.001e+10	1.629	19.89
3.006e+10	1.629	19.89
3.012e+10	1.628	19.88
3.017e+10	1.628	19.88
3.023e+10	1.627	19.87
3.028e+10	1.628	19.87
3.034e+10	1.627	19.86
3.039e+10	1.627	19.86
3.045e+10	1.626	19.86
3.05e+10	1.626	19.85
3.056e+10	1.625	19.85
3.061e+10	1.624	19.84
3.066e+10	1.636	19.93
3.072e+10	1.635	19.93
3.077e+10	1.634	19.93
3.083e+10	1.634	19.92
3.088e+10	1.633	19.92
3.094e+10	1.633	19.91
3.099e+10	1.632	19.91
3.105e+10	1.632	19.9
3.11e+10	1.631	19.9
3.116e+10	1.631	19.9
3.121e+10	1.63	19.89
3.127e+10	1.63	19.89
3.132e+10	1.629	19.88
3.137e+10	1.629	19.88
3.143e+10	1.628	19.87
3.148e+10	1.628	19.87
3.154e+10	1.627	19.87
3.159e+10	1.627	19.86
3.165e+10	1.626	19.86
3.17e+10	1.625	19.85
3.176e+10	1.625	19.85
3.181e+10	1.624	19.84
3.186e+10	1.624	19.84
3.192e+10	1.623	19.83
3.197e+10	1.623	19.83
3.203e+10	1.622	19.82
3.208e+10	1.622	19.82
3.214e+10	1.621	19.82
3.219e+10	1.621	19.81
3.225e+10	1.621	19.81
3.23e+10	1.62	19.8
3.236e+10	1.62	19.8
3.241e+10	1.619	19.79
3.247e+10	1.619	19.79
3.252e+10	1.618	19.79
3.257e+10	1.618	19.78
3.263e+10	1.618	19.78
3.268e+10	1.617	19.77
3.274e+10	1.617	19.77
3.279e+10	1.616	19.76
3.285e+10	1.615	19.76
3.29e+10	1.615	19.76
3.295e+10	1.615	19.75
3.301e+10	1.614	19.75
3.306e+10	1.614	19.74
3.312e+10	1.614	19.74
3.317e+10	1.613	19.74
3.323e+10	1.613	19.73
3.328e+10	1.612	19.73
3.334e+10	1.611	19.72
3.339e+10	1.611	19.72
3.345e+10	1.61	19.71
3.35e+10	1.61	19.71
3.356e+10	1.609	19.7
3.361e+10	1.609	19.7
3.367e+10	1.608	19.7
3.372e+10	1.608	19.69
3.378e+10	1.607	19.69
3.383e+10	1.608	19.69
3.389e+10	1.607	19.68
3.394e+10	1.607	19.68
