# version: 0.0.0-704-g91cdea9
# well_width: 1.3
# ff: 0.05714570709424563
# N: 20
# walls: 0
# cell dimensions: (11.36, 11.36, 11.36)
# seed: 0
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 181
# min_T: 0.5

# pessimmistic_min_samples: 10000
# iterations: 477920324
# working moves: 7015620495
# total moves: 9558406480
# acceptance rate: 0.733974
# converged state: 48
# converged temperature: 0.501862

# max_entropy_state: 5
# min_important_energy: 48

# energy   counts
0  0
1  2.09135
2  3.41648
3  4.27562
4  4.78492
5  5.01633
6  5.0115
7  4.80565
8  4.42465
9  3.88706
10  3.21322
11  2.41907
12  1.51771
13  0.519797
14  -0.562662
15  -1.71789
16  -2.93791
17  -4.21705
18  -5.54733
19  -6.9224
20  -8.33706
21  -9.78734
22  -11.2685
23  -12.7763
24  -14.3095
25  -15.8654
26  -17.4419
27  -19.0386
28  -20.6533
29  -22.2842
30  -23.9317
31  -25.5953
32  -27.2755
33  -28.9725
34  -30.6841
35  -32.4121
36  -34.157
37  -35.9184
38  -37.6981
39  -39.4942
40  -41.308
41  -43.1413
42  -44.995
43  -46.8693
44  -48.7647
45  -50.6843
46  -52.6265
47  -54.5948
48  -56.5874
