# iterations	 errorinentropy	 maxerror
2821	3.719	17.15
2.705e+05	2.004	12.1
3.203e+05	1.981	11.34
4.096e+05	1.997	11.21
5.31e+05	2.007	10.9
7.397e+05	1.881	8.817
1.147e+06	1.867	8.648
1.631e+06	1.847	8.313
1.934e+06	1.784	7.945
3.508e+06	1.747	7.794
3.916e+06	1.72	7.6
6.605e+06	1.71	7.601
6.977e+06	1.71	7.601
1.079e+07	1.71	7.601
1.28e+07	1.709	7.693
1.538e+07	1.701	7.666
2.074e+07	1.701	7.666
2.517e+07	1.548	7.206
2.686e+07	1.548	7.206
3.37e+07	1.548	7.206
4.132e+07	1.548	7.206
4.973e+07	1.548	7.206
4.99e+07	1.429	6.403
5.893e+07	1.374	6.039
6.888e+07	1.374	6.039
7.96e+07	1.374	6.039
9.109e+07	1.374	6.039
9.928e+07	1.349	5.976
1.033e+08	1.344	5.965
1.163e+08	1.344	5.965
1.301e+08	1.344	5.965
1.446e+08	1.344	5.965
1.598e+08	1.344	5.965
1.758e+08	1.344	5.965
1.927e+08	1.344	5.965
1.981e+08	1.214	5.003
2.102e+08	1.188	4.827
2.285e+08	1.188	4.827
2.476e+08	1.188	4.827
2.674e+08	1.188	4.827
2.881e+08	1.188	4.827
3.094e+08	1.188	4.827
3.316e+08	1.188	4.827
3.545e+08	1.188	4.827
3.782e+08	1.188	4.827
3.957e+08	0.9887	4.179
