# version: 0.0.0-1083-g44da50ae-dirty
# seed: 0
# well_width: 1.3
# ff: 0.3
# N: 500
# walls: 0
# cell dimensions: (19.1123, 19.1123, 19.1123)
# translation_scale: 0.1
# energy_levels: 4501
# min_T: 0.5
# max_entropy_state: 1212
# min_important_energy: 2505

# iterations: 24395202055
# working moves: 5790835188520
# total moves: 12197601027500
# acceptance rate: 0.474752

# converged state: 2615
# converged temperature: 0.426394

# energy	lndos	ps
0	-19.499	0
1	-19.499	0
2	-19.499	0
3	-19.499	0
4	-19.499	0
5	-19.499	0
6	-19.499	0
7	-19.499	0
8	-19.499	0
9	-19.499	0
10	-19.499	0
11	-19.499	0
12	-19.499	0
13	-19.499	0
14	-19.499	0
15	-19.499	0
16	-19.499	0
17	-19.499	0
18	-19.499	0
19	-19.499	0
20	-19.499	0
21	-19.499	0
22	-19.499	0
23	-19.499	0
24	-19.499	0
25	-19.499	0
26	-19.499	0
27	-19.499	0
28	-19.499	0
29	-19.499	0
30	-19.499	0
31	-19.499	0
32	-19.499	0
33	-19.499	0
34	-19.499	0
35	-19.499	0
36	-19.499	0
37	-19.499	0
38	-19.499	0
39	-19.499	0
40	-19.499	0
41	-19.499	0
42	-19.499	0
43	-19.499	0
44	-19.499	0
45	-19.499	0
46	-19.499	0
47	-19.499	0
48	-19.499	0
49	-19.499	0
50	-19.499	0
51	-19.499	0
52	-19.499	0
53	-19.499	0
54	-19.499	0
55	-19.499	0
56	-19.499	0
57	-19.499	0
58	-19.499	0
59	-19.499	0
60	-19.499	0
61	-19.499	0
62	-19.499	0
63	-19.499	0
64	-19.499	0
65	-19.499	0
66	-19.499	0
67	-19.499	0
68	-19.499	0
69	-19.499	0
70	-19.499	0
71	-19.499	0
72	-19.499	0
73	-19.499	0
74	-19.499	0
75	-19.499	0
76	-19.499	0
77	-19.499	0
78	-19.499	0
79	-19.499	0
80	-19.499	0
81	-19.499	0
82	-19.499	0
83	-19.499	0
84	-19.499	0
85	-19.499	0
86	-19.499	0
87	-19.499	0
88	-19.499	0
89	-19.499	0
90	-19.499	0
91	-19.499	0
92	-19.499	0
93	-19.499	0
94	-19.499	0
95	-19.499	0
96	-19.499	0
97	-19.499	0
98	-19.499	0
99	-19.499	0
100	-19.499	0
101	-19.499	0
102	-19.499	0
103	-19.499	0
104	-19.499	0
105	-19.499	0
106	-19.499	0
107	-19.499	0
108	-19.499	0
109	-19.499	0
110	-19.499	0
111	-19.499	0
112	-19.499	0
113	-19.499	0
114	-19.499	0
115	-19.499	0
116	-19.499	0
117	-19.499	0
118	-19.499	0
119	-19.499	0
120	-19.499	0
121	-19.499	0
122	-19.499	0
123	-19.499	0
124	-19.499	0
125	-19.499	0
126	-19.499	0
127	-19.499	0
128	-19.499	0
129	-19.499	0
130	-19.499	0
131	-19.499	0
132	-19.499	0
133	-19.499	0
134	-19.499	0
135	-19.499	0
136	-19.499	0
137	-19.499	0
138	-19.499	0
139	-19.499	0
140	-19.499	0
141	-19.499	0
142	-19.499	0
143	-19.499	0
144	-19.499	0
145	-19.499	0
146	-19.499	0
147	-19.499	0
148	-19.499	0
149	-19.499	0
150	-19.499	0
151	-19.499	0
152	-19.499	0
153	-19.499	0
154	-19.499	0
155	-19.499	0
156	-19.499	0
157	-19.499	0
158	-19.499	0
159	-19.499	0
160	-19.499	0
161	-19.499	0
162	-19.499	0
163	-19.499	0
164	-19.499	0
165	-19.499	0
166	-19.499	0
167	-19.499	0
168	-19.499	0
169	-19.499	0
170	-19.499	0
171	-19.499	0
172	-19.499	0
173	-19.499	0
174	-19.499	0
175	-19.499	0
176	-19.499	0
177	-19.499	0
178	-19.499	0
