# version: 0.0.0-1857-ge786f598-dirty
# seed: 0
# well_width: 1.3
# ff: 0.3
# N: 500
# walls: 0
# cell dimensions: (19.1123, 19.1123, 19.1123)
# translation_scale: 0.1
# energy_levels: 4501
# min_T: 0.5
# max_entropy_state: 1206
# min_important_energy: 2602

# WL Factor: 4.33775e-07
# iterations: 4610682500
# working moves: 807920450817
# total moves: 2305341250000
# acceptance rate: 0.350456

# converged state: 3059
# converged temperature: 0.290768

# energy	lndos	ps	lndos_tm
0	-6238.46	0	-3713.61
1	-6238.46	0	-3713.61
2	-6238.46	0	-3713.61
3	-6238.46	0	-3713.61
4	-6238.46	0	-3713.61
5	-6238.46	0	-3713.61
6	-6238.46	0	-3713.61
7	-6238.46	0	-3713.61
8	-6238.46	0	-3713.61
9	-6238.46	0	-3713.61
10	-6238.46	0	-3713.61
11	-6238.46	0	-3713.61
12	-6238.46	0	-3713.61
13	-6238.46	0	-3713.61
14	-6238.46	0	-3713.61
15	-6238.46	0	-3713.61
16	-6238.46	0	-3713.61
17	-6238.46	0	-3713.61
18	-6238.46	0	-3713.61
19	-6238.46	0	-3713.61
20	-6238.46	0	-3713.61
21	-6238.46	0	-3713.61
22	-6238.46	0	-3713.61
23	-6238.46	0	-3713.61
24	-6238.46	0	-3713.61
25	-6238.46	0	-3713.61
26	-6238.46	0	-3713.61
27	-6238.46	0	-3713.61
28	-6238.46	0	-3713.61
29	-3831.68	0	-3713.61
30	-3819.04	0	-3703.35
31	-3802.19	0	-3693.32
32	-3785.51	0	-3683
33	-3764.57	0	-3672.67
34	-3755.41	0	-3661.89
35	-3746.48	0	-3651.56
36	-3738.3	0	-3641.42
37	-3730.28	0	-3631.81
38	-3722.28	0	-3622.34
39	-3713.59	0	-3613.08
40	-3704.83	0	-3604.14
41	-3696.96	0	-3595.43
42	-3689.48	0	-3586.89
43	-3682.19	0	-3578.43
44	-3674.73	0	-3569.97
45	-3648.15	0	-3561.3
46	-3639.2	0	-3552.93
47	-3628.47	0	-3544.94
48	-3616.54	0	-3537.27
49	-3607.2	0	-3529.85
50	-3598.68	0	-3522.61
51	-3590.74	0	-3515.53
52	-3583.23	0	-3508.62
53	-3575.97	0	-3501.85
54	-3568.84	0	-3495.2
55	-3561.91	0	-3488.61
56	-3555.02	0	-3482.09
57	-3548.26	0	-3475.66
58	-3541.78	0	-3469.28
59	-3535.36	0	-3462.66
60	-3529.03	0	-3456.02
61	-3522.85	0	-3449.42
62	-3516.74	0	-3442.78
63	-3510.17	0	-3436.18
64	-3494.02	0	-3429.59
65	-3482.66	0	-3423.05
66	-3472.98	0	-3416.54
67	-3463.64	0	-3410.09
68	-3432.99	0	-3403.64
69	-3421.57	0	-3397.22
70	-3403.52	0	-3390.83
71	-3394.02	0	-3384.48
72	-3365.04	0	-3378.14
73	-3355.91	0	-3371.85
74	-3347.53	0	-3365.56
75	-3339.04	0	-3359.31
76	-3320.47	0	-3353.08
77	-3310.05	0	-3346.87
78	-3300.87	0	-3340.69
79	-3282.3	0	-3334.51
80	-3258.27	0	-3328.34
81	-3250.26	0	-3322.19
82	-3242.73	0	-3316.05
83	-3235.65	0	-3309.93
84	-3228.83	0	-3303.85
85	-3222.15	0	-3297.8
86	-3215.56	0	-3291.78
87	-3209.13	0	-3285.8
88	-3202.86	0	-3279.85
89	-3196.71	0	-3273.93
90	-3190.52	0	-3268.05
91	-3184.27	0	-3262.2
92	-3177.98	0	-3256.37
93	-3171.49	0	-3250.56
94	-3164.97	0	-3244.79
95	-3158.45	0	-3239.05
96	-3151.98	0	-3233.32
97	-3145.62	0	-3227.63
98	-3139.36	0	-3221.95
99	-3133.23	0	-3216.3
100	-3127.2	0	-3210.67
101	-3121.23	0	-3205.05
102	-3115.43	0	-3199.46
103	-3109.66	0	-3193.89
104	-3103.92	0	-3188.34
105	-3098.25	0	-3182.8
106	-3092.61	0	-3177.28
107	-3087.09	0	-3171.77
108	-3081.59	0	-3166.27
109	-3076.12	0	-3160.78
110	-3070.75	0	-3155.32
111	-3065.36	0	-3149.86
112	-3060.01	0	-3144.42
113	-3054.74	0	-3138.99
114	-3049.5	0	-3133.57
115	-3044.26	0	-3128.16
116	-3039.07	0	-3122.77
117	-3033.87	0	-3117.38
118	-3028.73	0	-3112.01
119	-3023.59	0	-3106.64
120	-3018.49	0	-3101.29
121	-3013.42	0	-3095.95
122	-3008.37	0	-3090.63
123	-3003.31	0	-3085.35
124	-2998.32	0	-3080.09
125	-2993.33	0	-3074.76
126	-2988.33	0	-3069.5
127	-2983.4	0	-3064.23
128	-2978.45	0	-3058.96
129	-2973.54	0	-3053.7
130	-2968.58	0	-3048.45
131	-2963.64	0	-3043.2
132	-2958.71	0	-3037.95
133	-2953.79	0	-3032.7
134	-2948.82	0	-3027.45
135	-2943.86	0	-3022.21
136	-2938.88	0	-3016.98
137	-2933.88	0	-3011.75
138	-2928.86	0	-3006.52
139	-2923.85	0	-3001.32
140	-2918.83	0	-2996.2
141	-2913.82	0	-2991.07
142	-2908.73	0	-2985.97
143	-2903.69	0	-2980.88
144	-2898.64	0	-2975.79
145	-2893.63	0	-2970.72
146	-2888.63	0	-2965.65
147	-2883.6	0	-2960.59
148	-2878.62	0	-2955.54
149	-2873.6	0	-2950.51
150	-2868.62	0	-2945.47
151	-2863.63	0	-2940.45
152	-2858.63	0	-2935.44
153	-2853.63	0	-2930.44
154	-2848.63	0	-2925.45
155	-2843.66	0	-2920.46
156	-2838.73	0	-2915.49
157	-2833.78	0	-2910.53
158	-2828.85	0	-2905.58
159	-2823.91	0	-2900.63
160	-2818.97	0	-2895.69
161	-2814.08	0	-2890.77
162	-2809.22	0	-2885.85
163	-2804.35	0	-2880.94
164	-2799.49	0	-2876.04
165	-2794.64	0	-2871.15
166	-2789.74	0	-2866.26
167	-2784.93	0	-2861.39
168	-2780.1	0	-2856.52
169	-2775.3	0	-2851.66
170	-2770.48	0	-2846.81
171	-2765.67	0	-2841.96
172	-2760.9	0	-2837.13
173	-2756.15	0	-2832.29
174	-2751.4	0	-2827.47
175	-2746.66	0	-2822.66
176	-2741.94	0	-2817.85
177	-2737.23	0	-2813.04
178	-2732.51	0	-2808.24
179	-2727.79	0	-2803.45
180	-2723.09	0	-2798.66
181	-2718.39	0	-2793.88
182	-2713.72	0	-2789.1
183	-2709.01	0	-2784.32
184	-2704.37	0	-2779.55
185	-2699.73	0	-2774.78
186	-2695.08	0	-2770.01
187	-2690.45	0	-2765.25
188	-2685.83	0	-2760.49
189	-2681.23	0	-2755.73
190	-2676.61	0	-2750.97
191	-2672.02	0	-2746.22
192	-2667.39	0	-2741.47
193	-2662.8	0	-2736.72
194	-2658.22	0	-2731.98
195	-2653.62	0	-2727.23
196	-2649.03	0	-2722.49
197	-2644.45	0	-2717.75
198	-2639.92	0	-2713.01
199	-2635.37	0	-2708.28
200	-2630.85	0	-2703.54
201	-2626.31	0	-2698.81
202	-2621.79	0	-2694.08
203	-2617.26	0	-2689.35
204	-2612.73	0	-2684.62
205	-2608.24	0	-2679.89
206	-2603.77	0	-2675.17
207	-2599.26	0	-2670.44
208	-2594.77	0	-2665.72
209	-2590.31	0	-2660.99
210	-2585.84	0	-2656.27
211	-2581.38	0	-2651.55
212	-2576.94	0	-2646.83
213	-2572.5	0	-2642.11
214	-2568.06	0	-2637.39
215	-2563.63	0	-2632.67
216	-2559.2	0	-2627.95
217	-2554.8	0	-2623.23
218	-2550.37	0	-2618.51
219	-2545.99	0	-2613.8
220	-2541.59	0	-2609.08
221	-2537.19	0	-2604.36
222	-2532.77	0	-2599.64
223	-2528.36	0	-2594.92
224	-2523.97	0	-2590.2
225	-2519.57	0	-2585.49
226	-2515.2	0	-2580.77
227	-2510.82	0	-2576.05
228	-2506.43	0	-2571.33
229	-2502.08	0	-2566.61
230	-2497.72	0	-2561.89
231	-2493.34	0	-2557.17
232	-2488.96	0	-2552.45
233	-2484.59	0	-2547.73
234	-2480.22	0	-2543.01
235	-2475.84	0	-2538.29
236	-2471.49	0	-2533.57
237	-2467.11	0	-2528.84
238	-2462.76	0	-2524.11
239	-2458.42	0	-2519.38
240	-2454.06	0	-2514.65
241	-2449.72	0	-2509.91
242	-2445.36	0	-2505.16
243	-2441	0	-2500.41
244	-2436.65	0	-2495.66
245	-2432.3	0	-2490.9
246	-2427.96	0	-2486.13
247	-2423.65	0	-2481.36
248	-2419.31	0	-2476.58
249	-2414.98	0	-2471.79
250	-2410.66	0	-2467
251	-2406.32	0	-2462.2
252	-2402.02	0	-2457.39
253	-2397.69	0	-2452.58
254	-2393.36	0	-2447.75
255	-2389.04	0	-2442.92
256	-2384.71	0	-2438.08
257	-2380.37	0	-2433.23
258	-2376.02	0	-2428.38
259	-2371.69	0	-2423.51
260	-2367.35	0	-2418.64
261	-2363.03	0	-2413.76
262	-2358.69	0	-2408.87
263	-2354.34	0	-2403.98
264	-2350.01	0	-2399.07
265	-2345.66	0	-2394.16
266	-2341.34	0	-2389.24
267	-2337.02	0	-2384.31
268	-2332.7	0	-2379.37
269	-2328.38	0	-2374.42
270	-2324.05	0	-2369.46
271	-2319.72	0	-2364.5
272	-2315.4	0	-2359.52
273	-2311.06	0	-2354.54
274	-2306.74	0	-2349.54
275	-2302.42	0	-2344.54
276	-2298.08	0	-2339.53
277	-2293.77	0	-2334.51
278	-2289.46	0	-2329.48
279	-2285.15	0	-2324.44
280	-2280.84	0	-2319.39
281	-2276.53	0	-2314.33
282	-2272.21	0	-2309.25
283	-2267.89	0	-2304.18
284	-2263.57	0	-2299.08
285	-2259.24	0	-2293.98
286	-2254.94	0	-2288.87
287	-2250.64	0	-2283.75
288	-2246.33	0	-2278.62
289	-2241.99	0	-2273.48
290	-2237.7	0	-2268.33
291	-2233.4	0	-2263.17
292	-2229.07	0	-2258
293	-2224.74	0	-2252.82
294	-2220.41	0	-2247.63
295	-2216.08	0	-2242.42
296	-2211.77	0	-2237.21
297	-2207.46	0	-2231.99
298	-2203.15	0	-2226.75
299	-2198.84	0	-2221.51
300	-2194.52	0	-2216.25
301	-2190.21	0	-2210.99
302	-2185.89	0	-2205.72
303	-2181.56	0	-2200.43
304	-2177.22	0	-2195.14
305	-2172.89	0	-2189.83
306	-2168.56	0	-2184.52
307	-2164.24	0	-2179.19
308	-2159.92	0	-2173.85
309	-2155.56	0	-2168.51
310	-2151.22	0	-2163.14
311	-2146.86	0	-2157.77
312	-2142.5	0	-2152.39
313	-2138.14	0	-2147
314	-2133.8	0	-2141.59
315	-2129.42	0	-2136.18
316	-2125.07	0	-2130.76
317	-2120.68	0	-2125.33
318	-2116.32	0	-2119.89
319	-2111.95	0	-2114.44
320	-2107.55	0	-2108.98
321	-2103.16	0	-2103.52
322	-2098.75	0	-2098.05
323	-2094.3	0	-2092.57
324	-2089.7	0	-2087.08
325	-2084.82	0	-2081.59
326	-2079.47	0	-2076.09
327	-2073.78	0	-2070.58
328	-2068.04	0	-2065.07
329	-2062.27	0	-2059.54
330	-2056.51	0	-2054.02
331	-2050.75	0	-2048.48
332	-2045.03	0	-2042.95
333	-2039.38	0	-2037.41
334	-2033.69	0	-2031.87
335	-2027.98	0	-2026.33
336	-2022.29	0	-2020.78
337	-2016.62	0	-2015.24
338	-2010.9	0	-2009.7
339	-2005.19	0	-2004.16
340	-1999.5	0	-1998.62
341	-1993.82	0	-1993.09
342	-1988.15	0	-1987.56
343	-1982.54	0	-1982.04
344	-1976.93	0	-1976.52
345	-1971.35	0	-1971
346	-1965.77	0	-1965.5
347	-1960.25	0	-1959.99
348	-1954.71	0	-1954.5
349	-1949.21	0	-1949.01
350	-1943.74	0	-1943.53
351	-1938.26	0	-1938.06
352	-1932.81	0	-1932.6
353	-1927.29	0	-1927.15
354	-1921.85	0	-1921.71
355	-1916.41	0	-1916.28
356	-1910.97	0	-1910.87
357	-1905.53	0	-1905.46
358	-1900.09	0	-1900.06
359	-1894.71	0	-1894.68
360	-1889.36	0	-1889.31
361	-1883.97	0	-1883.94
362	-1878.61	0	-1878.59
363	-1873.25	0	-1873.25
364	-1867.94	0	-1867.92
365	-1862.58	0	-1862.6
366	-1857.25	0	-1857.29
367	-1851.92	0	-1851.99
368	-1846.62	0	-1846.7
369	-1841.32	0	-1841.42
370	-1836.07	0	-1836.16
371	-1830.77	0	-1830.91
372	-1825.54	0	-1825.67
373	-1820.29	0	-1820.43
374	-1815.07	0	-1815.21
375	-1809.88	0	-1810
376	-1804.66	0	-1804.8
377	-1799.47	0	-1799.61
378	-1794.28	0	-1794.43
379	-1789.1	0	-1789.25
380	-1783.92	0	-1784.1
381	-1778.77	0	-1778.95
382	-1773.64	0	-1773.81
383	-1768.52	0	-1768.68
384	-1763.4	0	-1763.57
385	-1758.3	0	-1758.46
386	-1753.21	0	-1753.37
387	-1748.09	0	-1748.29
388	-1743.03	0	-1743.21
389	-1737.95	0	-1738.14
390	-1732.86	0	-1733.09
391	-1727.81	0	-1728.05
392	-1722.77	0	-1723.01
393	-1717.76	0	-1717.99
394	-1712.74	0	-1712.98
395	-1707.75	0	-1707.97
396	-1702.76	0	-1702.98
397	-1697.77	0	-1697.99
398	-1692.82	0	-1693.02
399	-1687.86	0	-1688.06
400	-1682.91	0	-1683.1
401	-1678	0	-1678.16
402	-1673.04	0	-1673.23
403	-1668.09	0	-1668.31
404	-1663.14	0	-1663.39
405	-1658.22	0	-1658.49
406	-1653.31	0	-1653.6
407	-1648.44	0	-1648.72
408	-1643.55	0	-1643.84
409	-1638.69	0	-1638.98
410	-1633.84	0	-1634.13
411	-1629	0	-1629.28
412	-1624.16	0	-1624.45
413	-1619.33	0	-1619.63
414	-1614.53	0	-1614.82
415	-1609.7	0	-1610.01
416	-1604.89	0	-1605.22
417	-1600.1	0	-1600.44
418	-1595.31	0	-1595.66
419	-1590.53	0	-1590.9
420	-1585.78	0	-1586.15
421	-1581.01	0	-1581.4
422	-1576.26	0	-1576.67
423	-1571.53	0	-1571.94
424	-1566.83	0	-1567.23
425	-1562.15	0	-1562.53
426	-1557.47	0	-1557.83
427	-1552.79	0	-1553.15
428	-1548.13	0	-1548.47
429	-1543.49	0	-1543.81
430	-1538.84	0	-1539.15
431	-1534.2	0	-1534.51
432	-1529.58	0	-1529.87
433	-1524.97	0	-1525.24
434	-1520.38	0	-1520.63
435	-1515.77	0	-1516.02
436	-1511.18	0	-1511.42
437	-1506.61	0	-1506.83
438	-1502.05	0	-1502.25
439	-1497.51	0	-1497.68
440	-1492.97	0	-1493.11
441	-1488.41	0	-1488.56
442	-1483.86	0	-1484.02
443	-1479.34	0	-1479.48
444	-1474.82	0	-1474.96
445	-1470.32	0	-1470.45
446	-1465.8	0	-1465.94
447	-1461.3	0	-1461.45
448	-1456.82	0	-1456.96
449	-1452.32	0	-1452.48
450	-1447.87	0	-1448.01
451	-1443.44	0	-1443.55
452	-1439	0	-1439.1
453	-1434.55	0	-1434.66
454	-1430.14	0	-1430.23
455	-1425.72	0	-1425.8
456	-1421.32	0	-1421.39
457	-1416.9	0	-1416.99
458	-1412.49	0	-1412.59
459	-1408.12	0	-1408.2
460	-1403.73	0	-1403.83
461	-1399.36	0	-1399.46
462	-1394.99	0	-1395.1
463	-1390.63	0	-1390.75
464	-1386.28	0	-1386.41
465	-1381.96	0	-1382.08
466	-1377.63	0	-1377.75
467	-1373.31	0	-1373.44
468	-1369	0	-1369.13
469	-1364.72	0	-1364.84
470	-1360.44	0	-1360.55
471	-1356.17	0	-1356.27
472	-1351.91	0	-1352.01
473	-1347.63	0	-1347.75
474	-1343.38	0	-1343.49
475	-1339.15	0	-1339.25
476	-1334.93	0	-1335.02
477	-1330.72	0	-1330.79
478	-1326.5	0	-1326.58
479	-1322.29	0	-1322.37
480	-1318.09	0	-1318.18
481	-1313.88	0	-1313.99
482	-1309.69	0	-1309.81
483	-1305.52	0	-1305.64
484	-1301.33	0	-1301.48
485	-1297.17	0	-1297.32
486	-1292.99	0	-1293.18
487	-1288.85	0	-1289.04
488	-1284.73	0	-1284.91
489	-1280.61	0	-1280.79
490	-1276.48	0	-1276.68
491	-1272.39	0	-1272.58
492	-1268.29	0	-1268.48
493	-1264.22	0	-1264.4
494	-1260.14	0	-1260.32
495	-1256.08	0	-1256.26
496	-1252.06	0	-1252.2
497	-1248.02	0	-1248.15
498	-1243.96	0	-1244.11
499	-1239.93	0	-1240.07
500	-1235.9	0	-1236.05
501	-1231.89	0	-1232.03
502	-1227.89	0	-1228.02
503	-1223.9	0	-1224.02
504	-1219.9	0	-1220.03
505	-1215.92	0	-1216.05
506	-1211.94	0	-1212.08
507	-1207.99	0	-1208.11
508	-1204.04	0	-1204.15
509	-1200.08	0	-1200.2
510	-1196.15	0	-1196.26
511	-1192.22	0	-1192.33
512	-1188.3	0	-1188.41
513	-1184.38	0	-1184.49
514	-1180.47	0	-1180.59
515	-1176.58	0	-1176.69
516	-1172.69	0	-1172.8
517	-1168.8	0	-1168.92
518	-1164.93	0	-1165.04
519	-1161.06	0	-1161.18
520	-1157.18	0	-1157.32
521	-1153.33	0	-1153.47
522	-1149.49	0	-1149.63
523	-1145.65	0	-1145.8
524	-1141.82	0	-1141.97
525	-1138.02	0	-1138.16
526	-1134.21	0	-1134.35
527	-1130.41	0	-1130.55
528	-1126.63	0	-1126.76
529	-1122.84	0	-1122.97
530	-1119.06	0	-1119.2
531	-1115.28	0	-1115.43
532	-1111.53	0	-1111.67
533	-1107.78	0	-1107.92
534	-1104.05	0	-1104.18
535	-1100.31	0	-1100.44
536	-1096.57	0	-1096.72
537	-1092.86	0	-1093
538	-1089.15	0	-1089.29
539	-1085.44	0	-1085.59
540	-1081.74	0	-1081.9
541	-1078.05	0	-1078.21
542	-1074.37	0	-1074.53
543	-1070.7	0	-1070.86
544	-1067.05	0	-1067.2
545	-1063.38	0	-1063.55
546	-1059.73	0	-1059.9
547	-1056.09	0	-1056.26
548	-1052.45	0	-1052.63
549	-1048.81	0	-1049.01
550	-1045.2	0	-1045.4
551	-1041.6	0	-1041.79
552	-1038	0	-1038.19
553	-1034.41	0	-1034.6
554	-1030.83	0	-1031.02
555	-1027.25	0	-1027.45
556	-1023.66	0	-1023.88
557	-1020.1	0	-1020.32
558	-1016.55	0	-1016.77
559	-1013.01	0	-1013.23
560	-1009.46	0	-1009.69
561	-1005.92	0	-1006.16
562	-1002.4	0	-1002.64
563	-998.891	0	-999.133
564	-995.403	0	-995.63
565	-991.911	0	-992.134
566	-988.399	0	-988.645
567	-984.919	0	-985.163
568	-981.446	0	-981.69
569	-977.97	0	-978.225
570	-974.511	0	-974.768
571	-971.052	0	-971.318
572	-967.609	0	-967.875
573	-964.167	0	-964.44
574	-960.748	0	-961.013
575	-957.316	0	-957.593
576	-953.9	0	-954.181
577	-950.495	0	-950.776
578	-947.091	0	-947.38
579	-943.697	0	-943.99
580	-940.317	0	-940.608
581	-936.941	0	-937.233
582	-933.576	0	-933.867
583	-930.219	0	-930.508
584	-926.867	0	-927.157
585	-923.528	0	-923.813
586	-920.182	0	-920.476
587	-916.842	0	-917.148
588	-913.525	0	-913.828
589	-910.221	0	-910.514
590	-906.915	0	-907.207
591	-903.623	0	-903.908
592	-900.321	0	-900.616
593	-897.046	0	-897.333
594	-893.769	0	-894.057
595	-890.503	0	-890.789
596	-887.246	0	-887.527
597	-883.984	0	-884.273
598	-880.732	0	-881.026
599	-877.501	0	-877.787
600	-874.279	0	-874.554
601	-871.053	0	-871.329
602	-867.84	0	-868.112
603	-864.63	0	-864.902
604	-861.431	0	-861.7
605	-858.233	0	-858.504
606	-855.045	0	-855.316
607	-851.866	0	-852.135
608	-848.695	0	-848.962
609	-845.538	0	-845.795
610	-842.39	0	-842.637
611	-839.237	0	-839.485
612	-836.1	0	-836.341
613	-832.965	0	-833.205
614	-829.842	0	-830.075
615	-826.719	0	-826.953
616	-823.609	0	-823.839
617	-820.508	0	-820.731
618	-817.417	0	-817.631
619	-814.322	0	-814.538
620	-811.246	0	-811.453
621	-808.167	0	-808.374
622	-805.092	0	-805.303
623	-802.027	0	-802.239
624	-798.974	0	-799.182
625	-795.933	0	-796.131
626	-792.898	0	-793.088
627	-789.86	0	-790.053
628	-786.827	0	-787.024
629	-783.797	0	-784.004
630	-780.777	0	-780.99
631	-777.769	0	-777.982
632	-774.76	0	-774.982
633	-771.758	0	-771.989
634	-768.758	0	-769.003
635	-765.777	0	-766.025
636	-762.8	0	-763.053
637	-759.828	0	-760.088
638	-756.865	0	-757.131
639	-753.906	0	-754.18
640	-750.958	0	-751.236
641	-748.028	0	-748.3
642	-745.088	0	-745.369
643	-742.17	0	-742.447
644	-739.256	0	-739.531
645	-736.355	0	-736.623
646	-733.451	0	-733.721
647	-730.559	0	-730.825
648	-727.674	0	-727.937
649	-724.799	0	-725.056
650	-721.925	0	-722.181
651	-719.067	0	-719.314
