# version: 0.0.0-2186-gc55cf995-dirty
# seed: -8904152069639554855
# well_width: 1.3
# ff: 0.3
# N: 500
# walls: 0
# cell dimensions: (19.1123, 19.1123, 19.1123)
# translation_scale: 0.1
# energy_levels: 4501
# min_T: 0.5
# max_entropy_state: 1206
# min_important_energy: 2618
# too_high_energy: -1
# too_low_energy: -1

# WL Factor: 1.26211e-07
# iterations: 15846465500
# working moves: 1357952094177
# total moves: 7923232750000
# acceptance rate: 0.171389

# converged state: 2644
# converged temperature: 0.472403

# energy	lndos	ps	lndos_tm
0	-6648.444845	0	-3700.72
1	-6648.444845	0	-3700.72
2	-6648.444845	0	-3700.72
3	-6648.444845	0	-3700.72
4	-6648.444845	0	-3700.72
5	-6648.444845	0	-3700.72
6	-6648.444845	0	-3700.72
7	-6648.444845	0	-3700.72
8	-6648.444845	0	-3700.72
9	-6648.444845	0	-3700.72
10	-6648.444845	0	-3700.72
11	-6648.444845	0	-3700.72
12	-6648.444845	0	-3700.72
13	-6648.444845	0	-3700.72
14	-6648.444845	0	-3700.72
15	-6648.444845	0	-3700.72
16	-6648.444845	0	-3700.72
17	-6648.444845	0	-3700.72
18	-6648.444845	0	-3700.72
19	-6648.444845	0	-3700.72
20	-6648.444845	0	-3700.72
21	-6648.444845	0	-3700.72
22	-6648.444845	0	-3700.72
23	-6648.444845	0	-3700.72
24	-6648.444845	0	-3700.72
25	-6648.444845	0	-3700.72
26	-6648.444845	0	-3700.72
27	-5031.014845	0	-3700.72
28	-4156.254845	0	-3700.72
29	-4128.724845	0	-3700.72
30	-4098.734845	0	-3700.72
31	-4083.214845	0	-3700.72
32	-4072.574845	0	-3700.72
33	-4050.144845	0	-3700.72
34	-3668.519974	0	-3700.72
35	-3658.971369	0	-3690.85
36	-3650.150436	0	-3681.51
37	-3641.51267	0	-3672.44
38	-3633.190144	0	-3663.47
39	-3624.399424	0	-3654.59
40	-3615.237449	0	-3645.71
41	-3606.188785	0	-3636.93
42	-3597.472343	0	-3628.33
43	-3588.928169	0	-3619.95
44	-3580.681825	0	-3611.85
45	-3572.821925	0	-3604.01
46	-3565.293137	0	-3596.39
47	-3557.96917	0	-3588.94
48	-3550.829883	0	-3581.62
49	-3543.802358	0	-3574.41
50	-3536.913846	0	-3567.27
51	-3530.039967	0	-3560.14
52	-3523.326278	0	-3553.01
53	-3516.639038	0	-3545.85
54	-3509.834085	0	-3538.6
55	-3502.350354	0	-3531.21
56	-3492.194637	0	-3523.6
