# version: 0.0.0-205-g2032787-dirty
# well_width: 1.3
# ff: 0.3
# N: 19
# walls: 0
# cell dimensions: (6.4255, 6.4255, 6.4255)
# seed: 6
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 108
# min_T: 0.2
# fractional_sample_error after initialization: 1
# min_important_energy after initialization: 95

# transitions_input_filename: /home/perlinm/deft/papers/histogram/data/periodic-ww1.30-ff0.30-N19-tmmc-golden-transitions.dat
# iterations: 0
# working moves: 0
# total moves: 0
# acceptance rate: -nan

# energy	ln(weight)
0  0
1  0
2  0
3  0
4  0
5  0
6  0
7  0
8  0
9  0
10  0
11  0
12  0
13  0
14  0
15  0
16  0
17  0
18  0
19  0
20  0
21  0
22  0
23  0
24  0
25  0
26  0
27  0
28  0
29  0
30  0
31  0
32  0
33  0
34  0
35  0
36  0
37  0
38  0
39  0
40  0
41  0
42  0
43  0
44  0
45  0
46  0
47  0.0985878
48  0.300791
49  0.603837
50  1.00513
51  1.50187
52  2.09138
53  2.77108
54  3.53835
55  4.39085
56  5.32603
57  6.34148
58  7.43475
59  8.60385
60  9.84646
61  11.1606
62  12.5444
63  13.9966
64  15.5156
65  17.1009
66  18.752
67  20.4692
68  22.2533
69  24.1052
70  26.0273
71  28.0213
72  30.0903
73  32.2369
74  34.463
75  36.7726
76  39.1651
77  41.6427
78  44.2025
79  46.8403
80  49.5523
81  52.3398
82  55.2039
83  58.1511
84  61.1954
85  64.3325
86  67.5596
87  70.8739
88  74.5266
89  79.5266
90  84.5266
91  89.5266
92  94.5266
93  99.5266
94  104.527
95  109.527
96  114.527
97  119.527
98  124.527
99  129.527
100  134.527
101  139.527
102  144.527
103  149.527
104  154.527
105  159.527
106  164.527
107  169.527
