# version: 0.0.0-205-g2032787-dirty
# well_width: 1.3
# ff: 0.3
# N: 20
# walls: 0
# cell dimensions: (6.53631, 6.53631, 6.53631)
# seed: 6
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 120
# min_T: 0.2
# fractional_sample_error after initialization: 1
# min_important_energy after initialization: 98

# transitions_input_filename: /home/perlinm/deft/papers/histogram/data/periodic-ww1.30-ff0.30-N20-tmmc-golden-transitions.dat
# iterations: 0
# working moves: 0
# total moves: 0
# acceptance rate: -nan

# energy	ln(weight)
0  0
1  0
2  0
3  0
4  0
5  0
6  0
7  0
8  0
9  0
10  0
11  0
12  0
13  0
14  0
15  0
16  0
17  0
18  0
19  0
20  0
21  0
22  0
23  0
24  0
25  0
26  0
27  0
28  0
29  0
30  0
31  0
32  0
33  0
34  0
35  0
36  0
37  0
38  0
39  0
40  0
41  0
42  0
43  0
44  0
45  0
46  0
47  0
48  0
49  0.0648666
50  0.229451
51  0.49138
52  0.848107
53  1.29715
54  1.83623
55  2.46289
56  3.17488
57  3.96959
58  4.84466
59  5.79776
60  6.82688
61  7.92969
62  9.10401
63  10.3478
64  11.6591
65  13.0364
66  14.4778
67  15.9818
68  17.5475
69  19.174
70  20.861
71  22.6087
72  24.4172
73  26.2872
74  28.2197
75  30.2164
76  32.2781
77  34.4065
78  36.6022
79  38.8648
80  41.1958
81  43.5919
82  46.0482
83  48.5622
84  51.1244
85  53.7226
86  56.3369
87  58.9339
88  61.4873
89  63.9934
90  66.4819
91  68.998
92  71.6071
93  74.3957
94  77.5171
95  81.2857
96  86.2857
97  91.2857
98  96.2857
99  101.286
100  106.286
101  111.286
102  116.286
103  121.286
104  126.286
105  131.286
106  136.286
107  141.286
108  146.286
109  151.286
110  156.286
111  161.286
112  166.286
113  171.286
114  176.286
115  181.286
116  186.286
117  191.286
118  196.286
119  201.286
