# comparison reference file	(generated with python figs/parse-ising-out.py /home/jordan/ising-cp-data/ising-sad-128-s1 128 ising-sad-128 
#  moves	 gamma	
1	0
2	0
3	0
4	0
4	0.75
4	0.75
6	0.5384615384615384
7	0.4615384615384616
10	0.3103448275862069
13	0.227027027027027
13	0.9110350727117195
13	0.9110350727117195
18	0.8232628398791541
20	0.7857142857142857
20	0.952076677316294
24	0.9259259259259259
32	0.8636363636363636
42	0.775894538606403
51	0.6957969205160216
51	0.9842432106775421
56	0.9799254373386865
67	0.9688652274495146
67	0.9852274934510654
75	0.9804305283757339
100	0.9617346938775512
133	0.9294807279725464
178	0.8748920453501405
237	0.7925250548170906
316	0.6783135564759879
422	0.5398479471770251
454	0.5032949433330953
454	0.9969045990850158
562	0.9948371874083834
740	0.9903426517501691
740	0.9980868885886889
750	0.9980346586825964
750	0.9980895339360087
750	0.9980895339360087
776	0.9979356188807491
776	0.9980045864728833
794	0.9979025442459973
794	0.9979499536607971
820	0.9977966577479249
820	0.9978663083442849
838	0.997764846523167
838	0.9978127090792792
861	0.9976794994557185
861	0.9977412918931782
891	0.9975632291066442
891	0.9976450087674209
1000	0.9969135451706957
1226	0.9951182101909155
1226	0.9964462108629906
1255	0.996274081963782
1255	0.9963597886655087
1264	0.9963196585458947
1264	0.9963457443747483
1269	0.9963317019839187
1269	0.9963460897787234
1305	0.9961299805392223
1305	0.9962362426642407
1334	0.9960476726892152
1467	0.9951486125359346
1467	0.9956815574803877
1480	0.9956180685561835
1480	0.9956563569993492
1517	0.9954364682928152
1517	0.9955471791168338
1624	0.9948575792036074
1624	0.995194466270064
1628	0.9951910411652199
1628	0.9952027895796064
1739	0.994491065972925
1739	0.9948405726512081
1778	0.9945876232513964
1798	0.9944806290321704
1798	0.9946606146703163
2029	0.9931136822551312
2029	0.9938921978086407
2044	0.9938228205455061
2044	0.993867833782224
2197	0.9928826050657342
2197	0.9933745386633465
2371	0.9922171413491154
2898	0.9882127850540522
2898	0.9910359175182035
2904	0.9910347039033738
2904	0.9910530450801908
2909	0.991058168057211
2909	0.9910733864791831
3088	0.9899370613993382
3088	0.9905143225667759
3095	0.9905086466934608
3095	0.9905298910770157
3117	0.9904289601729046
