# version: 0.0.0-702-g1918bc5-dirty
# well_width: 1.3
# ff: 0.2971576768900773
# N: 13
# walls: 0
# cell dimensions: (5.68, 5.68, 5.68)
# seed: 16255574174006309304
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 118
# min_T: 0.5

# pessimmistic_min_samples: 10000
# iterations: 29989427
# working moves: 215757187
# total moves: 389862551
# acceptance rate: 0.553419
# converged state: 49
# converged temperature: 0.501899

# max_entropy_state: 30
# min_important_energy: 49

# energy   counts
0  0
1  0
2  0
3  0
4  0
5  0
6  0
7  0
8  0
9  0
10  0
11  0
12  0
13  0
14  0
15  0
16  0
17  0
18  0
19  2.80791
20  4.82982
21  6.61028
22  8.24661
23  9.65567
24  10.8606
25  11.8634
26  12.6787
27  13.3132
28  13.7756
29  14.0742
30  14.2148
31  14.2045
32  14.0479
33  13.7507
34  13.3174
35  12.7531
36  12.0611
37  11.2485
38  10.3173
39  9.27263
40  8.12004
41  6.86369
42  5.50843
43  4.05861
44  2.51633
45  0.883296
46  -0.84104
47  -2.65751
48  -4.56149
49  -6.55392
