# iterations	 errorinentropy	 maxerror
1.395e+05	100.9	447.2
1.575e+05	102.4	453.3
1.8e+05	100.6	449.1
2.07e+05	95.18	410.9
2.115e+05	91.67	388.6
2.476e+05	87.37	375.4
2.836e+05	91.91	397.7
2.926e+05	89.64	383.8
3.421e+05	84.5	367.5
3.871e+05	86.97	378.8
4.006e+05	87.43	384.7
4.681e+05	82.99	368.4
5.446e+05	83.33	370.9
6.301e+05	79.63	361.8
7.112e+05	80.37	365.1
7.202e+05	80.99	369
8.147e+05	77.01	352.9
8.327e+05	77.8	355
9.182e+05	72.42	334.6
1.013e+06	70.18	323.1
1.031e+06	69.4	319.9
1.148e+06	66.02	306.1
1.274e+06	61.85	285.9
1.409e+06	57.14	265.5
1.517e+06	54.43	254.4
1.548e+06	53.18	245
1.692e+06	51.9	241.3
1.769e+06	50.75	235.6
1.854e+06	46.32	215.2
2.012e+06	44.99	211.2
2.183e+06	44.97	211
2.305e+06	42.66	201.4
2.368e+06	42.67	201.4
2.557e+06	42.67	201.4
2.755e+06	42.67	201.4
2.962e+06	38.35	174.3
3.151e+06	36.37	167
3.232e+06	34.83	161.3
3.362e+06	34.58	160.5
3.583e+06	34.58	160.5
3.817e+06	34.58	160.5
4.06e+06	34.58	160.5
4.307e+06	34.64	160.6
4.569e+06	30.52	142
4.825e+06	30.51	141.9
5.1e+06	30.51	141.9
5.383e+06	30.51	141.9
5.671e+06	30.51	141.9
5.964e+06	30.51	141.9
6.265e+06	30.51	141.9
6.571e+06	30.54	142
6.887e+06	26.4	122.3
7.193e+06	24.2	111.9
7.211e+06	24.18	111.8
7.521e+06	23.98	111.1
7.863e+06	23.98	111.1
8.214e+06	23.98	111.1
8.574e+06	23.98	111.1
8.943e+06	23.98	111.1
9.322e+06	23.98	111.1
9.704e+06	23.98	111.1
1.01e+07	23.98	111.1
1.049e+07	23.98	111.1
1.09e+07	23.98	111.1
1.131e+07	23.9	110.9
1.173e+07	20.65	95.62
1.192e+07	19.73	93.17
1.213e+07	19.73	93.17
1.255e+07	19.73	93.17
1.299e+07	19.73	93.17
1.344e+07	19.73	93.17
1.389e+07	19.73	93.17
1.435e+07	19.73	93.17
1.482e+07	19.73	93.17
1.529e+07	19.73	93.17
1.579e+07	19.73	93.17
1.628e+07	19.73	93.17
1.679e+07	19.73	93.17
1.729e+07	19.73	93.17
1.779e+07	19.73	93.17
1.83e+07	19.73	93.17
1.883e+07	19.73	93.17
1.937e+07	19.73	93.17
1.992e+07	19.56	92.73
2.047e+07	17.51	86.12
2.102e+07	15.8	75.38
2.157e+07	14.64	70.35
2.17e+07	14.13	68.93
2.213e+07	14	68.53
2.27e+07	14	68.53
2.329e+07	14	68.53
2.39e+07	14	68.53
2.451e+07	14	68.53
2.513e+07	14	68.53
2.576e+07	14	68.53
2.639e+07	14	68.53
2.703e+07	14	68.53
2.767e+07	14	68.53
2.832e+07	14	68.53
2.898e+07	14	68.53
2.965e+07	14	68.53
3.033e+07	14	68.53
3.102e+07	14	68.53
3.172e+07	14	68.53
3.243e+07	14	68.53
3.313e+07	14	68.53
3.385e+07	14	68.53
3.457e+07	14	68.53
3.531e+07	14	68.53
3.605e+07	14	68.53
3.68e+07	14	68.53
3.754e+07	14	68.55
3.831e+07	12.5	57.51
3.902e+07	11.23	53.78
3.976e+07	10.91	52.44
4.008e+07	10.2	48.56
4.054e+07	9.375	45.38
4.128e+07	8.794	42.17
4.203e+07	8.794	42.17
4.284e+07	8.794	42.17
4.362e+07	8.794	42.17
4.443e+07	8.794	42.17
4.523e+07	8.794	42.17
4.606e+07	8.794	42.17
4.688e+07	8.794	42.17
4.774e+07	8.794	42.17
4.862e+07	8.794	42.17
4.948e+07	8.794	42.17
5.035e+07	8.794	42.17
5.123e+07	8.794	42.17
5.213e+07	8.794	42.17
5.303e+07	8.794	42.17
5.396e+07	8.794	42.17
5.489e+07	8.794	42.17
5.583e+07	8.794	42.17
5.678e+07	8.794	42.17
5.774e+07	8.794	42.17
5.871e+07	8.794	42.17
5.968e+07	8.794	42.17
6.066e+07	8.794	42.17
6.165e+07	8.794	42.17
6.265e+07	8.794	42.17
6.365e+07	8.794	42.17
6.467e+07	8.794	42.17
6.569e+07	8.794	42.17
6.672e+07	8.794	42.17
6.775e+07	8.794	42.17
6.88e+07	8.794	42.17
6.985e+07	8.794	42.17
7.09e+07	8.794	42.17
7.197e+07	8.794	42.17
7.304e+07	8.003	39.35
7.41e+07	7.374	37.58
7.518e+07	6.438	32.72
7.619e+07	5.975	31.13
7.691e+07	5.939	30.99
7.691e+07	5.939	30.99
7.692e+07	5.939	30.99
7.692e+07	5.939	30.99
7.693e+07	5.939	30.99
7.693e+07	5.939	30.99
7.694e+07	5.939	30.99
7.694e+07	5.939	30.99
7.694e+07	5.939	30.99
7.695e+07	5.939	30.99
7.695e+07	5.939	30.99
7.696e+07	5.939	30.99
7.696e+07	5.939	30.99
7.697e+07	5.939	30.99
7.697e+07	5.939	30.99
7.698e+07	5.939	30.99
7.698e+07	5.939	30.99
