# version: 0.0.0-227-g625f2f4
# well_width: 1.1
# ff: 0.1
# N: 10
# walls: 0
# cell dimensions: (7.4822, 7.4822, 7.4822)
# seed: 0
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 60
# min_T: 0.1
# fractional_sample_error after initialization: 0.00996568
# min_important_energy after initialization: 27

# histogram method: tmmc
# optimistic_min_samples: 10000
# iterations: 10000000000
# working moves: 55053096265
# total moves: 100000000000
# acceptance rate: 0.550531

# min_important_energy: 27

# energy   counts
0  3390996872
1  6210773301
2  5083309189
3  5097954262
4  5105084417
5  5106739405
6  5133776584
7  5149683039
8  5183828145
9  5220928747
10  5235347661
11  5238794247
12  5260366700
13  5213044358
14  4952476370
15  4434111432
16  4448918762
17  4162920371
18  3029361086
19  2566079204
20  2689240623
21  1021790432
22  943825574
23  111427832
24  1650103
25  3525675
26  3203796
27  841813
