# well_width: 1.3
# ff: 0.3
# N: 14
# walls: 0
# cell dimensions: (5.80361, 5.80361, 5.80361)
# seed: 0
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 84
# min_T: 0.2
# fractional_sample_error after initialization: 0.291695
# min_important_energy after initialization: 66

# histogram method: Wang-Landau
# wl_factor: 0.125
# wl_fmod: 2
# wl_threshold: 3
# wl_cutoff: 1e-06
# none: 3000000
# iterations: 3000000
# working moves: 20945955
# total moves: 42000000
# acceptance rate: 0.498713

# min_important_energy: 66

# energy   counts
21  9
22  27
23  104
24  856
25  4286
26  15496
27  47945
28  123104
29  270627
30  493966
31  758868
32  1010282
33  1150408
34  1144164
35  1155149
36  1163255
37  1169920
38  1185016
39  1186754
40  1182954
41  1170269
42  1168863
43  1174598
44  1184040
45  1178781
46  1195864
47  446565
48  1174868
49  1191158
50  500343
51  1209059
52  1241985
53  1233732
54  1274657
55  1309168
56  1303696
57  1313205
58  1311778
59  1306433
60  1328253
61  1345856
62  1331123
63  1350190
64  1360916
65  1329893
66  1517
