# version: 0.0.0-205-g2032787-dirty
# well_width: 1.3
# ff: 0.3
# N: 14
# walls: 0
# cell dimensions: (5.80361, 5.80361, 5.80361)
# seed: 0
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 84
# min_T: 0.2
# fractional_sample_error after initialization: 1
# min_important_energy after initialization: 66

# transitions_input_filename: /home/perlinm/deft/papers/histogram/data/periodic-ww1.30-ff0.30-N14-tmmc-golden-transitions.dat
# iterations: 0
# working moves: 0
# total moves: 0
# acceptance rate: -nan

# energy	ln(weight)
0  0
1  0
2  0
3  0
4  0
5  0
6  0
7  0
8  0
9  0
10  0
11  0
12  0
13  0
14  0
15  0
16  0
17  0
18  0
19  0
20  0
21  0
22  0
23  0
24  0
25  0
26  0
27  0
28  0
29  0
30  0
31  0
32  0
33  0
34  0
35  0.143633
36  0.418894
37  0.8211
38  1.34556
39  1.98793
40  2.74395
41  3.60911
42  4.57915
43  5.64994
44  6.81752
45  8.07801
46  9.42813
47  10.8652
48  12.3875
49  13.9941
50  15.6845
51  17.4595
52  19.3179
53  21.2589
54  23.2776
55  25.3671
56  27.5201
57  29.7324
58  32.0107
59  34.3725
60  36.8446
61  39.4639
62  42.2813
63  45.3714
64  48.8529
65  52.9653
66  57.9653
67  62.9653
68  67.9653
69  72.9653
70  77.9653
71  82.9653
72  87.9653
73  92.9653
74  97.9653
75  102.965
76  107.965
77  112.965
78  117.965
79  122.965
80  127.965
81  132.965
82  137.965
83  142.965
