# well_width: 1.3
# ff: 0.3
# N: 19
# walls: 0
# cell dimensions: (6.4255, 6.4255, 6.4255)
# seed: 0
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 108
# min_T: 0.2
# fractional_sample_error after initialization: 0.526745
# min_important_energy after initialization: 88

# histogram method: simple flat
# none: 3000000
# iterations: 3000000
# working moves: 25672256
# total moves: 57000000
# acceptance rate: 0.45039

# energy	samples
46  0
47  207345
48  108982
49  46008
50  25964
51  15306
52  12277
53  9270
54  7365
55  6059
56  5196
57  4212
58  3091
59  2516
60  2000
61  1662
62  1512
63  305
64  785
65  673
66  639
67  581
68  513
69  454
70  394
71  355
72  327
73  292
74  266
75  242
76  224
77  204
78  186
79  156
80  136
81  120
82  103
83  85
84  72
85  55
86  43
87  35
88  28
89  19
90  18
91  14
92  6
