# version: 0.0.0-227-g625f2f4
# well_width: 1.1
# ff: 0.1
# N: 10
# walls: 0
# cell dimensions: (7.4822, 7.4822, 7.4822)
# seed: 0
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 60
# min_T: 0.1
# fractional_sample_error after initialization: 0.00996568
# min_important_energy after initialization: 27

# histogram method: tmmc
# optimistic_min_samples: 10000
# iterations: 10000000000
# working moves: 55053096265
# total moves: 100000000000
# acceptance rate: 0.550531

#       	de
# energy	-18	-17	-16	-15	-14	-13	-12	-11	-10	-9	-8	-7	-6	-5	-4	-3	-2	-1	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3158251532	243421714	5057522	30726	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	243415227	5612138126	376124377	7781591	54068	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5063476	376504339	4465369577	259637977	5365893	41859	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63343	15929327	531093575	4355176819	219783223	4549243	39570	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	281	332832	32977454	660554403	4249141667	186786905	3884825	37536	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2690	1053127	55973676	764929513	4150232808	159764145	3348504	35042	186	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	0	0	0	0	0	0	0	0	0	0	0	0	0	7	14393	2580174	84627409	850150553	4083362119	138654552	2940236	33421	186	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	0	0	0	0	0	0	0	0	0	0	0	0	0	68	55448	5316199	117315907	912781252	4018739254	121425690	2612087	32054	182	1	0	0	0	0	0	0	0	0	0	0	0	0	0
8	0	0	0	0	0	0	0	0	0	0	0	0	0	367	167280	9684113	153160944	960625016	3978534458	107908296	2362244	31054	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9	0	0	0	0	0	0	0	0	0	0	0	0	1	1824	422874	15986113	190470818	993883165	3949602722	96890065	2159826	29851	220	2	0	0	0	0	0	0	0	0	0	0	0	0	0
10	0	0	0	0	0	0	0	0	0	0	0	0	4	7312	917684	24263307	226783456	1010321250	3911976846	87434982	1982355	29193	252	3	0	0	0	0	0	0	0	0	0	0	0	0	0
11	0	0	0	0	0	0	0	0	0	0	0	0	22	22968	1768479	34418084	261339721	1014851202	3873453288	79299686	1830007	28356	239	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12	0	0	0	0	0	0	0	0	0	0	0	0	158	60443	3110104	46499654	294801828	1015479701	3854348861	72552596	1694110	26430	280	1	0	0	0	0	0	0	0	0	0	0	0	0	0
13	0	0	0	0	0	0	0	0	0	0	0	0	612	135713	4964583	59350079	321886429	997476811	3790072597	65612396	1542308	25186	258	3	0	0	0	0	0	0	0	0	0	0	0	0	0
14	0	0	0	0	0	0	0	0	0	0	0	1	2030	261074	7123911	70126881	331886691	935552259	3577165205	56897847	1336785	21521	233	1	0	0	0	0	0	0	0	0	0	0	0	0	0
15	0	0	0	0	0	0	0	0	0	0	0	2	4994	429725	9129185	75968565	318674625	824766451	3185579682	46340206	1078449	17561	170	1	0	0	0	0	0	0	0	0	0	0	0	0	0
16	0	0	0	0	0	0	0	0	0	0	0	14	12186	729492	12554143	90123661	339227906	811884835	3179223474	42016099	955847	15327	149	3	0	0	0	0	0	0	0	0	0	0	0	0	0
17	0	0	0	0	0	0	0	0	0	0	0	53	24527	1090178	15544269	97856940	334136930	744049592	2961991890	35243502	775416	11883	109	0	0	1	0	0	0	0	0	0	0	0	0	0	0
18	0	0	0	0	0	0	0	0	0	0	0	133	35988	1206077	14607366	81579591	254658422	530225740	2151575844	22763167	476492	6909	63	2	1	0	0	0	0	0	0	0	0	0	0	0	0
19	0	0	0	0	0	0	0	0	0	0	0	321	57008	1491296	15575759	78069343	224291592	438371210	1818770146	16835539	327426	4428	52	2	0	0	0	0	0	0	0	0	0	0	0	0	0
20	0	0	0	0	0	0	0	0	0	0	1	777	104759	2207458	20225161	91327443	242496762	446146523	1899186898	15088132	267606	3338	35	4	0	0	0	0	0	0	0	0	0	0	0	0	0
21	0	0	0	0	0	0	0	0	0	0	2	706	68225	1175644	9566480	39038016	96152967	166995157	731843134	4879742	77957	869	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22	0	0	0	0	0	0	0	0	0	0	6	1370	102316	1480978	10755082	39643110	90790849	149399918	675892252	3721740	53089	495	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0
23	0	0	0	0	0	0	0	0	0	0	1	411	22522	282997	1857408	6179728	13236839	20686861	96852562	430409	5230	53	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24	0	0	0	0	0	0	0	0	0	0	1	123	6960	78620	474239	1429292	2890272	4304477	20792440	70590	745	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25	0	0	0	0	0	0	0	0	0	0	2	178	10393	107490	604166	1645902	3165286	4491000	22294329	59884	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26	0	0	0	0	0	0	0	0	0	0	2	232	12637	135649	738763	1837555	3388916	4531569	23085433	11101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27	0	0	0	0	0	0	0	0	0	0	1	10	14376	186172	898537	2041148	3610447	4832339	22970020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
