# version: 0.0.0-181-gc332745-dirty
# well_width: 1.3
# ff: 0.3
# N: 19
# walls: 0
# cell dimensions: (6.4255, 6.4255, 6.4255)
# seed: 0
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 108
# min_T: 0.2
# fractional_sample_error after initialization: 1
# min_important_energy after initialization: 95

# transitions_input_filename: /home/perlinm/deft/papers/histogram/data/periodic-ww1.30-ff0.30-N19-tmmc-golden-transitions.dat
# iterations: 36100000
# working moves: 333165526
# total moves: 685900000
# acceptance rate: 0.485735

# min_important_energy: 95

# energy   counts
30  4
31  55
32  218
33  1090
34  5136
35  20103
36  68218
37  202437
38  536261
39  1238547
40  2511343
41  4502603
42  7144840
43  10080801
44  12656599
45  14220161
46  14311626
47  14310520
48  14311527
49  14318577
50  14324685
51  14306143
52  14297986
53  14315018
54  14331421
55  14346291
56  14335308
57  14354948
58  14347461
59  14344909
60  14370024
61  14346180
62  14347437
63  14346895
64  14314451
65  14301423
66  14305851
67  14258148
68  14257373
69  14300282
70  14330282
71  14355154
72  14440712
73  14513550
74  14591511
75  14596935
76  14640929
77  14674538
78  14764551
79  14845057
80  14830397
81  14977398
82  14915956
83  14758446
84  14629297
85  14366921
86  14314611
87  13901425
88  13424724
89  7532378
90  3832499
91  1335761
92  400051
93  33216
94  801
