# version: 0.0.0-281-g09416c5-dirty
# well_width: 1.3
# ff: 0.3
# N: 20
# walls: 0
# cell dimensions: (6.53631, 6.53631, 6.53631)
# seed: 0
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 120
# min_T: 0.2
# fractional_sample_error after initialization: -nan
# min_important_energy after initialization: 68

# histogram method: none

# iterations: 40000000
# working moves: 571673514
# total moves: 800000000
# acceptance rate: 0.714592

# min_important_energy: 68

# energy   counts
31  30
32  54
33  287
34  1861
35  8629
36  36609
37  139569
38  461929
39  1348647
40  3481047
41  7948282
42  16087845
43  28922315
44  46374689
45  66400436
46  85218489
47  98273681
48  102012369
49  95655302
50  81166606
51  62459157
52  43732809
53  27870874
54  16252025
55  8684293
56  4263312
57  1928585
58  802504
59  307568
60  109753
61  35590
62  10949
63  2966
64  732
65  170
66  37
