# well_width: 1.3
# ff: 0.3
# N: 15
# walls: 0
# cell dimensions: (5.93863, 5.93863, 5.93863)
# seed: 0
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 84
# min_T: 0.2
# fractional_sample_error after initialization: 0.336469
# min_important_energy after initialization: 72

# histogram method: simple flat
# none: 3000000
# iterations: 3000000
# working moves: 20580367
# total moves: 45000000
# acceptance rate: 0.457341

# min_important_energy: 72

# energy   counts
24  27
25  130
26  822
27  3229
28  11158
29  35040
30  93763
31  207501
32  393187
33  638378
34  896648
35  1096110
36  1164947
37  1166763
38  1161569
39  1171769
40  1165667
41  1168113
42  1173254
43  1039231
44  1025727
45  1123509
46  1120961
47  358263
48  431041
49  1009627
50  1120974
51  1121619
52  1126417
53  1128413
54  1120052
55  1107692
56  937065
57  930335
58  1087184
59  1108203
60  1131318
61  1000678
62  1139673
63  1136041
64  1124870
65  1157873
66  1155898
67  1192723
68  1214441
69  1202843
70  1287355
71  1317250
72  1303952
73  1190691
74  6
