# git version: 0.0.0-2154-ge1712eac
# fac figs/new-melting.mkdat && figs/new-melting.mkdat --kT 2 --n 1.3 --gw=0.13 --fv 0 --mc-error 1e-3 --dx 1 | tail -1 >> DATA_LOGS/n1.3_T2_gw_0.13_fv_0.dat

# FROZEN

# homogeneous free energy: -3.31428

#dx	mc-err	phi1	phi2	phi3	Ftot		Fideal		time-in-min

0.7	0.0001	2.83094	14.4616	13.1925	-3.35865	-33.8438	27.4391
0.8	0.0001	2.82371	14.4029	13.2463	-3.37075	-33.8438	15.8639
0.9	0.0001	2.83805	14.6139	13.8411	-2.55074	-33.8438	9.50651
1	0.0001	2.83805	14.6139	13.8411	-2.5507		-33.8437	9.51799
2	0.0001	3.31591	24.4726	36.1252	27.0963		-36.8174	0.882372
5	0.0001	0.560674 1.0814	1.84923	-80.375		-83.8663	0.00423837

0.2	0.001	2.79488	14.1095	12.6877	-4.2517		-33.8438	8.44343
0.3	0.001	2.79285	14.0961	12.6846	-4.27026	-33.8438	2.53797
0.5	0.001	2.79205	14.0752	12.6418	-4.33475	-33.8438	0.751183
0.6	0.001	2.79235	14.1121	12.7768	-4.16253	-33.8438	0.309337
0.7	0.001	2.79235	14.1121	12.7768	-4.16253	-33.8438	0.309542
0.8	0.001	2.80143	14.2178	13.0296	-3.79487	-33.8438	0.18393
0.9	0.001	2.81429	14.4032	13.6644	-2.96193	-33.8438	0.0823369
1	0.001	2.81429	14.4032	13.6644	-2.96189	-33.8437	0.0825356
2	0.001	3.27986	24.0422	35.3054	25.81		-36.8174	0.00813453
5	0.001	0.574632 1.09699 1.82186 -80.3729	-83.8663	7.07833e-05

#0.1	0.01	NAN!
0.2	0.01	2.78493	14.1904	13.1954	-3.67307	-33.8438	0.0735259
0.3	0.01	2.78839	14.2042	13.228	-3.62328	-33.8438	0.021925
0.5	0.01	2.78304	14.1564	12.9435	-3.96081	-33.8438	0.00646113
0.6	0.01	2.78734	14.2637	13.1854	-3.60727	-33.8438	0.00265763
0.7	0.01	2.78734	14.2637	13.1854	-3.60726	-33.8438	0.00261438
0.8	0.01	2.75534	13.8847	12.7231	-4.48061	-33.8438	0.00164512
0.9	0.01	2.81157	14.4775	14.2111	-2.34362	-33.8438	0.0008556
1	0.01	2.81157	14.4775	14.2111	-2.34358	-33.8437	0.0008469
2	0.01	3.31578	24.4191	36.9185	27.8359		-36.8174	0.000139667
5	0.01	0.574632 1.09699 1.82186 -80.3729	-83.8663	6.98833e-05

#0.1	0.1	NAN!
#0.2	0.1	NAN!
0.3	0.1	2.94648	15.9062	18.06	3.06894		-33.8438	0.00552077
0.5	0.1	2.89142	15.3834	17.1849	1.61602		-33.8438	0.00162443
0.6	0.1	2.95477	15.6358	16.6844	1.43117		-33.8438	0.000744517
0.7	0.1	2.95477	15.6358	16.6844	1.43118		-33.8438	0.000703033
0.8	0.1	2.94526	15.5488	16.1301	0.780486	-33.8438	0.000437917
0.9	0.1	2.90983	14.6846	14.4632	-1.7861		-33.8438	0.0002616
1	0.1	2.90983	14.6846	14.4632	-1.78606	-33.8437	0.0002538
2	0.1	3.4794	25.9049	37.7688	30.3357		-36.8174	8.71833e-05
5	0.1	0.574632 1.09699 1.82186 -80.3729	-83.8663	7.12833e-05

#0.1	0.999	NAN!
#0.2	0.999	NAN!
0.3	0.999	2.94648	15.9062	18.06	3.06894		-33.8438	0.00552872
0.5	0.999	2.89142	15.3834	17.1849	1.61602		-33.8438	0.00162717
0.6	0.999	2.95477	15.6358	16.6844	1.43117		-33.8438	0.000746333
0.7	0.999	2.95477	15.6358	16.6844	1.43118		-33.8438	0.000704383
0.8	0.999	2.94526	15.5488	16.1301	0.780486	-33.8438	0.000438733
0.9	0.999	2.90983	14.6846	14.4632	-1.7861		-33.8438	0.0002577
1	0.999	2.90983	14.6846	14.4632	-1.78606	-33.8437	0.000251317
2	0.999	3.4794	25.9049	37.7688	30.3357		-36.8174	8.755e-05
5	0.999	0.574632 1.09699 1.82186 -80.3729	-83.8663	7.06833e-05
