# round trips	 doserror
0	-5.08
0	-5.783
0	-5.783
0	-5.783
0	-5.783
0	-5.783
0	-5.783
0	-5.783
0	-5.783
0	-5.783
0	-5.786
0	-5.794
0	-5.808
0	-5.823
0	-5.836
0	-5.851
0	-5.875
0	-5.894
0	-5.922
0	-5.934
0	-6.005
0	-6.044
0	-6.07
0	-6.072
0	-6.03
0	-6.075
0	-6.056
0	-5.976
0	-5.892
0	-5.869
0	-5.785
0	-5.752
0	-5.63
0	-5.553
0	-5.528
0	-5.44
0	-5.385
0	-5.353
0	-5.267
0	-5.237
0	-5.205
0	-5.125
0	-5.044
0	-4.992
0	-4.948
0	-4.899
0	-4.854
0	-4.829
0	-4.786
0	-4.736
0	-4.692
0	-4.697
0	-4.663
0	-4.619
0	-4.593
0	-4.537
0	-4.504
0	-4.486
0	-4.471
0	-4.437
0	-4.397
0	-4.384
0	-4.341
0	-4.312
0	-4.276
0	-4.26
0	-4.23
0	-4.212
0	-4.179
0	-4.168
0	-4.123
0	-4.104
0	-4.078
0	-4.059
0	-4.039
0	-4.012
0	-3.989
0	-3.955
0	-3.944
0	-3.921
0	-3.908
0	-3.885
0	-3.87
0	-3.847
0	-3.829
0	-3.793
0	-3.774
0	-3.756
0	-3.727
0	-3.702
0	-3.674
0	-3.647
0	-3.644
0	-3.632
0	-3.625
0	-3.606
0	-3.601
0	-3.59
0	-3.569
0	-3.558
0	-3.542
0	-3.524
0	-3.51
0	-3.496
0	-3.474
0	-3.45
0	-3.424
0	-3.417
0	-3.398
0	-3.39
0	-3.375
0	-3.359
0	-3.367
0	-3.35
0	-3.328
0	-3.308
0	-3.293
0	-3.29
0	-3.277
0	-3.26
0	-3.246
0	-3.23
0	-3.217
0	-3.209
0	-3.198
0	-3.18
0	-3.169
0	-3.157
0	-3.14
0	-3.133
0	-3.121
0	-3.108
0	-3.106
0	-3.095
0	-3.083
0	-3.071
0	-3.059
0	-3.055
0	-3.048
0	-3.038
0	-3.024
0	-3.014
0	-3.005
0	-2.995
0	-2.989
0	-2.975
0	-2.964
0	-2.95
0	-2.937
0	-2.927
0	-2.919
0	-2.904
0	-2.893
0	-2.887
0	-2.88
0	-2.87
0	-2.86
0	-2.85
0	-2.841
0	-2.828
0	-2.817
0	-2.804
0	-2.798
0	-2.793
0	-2.785
0	-2.781
0	-2.774
0	-2.767
0	-2.761
0	-2.751
0	-2.742
0	-2.726
0	-2.718
0	-2.709
0	-2.701
0	-2.702
0	-2.695
0	-2.684
0	-2.676
0	-2.674
0	-2.66
0	-2.652
0	-2.648
0	-2.638
0	-2.633
0	-2.629
0	-2.622
0	-2.617
0	-2.611
0	-2.603
0	-2.595
0	-2.586
0	-2.584
0	-2.572
0	-2.565
0	-2.563
0	-2.553
0	-2.546
0	-2.541
0	-2.533
0	-2.523
0	-2.514
0	-2.51
0	-2.508
0	-2.503
0	-2.498
0	-2.494
0	-2.489
0	-2.477
0	-2.472
0	-2.467
0	-2.46
0	-2.454
0	-2.448
0	-2.441
0	-2.437
0	-2.436
0	-2.426
0	-2.42
0	-2.413
0	-2.402
0	-2.396
0	-2.387
0	-2.383
0	-2.38
0	-2.372
0	-2.37
0	-2.366
0	-2.362
0	-2.357
0	-2.347
0	-2.337
0	-2.33
0	-2.326
0	-2.32
0	-2.312
0	-2.311
0	-2.306
0	-2.3
0	-2.294
0	-2.293
0	-2.288
0	-2.279
0	-2.272
0	-2.272
0	-2.267
0	-2.264
0	-2.259
0	-2.252
0	-2.247
0	-2.242
0	-2.236
0	-2.227
0	-2.224
0	-2.22
0	-2.216
0	-2.212
0	-2.205
0	-2.2
0	-2.194
0	-2.191
0	-2.186
0	-2.183
0	-2.172
0	-2.167
0	-2.162
0	-2.16
0	-2.156
0	-2.15
0	-2.146
0	-2.143
0	-2.14
0	-2.134
0	-2.13
0	-2.127
0	-2.125
0	-2.122
0	-2.119
0	-2.117
0	-2.113
0	-2.106
0	-2.1
0	-2.095
0	-2.09
0	-2.087
0	-2.081
0	-2.078
0	-2.075
0	-2.07
0	-2.067
0	-2.064
0	-2.059
0	-2.057
0	-2.052
0	-2.048
0	-2.041
0	-2.039
0	-2.036
0	-2.032
0	-2.026
0	-2.024
0	-2.02
0	-2.016
0	-2.013
0	-2.007
0	-2.002
0	-1.998
0	-1.994
0	-1.991
0	-1.987
0	-1.984
0	-1.98
0	-1.975
0	-1.972
0	-1.97
0	-1.966
0	-1.964
0	-1.96
0	-1.961
0	-1.958
0	-1.954
0	-1.951
0	-1.948
0	-1.945
0	-1.94
0	-1.937
0	-1.934
0	-1.928
0	-1.925
0	-1.921
0	-1.92
0	-1.914
0	-1.91
0	-1.906
0	-1.903
0	-1.902
0	-1.901
0	-1.899
0	-1.897
0	-1.892
0	-1.888
0	-1.883
0	-1.879
0	-1.879
0	-1.875
0	-1.871
0	-1.866
0	-1.863
0	-1.86
0	-1.855
0	-1.852
0	-1.85
0	-1.847
0	-1.845
0	-1.842
0	-1.84
0	-1.837
0	-1.832
0	-1.826
0	-1.823
0	-1.822
0	-1.82
0	-1.817
0	-1.814
0	-1.809
0	-1.807
0	-1.805
0	-1.803
0	-1.802
0	-1.799
0	-1.796
0	-1.793
0	-1.792
0	-1.789
0	-1.785
0	-1.783
0	-1.781
0	-1.776
0	-1.773
0	-1.768
0	-1.765
0	-1.763
0	-1.76
0	-1.757
0	-1.755
0	-1.752
0	-1.751
0	-1.747
0	-1.744
0	-1.742
0	-1.738
0	-1.732
0	-1.729
0	-1.728
0	-1.726
0	-1.722
0	-1.72
0	-1.718
0	-1.715
0	-1.711
0	-1.709
0	-1.707
0	-1.703
0	-1.703
0	-1.7
0	-1.695
0	-1.691
0	-1.688
0	-1.688
0	-1.686
0	-1.686
0	-1.684
0	-1.682
0	-1.679
0	-1.677
0	-1.674
0	-1.671
0	-1.671
0	-1.668
0	-1.666
0	-1.663
0	-1.661
0	-1.659
0	-1.657
0	-1.653
0	-1.652
0	-1.649
0	-1.646
0	-1.644
0	-1.64
0	-1.641
0	-1.639
0	-1.636
0	-1.634
0	-1.632
