# version: 0.0.0-211-g3ba4c9d-dirty
# well_width: 1.3
# ff: 0.3
# N: 15
# walls: 0
# cell dimensions: (5.93863, 5.93863, 5.93863)
# seed: 18
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 84
# min_T: 0.2
# fractional_sample_error after initialization: 1
# min_important_energy after initialization: 74

# transitions_input_filename: /home/perlinm/deft/papers/histogram/data/periodic-ww1.30-ff0.30-N15-tmmc-golden-transitions.dat
# iterations: 0
# working moves: 0
# total moves: 0
# acceptance rate: -nan

# energy	ln(weight)
0  0
1  0
2  0
3  0
4  0
5  0
6  0
7  0
8  0
9  0
10  0
11  0
12  0
13  0
14  0
15  0
16  0
17  0
18  0
19  0
20  0
21  0
22  0
23  0
24  0
25  0
26  0
27  0
28  0
29  0
30  0
31  0
32  0
33  0
34  0
35  0
36  0
37  0
38  0.193112
39  0.508365
40  0.941444
41  1.48836
42  2.14497
43  2.90751
44  3.77245
45  4.73599
46  5.7948
47  6.94571
48  8.18608
49  9.51329
50  10.9256
51  12.4218
52  14.0019
53  15.6668
54  17.4185
55  19.2602
56  21.1957
57  23.229
58  25.3643
59  27.6047
60  29.9531
61  32.4101
62  34.9785
63  37.6612
64  40.4637
65  43.3944
66  46.4684
67  49.7131
68  53.1599
69  56.8634
70  60.886
71  65.2511
72  70.0266
73  75.0266
74  80.0266
75  85.0266
76  90.0266
77  95.0266
78  100.027
79  105.027
80  110.027
81  115.027
82  120.027
83  125.027
