# version: 0.0.0-222-g56de6ba-dirty
# well_width: 1.3
# ff: 0.3
# N: 21
# walls: 0
# cell dimensions: (6.64348, 6.64348, 6.64348)
# seed: 27
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 120
# min_T: 0.2
# fractional_sample_error after initialization: 0.00832556
# min_important_energy after initialization: 102

# histogram method: simple flat
# init_iter_limit: 44100000
# iterations: 44100000
# working moves: 445373373
# total moves: 926100000
# acceptance rate: 0.480913

# energy	samples
50  0
51  2507091
52  1364955
53  892940
54  626878
55  455774
56  340563
57  259534
58  201334
59  158603
60  126670
61  102420
62  83722
63  69162
64  57563
65  48044
66  40503
67  34403
68  29355
69  25156
70  21712
71  18717
72  16123
73  13991
74  12255
75  10701
76  9432
77  8286
78  7310
79  6483
80  5753
81  5121
82  4566
83  4054
84  3619
85  3206
86  2832
87  2493
88  2154
89  1847
90  1565
91  1305
92  1041
93  839
94  654
95  519
96  408
97  320
98  237
99  183
100  146
101  112
102  95
103  2
