# version: 0.0.0-222-g56de6ba-dirty
# well_width: 1.3
# ff: 0.3
# N: 23
# walls: 0
# cell dimensions: (6.84802, 6.84802, 6.84802)
# seed: 27
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 132
# min_T: 0.2
# fractional_sample_error after initialization: 1
# min_important_energy after initialization: 117

# transitions_input_filename: /home/perlinm/deft/papers/histogram/data/periodic-ww1.30-ff0.30-N23-tmmc-golden-transitions.dat
# iterations: 0
# working moves: 0
# total moves: 0
# acceptance rate: -nan

# energy	ln(weight)
0  0
1  0
2  0
3  0
4  0
5  0
6  0
7  0
8  0
9  0
10  0
11  0
12  0
13  0
14  0
15  0
16  0
17  0
18  0
19  0
20  0
21  0
22  0
23  0
24  0
25  0
26  0
27  0
28  0
29  0
30  0
31  0
32  0
33  0
34  0
35  0
36  0
37  0
38  0
39  0
40  0
41  0
42  0
43  0
44  0
45  0
46  0
47  0
48  0
49  0
50  0
51  0
52  0
53  0
54  0
55  0
56  0.0656172
57  0.217613
58  0.454286
59  0.773531
60  1.17351
61  1.65238
62  2.20809
63  2.83863
64  3.54176
65  4.31542
66  5.15762
67  6.06626
68  7.03919
69  8.0743
70  9.16956
71  10.3226
72  11.532
73  12.7951
74  14.1106
75  15.4758
76  16.8893
77  18.3491
78  19.8541
79  21.4028
80  22.9934
81  24.6253
82  26.2976
83  28.0096
84  29.7611
85  31.5519
86  33.3821
87  35.2521
88  37.162
89  39.1123
90  41.1032
91  43.1342
92  45.205
93  47.3143
94  49.4583
95  51.6332
96  53.8351
97  56.0606
98  58.3063
99  60.577
100  62.8795
101  65.2298
102  67.6452
103  70.1493
104  72.7693
105  75.5403
106  78.5035
107  81.715
108  85.2761
109  89.2948
110  93.8497
111  98.7906
112  103.69
113  108.376
114  113.376
115  118.376
116  123.376
117  128.376
118  133.376
119  138.376
120  143.376
121  148.376
122  153.376
123  158.376
124  163.376
125  168.376
126  173.376
127  178.376
128  183.376
129  188.376
130  193.376
131  198.376
