# version: 0.0.0-222-g56de6ba-dirty
# well_width: 1.3
# ff: 0.3
# N: 20
# walls: 0
# cell dimensions: (6.53631, 6.53631, 6.53631)
# seed: 27
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 120
# min_T: 0.2
# fractional_sample_error after initialization: 0.0161877
# min_important_energy after initialization: 95

# histogram method: simple flat
# init_iter_limit: 40000000
# iterations: 40000000
# working moves: 387887849
# total moves: 800000000
# acceptance rate: 0.48486

# energy	samples
48  0
49  2332593
50  1262941
51  822123
52  573128
53  414876
54  307963
55  233415
56  180131
57  141137
58  112080
59  90111
60  73274
61  59940
62  49618
63  41317
64  34694
65  29392
66  24858
67  21136
68  18108
69  15700
70  13570
71  11816
72  10228
73  8904
74  7817
75  6935
76  6119
77  5422
78  4780
79  4223
80  3756
81  3306
82  2923
83  2537
84  2173
85  1846
86  1524
87  1233
88  968
89  722
90  527
91  366
92  239
93  144
94  104
95  99
96  80
97  7
