# version: 0.0.0-706-g5794781-dirty
# well_width: 1.3
# ff: 0.05143113638482107
# N: 18
# walls: 0
# cell dimensions: (11.36, 11.36, 11.36)
# seed: 0
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 163
# min_T: 0.5

# pessimmistic_min_samples: 10000
# iterations: 393381326
# working moves: 5268163484
# total moves: 7080863868
# acceptance rate: 0.744
# converged state: 40
# converged temperature: 0.506439

# max_entropy_state: 4
# min_important_energy: 40

# energy   counts
0  0
1  1.81674
2  2.87046
3  3.44882
4  3.67783
5  3.62315
6  3.3342
7  2.84585
8  2.185
9  1.37475
10  0.436785
11  -0.610501
12  -1.75462
13  -2.98082
14  -4.27956
15  -5.63997
16  -7.05322
17  -8.51273
18  -10.0121
19  -11.5451
20  -13.1093
21  -14.6982
22  -16.3106
23  -17.9447
24  -19.5992
25  -21.2735
26  -22.967
27  -24.6762
28  -26.4026
29  -28.1473
30  -29.9082
31  -31.6864
32  -33.4818
33  -35.2992
34  -37.1342
35  -38.993
36  -40.8714
37  -42.7723
38  -44.6959
39  -46.6445
40  -48.6191
