# iterations	 errorinentropy	 maxerror
4.807e+07	0.7817	6.923
4.873e+07	0.7484	6.633
4.94e+07	0.7023	6.183
5.029e+07	0.7049	6.191
5.096e+07	0.6617	5.741
5.164e+07	0.6124	5.472
5.233e+07	0.6134	5.468
5.325e+07	0.6205	5.5
5.394e+07	0.6282	5.521
5.464e+07	0.6332	5.534
5.534e+07	0.6279	5.504
5.629e+07	0.6247	5.488
5.7e+07	0.627	5.497
5.772e+07	0.6336	5.533
5.844e+07	0.6403	5.555
5.917e+07	0.6492	5.58
6.015e+07	0.6571	5.629
6.089e+07	0.6538	5.609
6.163e+07	0.6593	5.626
6.238e+07	0.6666	5.657
6.313e+07	0.6571	5.61
6.414e+07	0.6205	5.17
6.49e+07	0.6132	5.133
6.592e+07	0.614	5.139
6.669e+07	0.6198	5.155
6.773e+07	0.6054	5.135
6.851e+07	0.6001	5.14
6.93e+07	0.6036	5.139
7.009e+07	0.6083	5.153
7.089e+07	0.6107	5.174
7.169e+07	0.5967	5.054
7.25e+07	0.5712	4.928
7.331e+07	0.5771	4.96
7.412e+07	0.5849	4.991
7.494e+07	0.5885	5.003
7.576e+07	0.5955	5.032
7.687e+07	0.5892	5.01
7.77e+07	0.5724	4.95
7.854e+07	0.5526	4.85
7.938e+07	0.5248	4.53
8.023e+07	0.5105	4.488
8.137e+07	0.5107	4.483
8.223e+07	0.5199	4.517
8.338e+07	0.5216	4.5
8.424e+07	0.4811	4.11
8.541e+07	0.4742	4.092
8.629e+07	0.475	4.078
8.747e+07	0.4342	3.948
8.836e+07	0.4303	3.939
8.925e+07	0.4318	3.945
9.045e+07	0.436	3.956
9.136e+07	0.435	3.96
9.226e+07	0.4311	3.942
9.318e+07	0.4289	3.94
9.41e+07	0.4157	3.71
9.502e+07	0.3955	3.64
9.594e+07	0.3951	3.64
9.719e+07	0.3996	3.65
9.813e+07	0.3804	3.61
9.907e+07	0.3636	3.58
1e+08	0.3524	3.514
1.01e+08	0.3309	3.224
1.019e+08	0.3051	2.934
1.029e+08	0.257	2.573
1.042e+08	0.2553	2.584
1.055e+08	0.2476	2.559
1.068e+08	0.2347	2.523
1.077e+08	0.2363	2.538
1.087e+08	0.2383	2.55
1.097e+08	0.2391	2.539
1.107e+08	0.2188	2.492
1.117e+08	0.22	2.495
1.127e+08	0.2188	2.501
1.137e+08	0.2209	2.507
1.148e+08	0.2232	2.507
1.158e+08	0.2273	2.516
1.168e+08	0.2317	2.526
1.178e+08	0.2361	2.528
1.189e+08	0.242	2.543
1.199e+08	0.2465	2.552
1.209e+08	0.2488	2.571
1.22e+08	0.2543	2.59
1.23e+08	0.2615	2.61
1.241e+08	0.2547	2.61
1.251e+08	0.2604	2.633
1.262e+08	0.266	2.647
1.273e+08	0.2661	2.661
1.283e+08	0.273	2.691
1.294e+08	0.2788	2.711
1.305e+08	0.2783	2.741
1.316e+08	0.2808	2.761
1.33e+08	0.2787	2.791
1.345e+08	0.2849	2.811
1.356e+08	0.2903	2.831
1.371e+08	0.2964	2.861
1.382e+08	0.3007	2.891
1.393e+08	0.3029	2.931
1.408e+08	0.2975	2.931
1.419e+08	0.2903	2.791
1.431e+08	0.2822	2.711
1.442e+08	0.2717	2.561
1.454e+08	0.251	2.331
1.465e+08	0.2566	2.341
1.476e+08	0.2429	2.301
1.488e+08	0.242	2.311
1.504e+08	0.2409	2.311
1.515e+08	0.2432	2.322
1.531e+08	0.2221	2.092
1.543e+08	0.2058	1.982
1.554e+08	0.1987	1.952
1.57e+08	0.1812	1.912
1.582e+08	0.1728	1.859
1.598e+08	0.1529	1.716
1.61e+08	0.1573	1.718
1.626e+08	0.1593	1.726
1.638e+08	0.1616	1.73
1.654e+08	0.1578	1.728
1.667e+08	0.1586	1.734
1.679e+08	0.1594	1.74
1.695e+08	0.166	1.746
1.708e+08	0.1708	1.768
1.724e+08	0.1791	1.789
1.737e+08	0.1785	1.79
1.749e+08	0.1829	1.797
1.766e+08	0.1764	1.797
1.779e+08	0.1809	1.814
1.796e+08	0.188	1.833
1.808e+08	0.1932	1.842
1.825e+08	0.1936	1.862
1.838e+08	0.1885	1.862
1.855e+08	0.1789	1.862
1.868e+08	0.1789	1.873
1.886e+08	0.185	1.894
1.899e+08	0.1905	1.904
1.916e+08	0.195	1.932
1.929e+08	0.2001	1.941
1.943e+08	0.2021	1.961
1.956e+08	0.1995	2.001
1.969e+08	0.1997	2.021
1.982e+08	0.1992	2.021
2e+08	0.2033	2.041
2.014e+08	0.2006	2.041
2.027e+08	0.1958	1.951
2.041e+08	0.1874	1.831
2.054e+08	0.1691	1.631
2.068e+08	0.1546	1.541
2.086e+08	0.1488	1.521
2.1e+08	0.1466	1.521
2.114e+08	0.1475	1.521
2.132e+08	0.1512	1.542
2.146e+08	0.1549	1.553
2.165e+08	0.1632	1.582
2.179e+08	0.1644	1.583
2.193e+08	0.16	1.583
2.207e+08	0.1551	1.582
2.221e+08	0.1516	1.572
2.235e+08	0.1474	1.572
2.249e+08	0.148	1.581
2.263e+08	0.153	1.591
2.282e+08	0.155	1.612
2.297e+08	0.148	1.512
2.311e+08	0.1402	1.502
2.33e+08	0.1394	1.512
2.345e+08	0.1358	1.512
2.36e+08	0.132	1.462
2.374e+08	0.1241	1.342
2.389e+08	0.1152	1.322
2.403e+08	0.1167	1.332
2.423e+08	0.1039	1.172
2.438e+08	0.08708	1.002
2.453e+08	0.08239	0.9713
2.473e+08	0.07928	0.9617
2.488e+08	0.07632	0.9524
2.502e+08	0.07726	0.9525
2.523e+08	0.07686	0.9527
2.538e+08	0.07718	0.9625
2.553e+08	0.07564	0.9521
2.568e+08	0.07625	0.9626
2.588e+08	0.07691	0.9623
2.604e+08	0.07668	0.9626
2.619e+08	0.07949	0.9731
2.639e+08	0.07241	0.9331
2.655e+08	0.07212	0.944
2.67e+08	0.0717	0.945
2.686e+08	0.07332	0.9545
2.707e+08	0.06934	0.9545
2.722e+08	0.06825	0.9546
2.738e+08	0.06886	0.9646
2.754e+08	0.06935	0.976
2.775e+08	0.07014	0.984
2.79e+08	0.07051	0.99
2.806e+08	0.07133	1
2.822e+08	0.07207	1.003
2.844e+08	0.073	1.011
2.86e+08	0.07415	1.021
2.876e+08	0.07543	1.025
2.892e+08	0.07672	1.023
2.913e+08	0.0786	1.046
2.93e+08	0.07968	1.052
2.946e+08	0.08151	1.053
2.962e+08	0.08387	1.059
2.984e+08	0.08441	1.099
3e+08	0.08449	1.111
3.022e+08	0.0819	1.071
3.039e+08	0.08163	1.08
3.055e+08	0.08267	1.085
3.077e+08	0.0842	1.1
3.094e+08	0.08513	1.106
3.116e+08	0.08626	1.124
3.133e+08	0.08707	1.135
3.15e+08	0.08871	1.133
3.167e+08	0.0895	1.145
3.184e+08	0.09101	1.157
3.201e+08	0.09261	1.186
3.218e+08	0.09389	1.185
3.235e+08	0.09483	1.198
3.252e+08	0.09559	1.204
3.275e+08	0.09772	1.226
3.292e+08	0.09843	1.234
3.309e+08	0.09915	1.234
3.332e+08	0.101	1.257
3.35e+08	0.1018	1.273
3.367e+08	0.1025	1.273
3.39e+08	0.1038	1.289
3.408e+08	0.1047	1.292
3.431e+08	0.1062	1.314
3.449e+08	0.1071	1.316
3.466e+08	0.1083	1.33
3.49e+08	0.1094	1.341
3.508e+08	0.111	1.358
3.525e+08	0.1119	1.361
3.549e+08	0.1127	1.371
3.567e+08	0.1092	1.321
3.585e+08	0.1076	1.293
3.603e+08	0.1083	1.303
3.621e+08	0.11	1.316
3.645e+08	0.1111	1.319
3.663e+08	0.1131	1.33
3.681e+08	0.1148	1.345
3.7e+08	0.1156	1.357
3.718e+08	0.1158	1.377
3.742e+08	0.11	1.287
3.761e+08	0.1037	1.217
3.779e+08	0.103	1.207
3.798e+08	0.1038	1.21
3.816e+08	0.1047	1.219
3.841e+08	0.1057	1.231
3.86e+08	0.1067	1.241
3.878e+08	0.1076	1.252
3.897e+08	0.1084	1.256
3.916e+08	0.1089	1.254
3.934e+08	0.1096	1.259
3.953e+08	0.1093	1.258
3.972e+08	0.1017	1.158
3.991e+08	0.09129	1.068
4.01e+08	0.09197	1.063
4.029e+08	0.09289	1.068
4.042e+08	0.09278	1.071
4.055e+08	0.0933	1.077
4.067e+08	0.09408	1.081
4.086e+08	0.09473	1.085
4.106e+08	0.09548	1.088
4.125e+08	0.09572	1.097
4.138e+08	0.09617	1.101
4.151e+08	0.09678	1.105
4.163e+08	0.09741	1.106
4.183e+08	0.0984	1.112
4.202e+08	0.09733	1.1
4.222e+08	0.09236	1.05
4.241e+08	0.08375	0.961
4.261e+08	0.08442	0.962
4.28e+08	0.08522	0.966
4.3e+08	0.08591	0.975
4.32e+08	0.08477	0.965
4.34e+08	0.08583	0.969
4.359e+08	0.08625	0.975
4.379e+08	0.08713	0.972
4.399e+08	0.08786	0.985
4.426e+08	0.08856	0.986
4.446e+08	0.08811	0.981
4.466e+08	0.089	0.99
4.486e+08	0.0899	1
4.512e+08	0.08438	0.941
4.533e+08	0.08384	0.94
4.553e+08	0.08392	0.95
4.573e+08	0.08488	0.95
4.6e+08	0.08619	0.952
4.627e+08	0.08682	0.961
4.648e+08	0.0873	0.962
4.668e+08	0.08789	0.971
4.689e+08	0.08812	0.975
4.709e+08	0.08888	0.986
4.73e+08	0.08983	0.988
4.751e+08	0.09053	0.987
4.778e+08	0.09115	1.003
4.799e+08	0.0919	1.011
4.827e+08	0.09329	1.018
4.848e+08	0.0942	1.019
4.876e+08	0.09455	1.022
4.896e+08	0.09442	1.023
4.918e+08	0.09511	1.026
4.946e+08	0.09642	1.046
4.967e+08	0.09689	1.05
4.988e+08	0.09734	1.062
5.016e+08	0.09787	1.07
5.037e+08	0.09861	1.077
5.059e+08	0.09904	1.085
5.08e+08	0.09961	1.093
5.102e+08	0.1005	1.102
5.123e+08	0.1014	1.105
5.144e+08	0.1021	1.119
5.166e+08	0.1029	1.115
5.188e+08	0.1036	1.132
5.216e+08	0.1044	1.141
5.238e+08	0.1054	1.154
5.267e+08	0.1057	1.153
5.289e+08	0.1065	1.167
5.311e+08	0.1072	1.174
5.333e+08	0.1082	1.174
5.355e+08	0.1091	1.183
5.384e+08	0.1108	1.195
5.406e+08	0.1117	1.198
5.435e+08	0.113	1.205
5.458e+08	0.1137	1.216
5.48e+08	0.1132	1.206
5.502e+08	0.1101	1.156
5.524e+08	0.1107	1.166
5.547e+08	0.1098	1.155
5.569e+08	0.1048	1.095
5.591e+08	0.0977	1.015
5.614e+08	0.0921	0.956
5.636e+08	0.08955	0.942
5.659e+08	0.08165	0.863
5.681e+08	0.08171	0.866
5.704e+08	0.08179	0.865
5.734e+08	0.08209	0.871
5.765e+08	0.08293	0.868
5.787e+08	0.0839	0.877
5.81e+08	0.08135	0.845
5.841e+08	0.07659	0.809
5.864e+08	0.07739	0.81
5.894e+08	0.07806	0.81
5.917e+08	0.0667	0.72
5.941e+08	0.05371	0.62
5.971e+08	0.05465	0.617
5.995e+08	0.05352	0.61
6.018e+08	0.0538	0.61
6.049e+08	0.04834	0.59
6.072e+08	0.04824	0.59
6.096e+08	0.04891	0.59
6.127e+08	0.04911	0.59
6.15e+08	0.04971	0.6
6.174e+08	0.05034	0.59
6.206e+08	0.05067	0.59
6.229e+08	0.05068	0.61
6.253e+08	0.04896	0.59
6.277e+08	0.04909	0.59
6.3e+08	0.04963	0.59
6.332e+08	0.05046	0.59
6.356e+08	0.05109	0.59
6.388e+08	0.04628	0.54
6.412e+08	0.03557	0.44
6.436e+08	0.03288	0.42
6.46e+08	0.03314	0.42
6.492e+08	0.03352	0.42
6.517e+08	0.03391	0.42
6.549e+08	0.03466	0.43
6.573e+08	0.03445	0.42
6.606e+08	0.0309	0.4
6.63e+08	0.02272	0.33
6.654e+08	0.02375	0.33
6.679e+08	0.0235	0.33
6.704e+08	0.0247	0.34
6.728e+08	0.02566	0.34
6.753e+08	0.02075	0.26
6.777e+08	0.0181	0.26
6.802e+08	0.01792	0.26
6.827e+08	0.01977	0.27
6.852e+08	0.0191	0.26
6.877e+08	0.01773	0.27
6.91e+08	0.01787	0.26
6.935e+08	0.01831	0.26
6.968e+08	0.01903	0.27
6.993e+08	0.019	0.26
7.027e+08	0.01967	0.27
7.052e+08	0.02011	0.27
7.085e+08	0.02117	0.28
7.119e+08	0.02299	0.283
7.153e+08	0.02061	0.243
7.178e+08	0.02037	0.244
7.212e+08	0.02179	0.251
7.238e+08	0.0234	0.26
7.272e+08	0.02429	0.26
7.297e+08	0.02416	0.262
7.332e+08	0.01925	0.213
7.357e+08	0.01654	0.185
7.383e+08	0.01562	0.174
7.409e+08	0.01417	0.16
7.443e+08	0.01386	0.17
7.469e+08	0.01404	0.17
7.495e+08	0.01335	0.17
7.53e+08	0.01408	0.09
7.556e+08	0.02079	0.15
7.591e+08	0.02158	0.15
7.617e+08	0.0266	0.2
7.643e+08	0.03293	0.2419
7.669e+08	0.03279	0.2412
7.704e+08	0.03216	0.24
7.731e+08	0.03285	0.242
7.766e+08	0.0328	0.25
7.792e+08	0.03274	0.242
7.819e+08	0.03239	0.2316
7.846e+08	0.03212	0.233
7.881e+08	0.03219	0.235
7.908e+08	0.03186	0.232
7.934e+08	0.03498	0.254
7.97e+08	0.03537	0.2615
7.997e+08	0.03602	0.2618
8.024e+08	0.03614	0.2618
8.051e+08	0.03526	0.2518
8.087e+08	0.03382	0.2523
8.114e+08	0.03408	0.2524
8.141e+08	0.03345	0.2423
8.177e+08	0.03412	0.2423
8.213e+08	0.03611	0.2525
8.24e+08	0.03993	0.2925
8.267e+08	0.03923	0.2826
8.295e+08	0.03832	0.282
8.331e+08	0.03745	0.2722
8.368e+08	0.03691	0.272
8.395e+08	0.03592	0.262
8.423e+08	0.03506	0.2623
8.459e+08	0.03569	0.2632
8.487e+08	0.03515	0.2527
8.515e+08	0.03356	0.253
8.542e+08	0.0346	0.2532
8.57e+08	0.04016	0.3032
8.607e+08	0.03918	0.303
8.644e+08	0.04834	0.363
8.672e+08	0.04788	0.3636
8.7e+08	0.04952	0.3736
8.728e+08	0.04894	0.3637
8.756e+08	0.04975	0.3734
8.784e+08	0.04876	0.3631
8.813e+08	0.04896	0.3629
8.841e+08	0.04783	0.3639
8.869e+08	0.04782	0.3536
8.907e+08	0.04762	0.3533
8.935e+08	0.04695	0.3532
8.963e+08	0.04654	0.353
8.992e+08	0.04764	0.3528
9.02e+08	0.04806	0.3534
9.049e+08	0.04878	0.3434
9.077e+08	0.04882	0.3432
9.106e+08	0.0477	0.3423
9.135e+08	0.04715	0.3328
9.163e+08	0.0454	0.3327
9.202e+08	0.04497	0.3232
9.23e+08	0.04438	0.3235
9.259e+08	0.04355	0.3127
9.288e+08	0.0426	0.3122
9.317e+08	0.04158	0.312
9.346e+08	0.04174	0.3023
9.375e+08	0.04235	0.3022
9.404e+08	0.04169	0.3025
9.433e+08	0.04037	0.2922
9.472e+08	0.04419	0.3222
9.501e+08	0.04328	0.3228
9.54e+08	0.04173	0.3125
9.58e+08	0.04024	0.3028
9.619e+08	0.03988	0.3033
9.658e+08	0.03949	0.2931
9.697e+08	0.03922	0.2933
9.727e+08	0.03982	0.2938
9.756e+08	0.03874	0.2834
9.786e+08	0.04114	0.3034
9.816e+08	0.0404	0.3032
9.846e+08	0.04015	0.3029
9.885e+08	0.04431	0.3429
9.915e+08	0.04383	0.333
9.945e+08	0.0433	0.3327
9.975e+08	0.04438	0.3427
1.000e+09	0.04354	0.3328
1.004e+09	0.0442	0.3426
1.007e+09	0.04405	0.3422
1.01e+09	0.04451	0.3419
1.013e+09	0.04535	0.3419
1.016e+09	0.04828	0.3619
1.019e+09	0.04826	0.3619
1.022e+09	0.04697	0.3617
1.025e+09	0.04688	0.3515
1.028e+09	0.04909	0.3616
1.031e+09	0.04912	0.3715
1.034e+09	0.04832	0.3613
1.037e+09	0.04791	0.3614
1.04e+09	0.04735	0.3614
1.043e+09	0.04751	0.3512
1.046e+09	0.04738	0.3511
1.049e+09	0.04612	0.3506
1.052e+09	0.04499	0.3507
1.055e+09	0.04503	0.3406
1.058e+09	0.04476	0.3407
1.061e+09	0.04611	0.3407
1.065e+09	0.0454	0.3408
1.068e+09	0.04439	0.3311
1.071e+09	0.04345	0.3311
1.074e+09	0.04274	0.3207
1.077e+09	0.04136	0.3208
1.08e+09	0.04005	0.3107
1.083e+09	0.04256	0.3307
1.086e+09	0.04288	0.3407
1.089e+09	0.04192	0.3305
1.093e+09	0.04155	0.3306
1.096e+09	0.042	0.3309
1.099e+09	0.04332	0.3507
1.102e+09	0.04457	0.351
1.105e+09	0.04677	0.371
1.108e+09	0.0514	0.411
1.111e+09	0.05582	0.451
1.115e+09	0.05493	0.4411
1.118e+09	0.05505	0.4513
1.121e+09	0.06147	0.4913
1.124e+09	0.06215	0.4915
1.127e+09	0.06213	0.4912
1.131e+09	0.06155	0.4914
1.134e+09	0.06154	0.4914
1.137e+09	0.0621	0.4915
1.14e+09	0.06256	0.5014
1.143e+09	0.06809	0.5414
1.147e+09	0.06727	0.5409
1.15e+09	0.07393	0.5909
1.153e+09	0.07446	0.5913
1.156e+09	0.07391	0.5915
1.159e+09	0.07359	0.591
1.163e+09	0.07276	0.5809
1.166e+09	0.07205	0.5812
1.169e+09	0.07113	0.571
1.172e+09	0.07169	0.581
1.176e+09	0.07106	0.5707
1.179e+09	0.07336	0.5908
1.182e+09	0.07678	0.6107
1.185e+09	0.07589	0.6107
1.189e+09	0.07508	0.6006
1.192e+09	0.07494	0.6104
1.195e+09	0.07421	0.6004
1.198e+09	0.07351	0.6005
1.202e+09	0.0777	0.6205
1.205e+09	0.07691	0.6204
1.208e+09	0.07608	0.611
1.212e+09	0.07518	0.611
1.215e+09	0.07469	0.6008
1.218e+09	0.07388	0.6008
1.222e+09	0.07298	0.6008
1.225e+09	0.07347	0.601
1.228e+09	0.07403	0.6009
1.232e+09	0.07364	0.591
1.235e+09	0.07406	0.5909
1.238e+09	0.07399	0.5909
1.242e+09	0.07355	0.5912
1.245e+09	0.07358	0.5911
1.248e+09	0.07275	0.5811
1.252e+09	0.07237	0.581
1.255e+09	0.0756	0.601
1.258e+09	0.07771	0.611
1.262e+09	0.07789	0.611
1.265e+09	0.07717	0.6112
1.268e+09	0.07626	0.6012
1.272e+09	0.07567	0.6014
1.275e+09	0.07596	0.6014
1.279e+09	0.07537	0.6014
1.282e+09	0.07493	0.6016
1.285e+09	0.07591	0.6016
1.289e+09	0.07819	0.6117
1.292e+09	0.07786	0.6117
1.296e+09	0.07716	0.6016
1.299e+09	0.0768	0.6015
1.302e+09	0.07706	0.6014
1.306e+09	0.07628	0.6014
1.309e+09	0.07542	0.6014
1.313e+09	0.0748	0.5915
1.316e+09	0.07458	0.5914
1.32e+09	0.07598	0.6014
1.323e+09	0.07593	0.6014
1.327e+09	0.07546	0.5915
1.33e+09	0.0746	0.5914
1.333e+09	0.07521	0.5914
1.337e+09	0.07489	0.5914
1.34e+09	0.07397	0.5915
1.344e+09	0.07356	0.5817
1.347e+09	0.07287	0.582
1.351e+09	0.07224	0.5817
1.354e+09	0.07159	0.5716
1.358e+09	0.071	0.5717
1.361e+09	0.07014	0.5618
1.365e+09	0.06941	0.5616
1.368e+09	0.06952	0.5616
1.372e+09	0.06966	0.5617
1.375e+09	0.07245	0.5817
1.379e+09	0.0735	0.5915
1.382e+09	0.073	0.5915
1.386e+09	0.07269	0.5919
1.389e+09	0.0718	0.582
1.393e+09	0.07427	0.6018
1.397e+09	0.07389	0.6018
1.4e+09	0.07355	0.6024
1.404e+09	0.07349	0.6019
1.407e+09	0.07336	0.5917
1.411e+09	0.07413	0.5916
1.414e+09	0.07356	0.5916
1.418e+09	0.07286	0.5919
1.421e+09	0.07237	0.5822
1.425e+09	0.07174	0.5827
1.429e+09	0.07128	0.5827
1.432e+09	0.07059	0.5727
1.436e+09	0.07022	0.573
1.439e+09	0.0697	0.573
1.443e+09	0.06962	0.5734
1.447e+09	0.06919	0.5633
1.45e+09	0.06874	0.563
1.454e+09	0.0695	0.5731
1.457e+09	0.06891	0.563
1.461e+09	0.06822	0.5629
1.465e+09	0.06735	0.5527
1.468e+09	0.06696	0.5525
1.472e+09	0.06971	0.5725
1.476e+09	0.07099	0.5824
1.479e+09	0.07096	0.5822
1.483e+09	0.07079	0.5824
1.487e+09	0.07057	0.5729
1.49e+09	0.06998	0.5728
1.494e+09	0.07013	0.5627
1.498e+09	0.06982	0.5626
1.501e+09	0.06917	0.5627
1.505e+09	0.06866	0.5627
1.509e+09	0.06806	0.5629
1.512e+09	0.06746	0.5528
1.516e+09	0.06699	0.5523
1.52e+09	0.06612	0.5421
1.523e+09	0.06562	0.5423
1.527e+09	0.06536	0.5424
1.531e+09	0.06631	0.5423
1.535e+09	0.06926	0.5623
1.538e+09	0.06848	0.5631
1.542e+09	0.06828	0.5628
1.546e+09	0.06758	0.5533
1.549e+09	0.06881	0.5637
1.553e+09	0.07004	0.5737
1.557e+09	0.06933	0.57
1.561e+09	0.06865	0.5628
1.564e+09	0.06835	0.5628
1.568e+09	0.06766	0.5627
1.572e+09	0.06696	0.56
1.576e+09	0.06688	0.56
1.579e+09	0.06825	0.57
1.583e+09	0.06785	0.56
1.587e+09	0.06749	0.56
1.591e+09	0.06731	0.56
1.595e+09	0.06687	0.56
1.598e+09	0.06669	0.5538
1.602e+09	0.06605	0.55
1.606e+09	0.06585	0.55
1.61e+09	0.06514	0.54
1.614e+09	0.06481	0.54
1.617e+09	0.06438	0.54
1.621e+09	0.06391	0.54
1.625e+09	0.06352	0.53
1.629e+09	0.06266	0.53
1.633e+09	0.06294	0.53
1.636e+09	0.06536	0.55
1.64e+09	0.06539	0.5427
1.644e+09	0.06469	0.54
1.648e+09	0.06428	0.5327
1.652e+09	0.06485	0.5327
1.656e+09	0.06557	0.5327
1.66e+09	0.06614	0.5324
1.663e+09	0.06761	0.5424
1.667e+09	0.07018	0.5724
1.671e+09	0.07313	0.5824
1.675e+09	0.0728	0.5824
1.679e+09	0.07251	0.5829
1.683e+09	0.07191	0.5828
1.687e+09	0.07253	0.583
1.691e+09	0.07233	0.5831
1.695e+09	0.07241	0.5735
1.698e+09	0.07211	0.5732
1.702e+09	0.07555	0.6032
1.706e+09	0.07642	0.6131
1.71e+09	0.0766	0.6128
1.714e+09	0.07678	0.6128
1.718e+09	0.07652	0.6132
1.722e+09	0.07605	0.613
1.726e+09	0.07585	0.6134
1.73e+09	0.07557	0.613
1.734e+09	0.07485	0.6032
1.738e+09	0.07416	0.6033
1.742e+09	0.07558	0.6134
1.746e+09	0.07759	0.6334
1.75e+09	0.07729	0.6231
1.754e+09	0.07707	0.6231
1.758e+09	0.0765	0.6226
1.762e+09	0.07695	0.6226
1.766e+09	0.0762	0.6227
1.77e+09	0.07592	0.6228
1.774e+09	0.07514	0.6123
1.778e+09	0.07476	0.6124
1.782e+09	0.07458	0.6128
1.786e+09	0.07819	0.6428
1.788e+09	0.07883	0.6427
1.792e+09	0.07848	0.6425
1.796e+09	0.07791	0.6327
1.8e+09	0.07755	0.6325
1.804e+09	0.07676	0.6329
1.808e+09	0.07623	0.6329
1.812e+09	0.07565	0.6227
1.816e+09	0.07536	0.6226
1.82e+09	0.07476	0.623
1.825e+09	0.07504	0.6232
1.829e+09	0.07466	0.6138
1.833e+09	0.07399	0.6139
1.837e+09	0.07339	0.6139
1.841e+09	0.07292	0.6138
1.845e+09	0.07256	0.6135
1.849e+09	0.07294	0.6135
1.853e+09	0.07329	0.6134
1.857e+09	0.07613	0.6234
1.86e+09	0.07696	0.6335
1.864e+09	0.07656	0.6333
1.868e+09	0.07635	0.6328
1.872e+09	0.07866	0.6428
1.875e+09	0.07862	0.6426
1.879e+09	0.07799	0.6422
1.883e+09	0.07766	0.6422
1.887e+09	0.07945	0.6524
1.891e+09	0.08036	0.6624
1.895e+09	0.08095	0.6624
1.9e+09	0.0802	0.6529
1.904e+09	0.07966	0.6527
1.908e+09	0.07982	0.6526
1.912e+09	0.0793	0.6529
