# version: 0.0.0-205-g2032787-dirty
# well_width: 1.3
# ff: 0.3
# N: 16
# walls: 0
# cell dimensions: (6.06777, 6.06777, 6.06777)
# seed: 5
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 96
# min_T: 0.2
# fractional_sample_error after initialization: 1
# min_important_energy after initialization: 80

# transitions_input_filename: /home/perlinm/deft/papers/histogram/data/periodic-ww1.30-ff0.30-N16-tmmc-golden-transitions.dat
# iterations: 0
# working moves: 0
# total moves: 0
# acceptance rate: -nan

# energy	ln(weight)
0  0
1  0
2  0
3  0
4  0
5  0
6  0
7  0
8  0
9  0
10  0
11  0
12  0
13  0
14  0
15  0
16  0
17  0
18  0
19  0
20  0
21  0
22  0
23  0
24  0
25  0
26  0
27  0
28  0
29  0
30  0
31  0
32  0
33  0
34  0
35  0
36  0
37  0
38  0
39  0
40  0.126423
41  0.370951
42  0.729614
43  1.19882
44  1.77483
45  2.45424
46  3.23353
47  4.10975
48  5.07978
49  6.14077
50  7.28999
51  8.52525
52  9.84433
53  11.2456
54  12.7281
55  14.2918
56  15.9371
57  17.666
58  19.4814
59  21.3876
60  23.3903
61  25.4961
62  27.7136
63  30.0522
64  32.5245
65  35.1449
66  37.9283
67  40.8959
68  44.0614
69  47.4321
70  50.9847
71  54.6336
72  58.2617
73  61.9716
74  65.9447
75  70.2599
76  75.0931
77  80.0931
78  85.0931
79  90.0931
80  95.0931
81  100.093
82  105.093
83  110.093
84  115.093
85  120.093
86  125.093
87  130.093
88  135.093
89  140.093
90  145.093
91  150.093
92  155.093
93  160.093
94  165.093
95  170.093
