# version: 0.0.0-222-g56de6ba-dirty
# well_width: 1.3
# ff: 0.3
# N: 18
# walls: 0
# cell dimensions: (6.31074, 6.31074, 6.31074)
# seed: 29
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 108
# min_T: 0.2
# fractional_sample_error after initialization: 0.856316
# min_important_energy after initialization: 90

# histogram method: simple flat
# init_iter_limit: 32400000
# iterations: 32400000
# working moves: 297758593
# total moves: 583200000
# acceptance rate: 0.51056

# energy	samples
43  0
44  2277557
45  1235381
46  799419
47  551160
48  394298
49  289156
50  217698
51  166591
52  129499
53  102067
54  81383
55  65698
56  53474
57  44185
58  36598
59  30656
60  25760
61  21738
62  18311
63  15531
64  13313
65  11440
66  9857
67  8548
68  7463
69  6493
70  5687
71  5026
72  4374
73  3810
74  3277
75  2776
76  2365
77  1957
78  1549
79  1176
80  846
81  546
82  292
83  112
84  16
85  2
