# version: 0.0.0-222-g56de6ba-dirty
# well_width: 1.3
# ff: 0.3
# N: 25
# walls: 0
# cell dimensions: (7.04102, 7.04102, 7.04102)
# seed: 29
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 144
# min_T: 0.2
# fractional_sample_error after initialization: 1
# min_important_energy after initialization: 127

# transitions_input_filename: /home/perlinm/deft/papers/histogram/data/periodic-ww1.30-ff0.30-N25-tmmc-golden-transitions.dat
# iterations: 62500000
# working moves: 751210776
# total moves: 1562500000
# acceptance rate: 0.480775

# energy	samples
60  0
61  3459393
62  1881300
63  1239862
64  881939
65  650347
66  491618
67  378958
68  297269
69  237165
70  191195
71  155886
72  128516
73  106856
74  89531
75  75654
76  64345
77  55095
78  47415
79  41090
80  35758
81  31309
82  27487
83  24148
84  21291
85  18880
86  16761
87  15015
88  13439
89  12100
90  10898
91  9826
92  8920
93  8071
94  7349
95  6695
96  6111
97  5558
98  5089
99  4691
100  4282
101  3933
102  3595
103  3275
104  3012
105  2744
106  2478
107  2225
108  2004
109  1802
110  1615
111  1409
112  1219
113  1075
114  939
115  841
116  746
117  660
118  574
119  501
120  415
121  347
122  272
123  189
124  116
125  38
126  1
