# version: 0.0.0-205-g2032787-dirty
# well_width: 1.3
# ff: 0.3
# N: 23
# walls: 0
# cell dimensions: (6.84802, 6.84802, 6.84802)
# seed: 2
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 132
# min_T: 0.2
# fractional_sample_error after initialization: 1
# min_important_energy after initialization: 117

# transitions_input_filename: /home/perlinm/deft/papers/histogram/data/periodic-ww1.30-ff0.30-N23-tmmc-golden-transitions.dat
# iterations: 52900000
# working moves: 572848842
# total moves: 1216700000
# acceptance rate: 0.470822

# energy	samples
55  0
56  2777507
57  1511065
58  992948
59  701510
60  513534
61  386275
62  296453
63  231464
64  183681
65  147194
66  119550
67  97998
68  81264
69  67814
70  57025
71  48090
72  40937
73  35153
74  30248
75  26342
76  22892
77  19963
78  17567
79  15394
80  13575
81  12011
82  10636
83  9538
84  8487
85  7596
86  6765
87  6104
88  5555
89  5016
90  4529
91  4120
92  3729
93  3402
94  3097
95  2812
96  2517
97  2262
98  1974
99  1754
100  1521
101  1303
102  1090
103  928
104  788
105  662
106  573
107  469
108  397
109  319
110  256
111  199
112  169
113  136
114  115
115  80
116  64
117  1
