# version: 0.0.0-135-ga62a855-dirty
# well_width: 1.3
# ff: 0.3
# N: 25
# walls: 0
# cell dimensions: (7.04102, 7.04102, 7.04102)
# seed: 2
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 144
# min_T: 0.2
# fractional_sample_error after initialization: 0.00705482
# min_important_energy after initialization: 123

# histogram method: simple flat
# init_iter_limit: 62500000
# iterations: 62500000
# working moves: 738274259
# total moves: 1562500000
# acceptance rate: 0.472496

# energy	samples
60  0
61  3235519
62  1760808
63  1161335
64  826132
65  609641
66  460948
67  355144
68  278495
69  221756
70  178549
71  145428
72  120075
73  99689
74  83453
75  70538
76  60083
77  51381
78  44333
79  38496
80  33466
81  29301
82  25778
83  22739
84  20102
85  17906
86  15969
87  14252
88  12779
89  11512
90  10412
91  9456
92  8617
93  7824
94  7123
95  6542
96  5978
97  5489
98  5007
99  4603
100  4224
101  3890
102  3578
103  3280
104  2997
105  2723
106  2513
107  2268
108  2029
109  1819
110  1607
111  1412
112  1244
113  1100
114  970
115  868
116  759
117  674
118  597
119  523
120  460
121  377
122  315
123  226
124  146
125  39
