# version: 0.0.0-135-ga62a855-dirty
# well_width: 1.3
# ff: 0.3
# N: 22
# walls: 0
# cell dimensions: (6.7473, 6.7473, 6.7473)
# seed: 2
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 132
# min_T: 0.2
# fractional_sample_error after initialization: 0.0087223
# min_important_energy after initialization: 108

# histogram method: simple flat
# init_iter_limit: 48400000
# iterations: 48400000
# working moves: 488830037
# total moves: 1064800000
# acceptance rate: 0.459082

# energy	samples
52  0
53  2495357
54  1366947
55  898767
56  634509
57  464238
58  348115
59  266660
60  207582
61  164181
62  131481
63  106426
64  87216
65  72127
66  60078
67  50335
68  42476
69  36005
70  30827
71  26524
72  22887
73  19886
74  17348
75  15113
76  13265
77  11615
78  10245
79  9065
80  8030
81  7146
82  6351
83  5648
84  5056
85  4530
86  4098
87  3687
88  3311
89  2984
90  2681
91  2369
92  2105
93  1871
94  1632
95  1401
96  1183
97  992
98  835
99  695
100  560
101  462
102  395
103  336
104  272
105  221
106  166
107  126
108  111
109  79
110  72
