# version: 0.0.0-135-ga62a855-dirty
# well_width: 1.3
# ff: 0.3
# N: 15
# walls: 0
# cell dimensions: (5.93863, 5.93863, 5.93863)
# seed: 2
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 84
# min_T: 0.2
# fractional_sample_error after initialization: 0.0128283
# min_important_energy after initialization: 73

# histogram method: simple flat
# init_iter_limit: 22500000
# iterations: 22500000
# working moves: 155537150
# total moves: 337500000
# acceptance rate: 0.460851

# min_important_energy: 73

# energy   counts
23  26
24  159
25  880
26  4935
27  21887
28  81516
29  250152
30  658814
31  1460900
32  2762257
33  4517571
34  6339523
35  7749016
36  8246161
37  8222140
38  8194929
39  8165727
40  8128299
41  8143405
42  8098750
43  8067630
44  8045963
45  8050376
46  8068751
47  8072815
48  8039991
49  8134399
50  8180210
51  8211266
52  8238031
53  8309679
54  8303272
55  8281636
56  8338888
57  8408421
58  8451729
59  8541948
60  8595450
61  8548067
62  8461849
63  8413994
64  8370496
65  8291115
66  8262252
67  8182762
68  8294878
69  8280201
70  8072184
71  7482298
72  7141074
73  7508098
74  2803230
