# version: 0.0.0-135-ga62a855-dirty
# well_width: 1.3
# ff: 0.3
# N: 17
# walls: 0
# cell dimensions: (6.19164, 6.19164, 6.19164)
# seed: 2
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 96
# min_T: 0.2
# fractional_sample_error after initialization: 0.0126014
# min_important_energy after initialization: 80

# histogram method: simple flat
# init_iter_limit: 28900000
# iterations: 28900000
# working moves: 235831289
# total moves: 491300000
# acceptance rate: 0.480015

# energy	samples
41  0
42  1650636
43  888482
44  568914
45  389587
46  277035
47  202386
48  151496
49  115439
50  89357
51  70528
52  56130
53  45012
54  36521
55  30170
56  25172
57  21064
58  17770
59  15106
60  12836
61  10927
62  9374
63  8066
64  6986
65  6022
66  5244
67  4594
68  4010
69  3512
70  3052
71  2625
72  2206
73  1798
74  1444
75  1103
76  799
77  483
78  265
79  127
80  84
81  50
82  12
83  4
