# version: 0.0.0-135-ga62a855-dirty
# well_width: 1.3
# ff: 0.3
# N: 13
# walls: 0
# cell dimensions: (5.662, 5.662, 5.662)
# seed: 2
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 72
# min_T: 0.2
# fractional_sample_error after initialization: 0.00738851
# min_important_energy after initialization: 58

# histogram method: simple flat
# init_iter_limit: 16900000
# iterations: 16900000
# working moves: 40601773
# total moves: 77591033
# acceptance rate: 0.523279

# energy	ln(weight)
0  0
1  0
2  0
3  0
4  0
5  0
6  0
7  0
8  0
9  0
10  0
11  0
12  0
13  0
14  0
15  0
16  0
17  0
18  0
19  0
20  0
21  0
22  0
23  0
24  0
25  0
26  0
27  0
28  0
29  0
30  0
31  0
32  0.096791
33  0.332083
34  0.708376
35  1.21976
36  1.85924
37  2.6218
38  3.50563
39  4.50607
40  5.6191
41  6.83889
42  8.15233
43  9.56946
44  11.0743
45  12.6762
46  14.3659
47  16.1518
48  18.0212
49  19.9883
50  22.0307
51  24.157
52  26.3725
53  28.6884
54  31.1074
55  33.669
56  36.4458
57  39.5521
58  43.1683
59  116.966
60  116.966
61  116.966
62  116.966
63  116.966
64  116.966
65  116.966
66  116.966
67  116.966
68  116.966
69  116.966
70  116.966
71  116.966
