# version: 0.0.0-135-ga62a855-dirty
# well_width: 1.3
# ff: 0.3
# N: 21
# walls: 0
# cell dimensions: (6.64348, 6.64348, 6.64348)
# seed: 2
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 120
# min_T: 0.2
# fractional_sample_error after initialization: 0.00909726
# min_important_energy after initialization: 102

# histogram method: simple flat
# init_iter_limit: 44100000
# iterations: 44100000
# working moves: 434200039
# total moves: 926100000
# acceptance rate: 0.468848

# energy	samples
51  0
52  2216321
53  1192585
54  775017
55  540284
56  391506
57  290665
58  220827
59  170942
60  134196
61  106668
62  85974
63  69997
64  57550
65  47627
66  39751
67  33563
68  28455
69  24163
70  20501
71  17607
72  15210
73  13251
74  11493
75  10055
76  8855
77  7740
78  6872
79  6066
80  5403
81  4750
82  4261
83  3739
84  3315
85  2942
86  2606
87  2289
88  2011
89  1724
90  1481
91  1231
92  989
93  790
94  638
95  531
96  439
97  348
98  269
99  214
100  180
101  138
102  117
103  9
