# s	g2	z	x
9.32277	2.7218	4.23388	1.58426
9.35426	2.71496	4.25861	1.56476
9.38576	2.7088	4.28304	1.54488
9.41725	2.7033	4.30714	1.52461
9.44875	2.69841	4.33093	1.50397
9.48024	2.69413	4.35439	1.48296
9.51173	2.69042	4.37752	1.46158
9.54323	2.68725	4.40031	1.43984
9.57472	2.68462	4.42275	1.41775
9.60622	2.68248	4.44484	1.39531
9.63771	2.68081	4.46658	1.37252
9.66921	2.67961	4.48796	1.34939
9.7007	2.67883	4.50897	1.32593
9.7322	2.67847	4.52961	1.30214
9.76369	2.6785	4.54988	1.27804
9.79518	2.67889	4.56976	1.25361
9.82668	2.67963	4.58926	1.22888
9.85817	2.6807	4.60837	1.20384
9.88967	2.68207	4.62708	1.17851
9.92116	2.68373	4.64539	1.15289
9.95266	2.68566	4.6633	1.12698
9.98415	2.68783	4.68079	1.10079
10.0156	2.69023	4.69788	1.07433
10.0471	2.69283	4.71454	1.04761
10.0786	2.69563	4.73079	1.02063
10.1101	2.69859	4.74661	0.993395
10.1416	2.7017	4.76199	0.965916
10.1731	2.70494	4.77695	0.938199
10.2046	2.7083	4.79147	0.910251
10.2361	2.71175	4.80555	0.882078
10.2676	2.71528	4.81918	0.853687
10.2991	2.71886	4.83236	0.825086
10.3306	2.72249	4.8451	0.796282
10.3621	2.72614	4.85738	0.76728
10.3936	2.72981	4.8692	0.73809
10.4251	2.73346	4.88057	0.708717
10.4566	2.73708	4.89147	0.67917
10.4881	2.74067	4.9019	0.649454
10.5196	2.7442	4.91187	0.619579
10.5511	2.74766	4.92136	0.589551
10.5825	2.75104	4.93039	0.559377
10.614	2.75431	4.93894	0.529065
10.6455	2.75748	4.94701	0.498623
10.677	2.76052	4.9546	0.468058
10.7085	2.76342	4.96171	0.437377
10.74	2.76618	4.96834	0.406589
10.7715	2.76877	4.97449	0.3757
10.803	2.7712	4.98014	0.344718
10.8345	2.77345	4.98532	0.313651
10.866	2.77551	4.99	0.282507
10.8975	2.77738	4.99419	0.251293
10.929	2.77904	4.99789	0.220017
10.9605	2.78049	5.0011	0.188687
10.992	2.78172	5.00382	0.15731
11.0235	2.78272	5.00604	0.125895
11.055	2.78349	5.00777	0.0944484
11.0865	2.78404	5.00901	0.0629786
11.118	2.78436	5.00975	0.0314932
11.1444	2.78447	5.01	0
11.2444	2.35416	5.11	0
11.3444	2.00024	5.21	0
11.4444	1.7236	5.31	0
11.5444	1.49376	5.41	0
11.6444	1.31168	5.51	0
11.7444	1.16177	5.61	0
11.8444	1.06068	5.71	0
11.9444	0.973594	5.81	0
12.0444	0.90717	5.91	0
12.1444	0.865777	6.01	0
12.2444	0.838244	6.11	0
12.3444	0.815857	6.21	0
12.4444	0.81808	6.31	0
12.5444	0.817902	6.41	0
12.6444	0.838987	6.51	0
12.7444	0.8709	6.61	0
12.8444	0.913732	6.71	0
12.9444	0.949495	6.81	0
13.0444	1.00524	6.91	0
13.1444	1.05863	7.01	0
13.2444	1.09306	7.11	0
13.3444	1.10319	7.21	0
13.4444	1.09535	7.31	0
13.5444	1.08355	7.41	0
13.6444	1.06494	7.51	0
13.7444	1.04262	7.61	0
13.8444	1.0245	7.71	0
13.9444	1.003	7.81	0
14.0444	0.992804	7.91	0
14.1444	0.97444	8.01	0
14.2444	0.966206	8.11	0
14.3444	0.96026	8.21	0
14.4444	0.961453	8.31	0
14.5444	0.965333	8.41	0
14.6444	0.968813	8.51	0
14.7444	0.975972	8.61	0
14.8444	0.985469	8.71	0
14.9444	0.995462	8.81	0
15.0444	0.999463	8.91	0
15.1444	1.01143	9.01	0
15.2444	1.01348	9.11	0
15.3444	1.01947	9.21	0
15.4444	1.02033	9.31	0
15.5444	1.01713	9.41	0
15.6444	1.01114	9.51	0
15.7444	1.00502	9.61	0
15.8444	1.00263	9.71	0
15.9444	0.997241	9.81	0
16.0444	0.996919	9.91	0
16.1444	0.994794	10.01	0
16.2444	0.992066	10.11	0
16.3444	0.993831	10.21	0
16.4444	0.989621	10.31	0
16.5444	0.990769	10.41	0
16.6444	0.995009	10.51	0
16.7444	0.99534	10.61	0
16.8444	0.99562	10.71	0
16.9444	1.00004	10.81	0
17.0444	0.999743	10.91	0
17.1444	0.999917	11.01	0
17.2444	1.00278	11.11	0
17.3444	1.00204	11.21	0
17.4444	1.00275	11.31	0
17.5444	1.00192	11.41	0
17.6444	1.00294	11.51	0
17.7444	1.002	11.61	0
17.8444	1.0009	11.71	0
17.9444	0.999709	11.81	0
18.0444	0.998826	11.91	0
18.1444	0.997043	12.01	0
18.2444	0.997541	12.11	0
18.3444	0.996939	12.21	0
18.4444	0.995958	12.31	0
18.5444	0.99552	12.41	0
18.6444	0.995658	12.51	0
18.7444	0.995929	12.61	0
18.8444	0.998332	12.71	0
18.9444	1.00168	12.81	0
19.0444	0.999771	12.91	0
