# s	g2	z	x
0	0.994909	3.005	10
0.1	1.00072	3.005	9.9
0.2	1.00551	3.005	9.8
0.3	1.01005	3.005	9.7
0.4	1.01532	3.005	9.6
0.5	1.0167	3.005	9.5
0.6	1.01785	3.005	9.4
0.7	1.01669	3.005	9.3
0.8	1.01177	3.005	9.2
0.9	1.00611	3.005	9.1
1	1.00081	3.005	9
1.1	0.99214	3.005	8.9
1.2	0.984209	3.005	8.8
1.3	0.979175	3.005	8.7
1.4	0.973509	3.005	8.6
1.5	0.973391	3.005	8.5
1.6	0.975613	3.005	8.4
1.7	0.980247	3.005	8.3
1.8	0.988425	3.005	8.2
1.9	1.00014	3.005	8.1
2	1.01089	3.005	8
2.1	1.02239	3.005	7.9
2.2	1.03293	3.005	7.8
2.3	1.04012	3.005	7.7
2.4	1.04307	3.005	7.6
2.5	1.04066	3.005	7.5
2.6	1.03062	3.005	7.4
2.7	1.01551	3.005	7.3
2.8	0.998472	3.005	7.2
2.9	0.97979	3.005	7.1
3	0.959931	3.005	7
3.1	0.947169	3.005	6.9
3.2	0.93926	3.005	6.8
3.3	0.9354	3.005	6.7
3.4	0.940896	3.005	6.6
3.5	0.954893	3.005	6.5
3.6	0.97538	3.005	6.4
3.7	1.00217	3.005	6.3
3.8	1.02785	3.005	6.2
3.9	1.05302	3.005	6.1
4	1.07511	3.005	6
4.1	1.09126	3.005	5.9
4.2	1.09734	3.005	5.8
4.3	1.09482	3.005	5.7
4.4	1.08179	3.005	5.6
4.5	1.04985	3.005	5.5
4.6	1.01097	3.005	5.4
4.7	0.96266	3.005	5.3
4.8	0.914886	3.005	5.2
4.9	0.879753	3.005	5.1
5	0.853718	3.005	5
5.1	0.838943	3.005	4.9
5.2	0.844589	3.005	4.8
5.3	0.865539	3.005	4.7
5.4	0.905114	3.005	4.6
5.5	0.965728	3.005	4.5
5.6	1.04114	3.005	4.4
5.7	1.13484	3.005	4.3
5.8	1.22881	3.005	4.2
5.9	1.30208	3.005	4.1
6	1.30348	3.005	4
6.1	1.23417	3.005	3.9
6.2	1.17983	3.005	3.8
6.3	1.10867	3.005	3.7
6.4	1.0158	3.005	3.6
6.5	0.89833	3.005	3.5
6.6	0.787889	3.005	3.4
6.7	0.704738	3.005	3.3
6.8	0.65054	3.005	3.2
6.9	0.619201	3.005	3.1
7	0.60904	3.005	3
7.1	0.62646	3.005	2.9
7.2	0.670725	3.005	2.8
7.3	0.748595	3.005	2.7
7.4	0.870902	3.005	2.6
7.5	1.05546	3.005	2.5
7.6	1.33807	3.005	2.4
7.7	1.75824	3.005	2.3
7.8	2.41835	3.005	2.2
7.9	3.45136	3.005	2.1
8	5.00091	3.005	2.005
8.03149	5.10514	3.03649	2.00475
8.06299	5.20448	3.06798	2.00401
8.09448	5.29888	3.09945	2.00277
8.12598	5.3883	3.13089	2.00104
8.15747	5.47269	3.16231	1.99882
8.18897	5.55203	3.19369	1.9961
8.22046	nan	3.22502	1.99289
8.25196	nan	3.25629	1.98919
8.28345	nan	3.28751	1.985
8.31494	nan	3.31865	1.98032
8.34644	nan	3.34972	1.97514
8.37793	nan	3.3807	1.96949
8.40943	nan	3.41159	1.96334
8.44092	nan	3.44238	1.95671
8.47242	nan	3.47306	1.9496
8.50391	nan	3.50362	1.94201
8.53541	nan	3.53407	1.93394
8.5669	nan	3.56438	1.92539
8.59839	nan	3.59455	1.91636
8.62989	nan	3.62458	1.90687
8.66138	nan	3.65445	1.8969
8.69288	nan	3.68417	1.88647
8.72437	nan	3.71372	1.87557
8.75587	nan	3.74309	1.8642
8.78736	nan	3.77228	1.85238
8.81886	nan	3.80128	1.8401
8.85035	nan	3.83009	1.82736
8.88185	nan	3.85869	1.81418
8.91334	nan	3.88708	1.80055
8.94483	nan	3.91525	1.78647
8.97633	nan	3.9432	1.77195
9.00782	nan	3.97092	1.75699
9.03932	nan	3.99839	1.74161
9.07081	nan	4.02563	1.72579
9.10231	nan	4.05261	1.70954
9.1338	nan	4.07933	1.69288
9.1653	nan	4.10579	1.67579
9.19679	5.59503	4.13198	1.6583
9.22828	5.53282	4.15789	1.64039
9.25978	5.46808	4.18351	1.62208
9.29127	5.40093	4.20884	1.60337
9.32277	5.33151	4.23388	1.58426
9.35426	5.25997	4.25861	1.56476
9.38576	5.18646	4.28304	1.54488
9.41725	5.11111	4.30714	1.52461
9.44875	5.03408	4.33093	1.50397
9.48024	4.95549	4.35439	1.48296
9.51173	4.87551	4.37752	1.46158
9.54323	4.79427	4.40031	1.43984
9.57472	4.71191	4.42275	1.41775
9.60622	4.62859	4.44484	1.39531
9.63771	4.54443	4.46658	1.37252
9.66921	4.45959	4.48796	1.34939
9.7007	4.38738	4.50897	1.32593
9.7322	4.32547	4.52961	1.30214
9.76369	4.26337	4.54988	1.27804
9.79518	4.20116	4.56976	1.25361
9.82668	4.13896	4.58926	1.22888
9.85817	4.07684	4.60837	1.20384
9.88967	4.01492	4.62708	1.17851
