# s	g2	z	x
9.92116	3.95327	4.64539	1.15289
9.95266	3.89199	4.6633	1.12698
9.98415	3.83117	4.68079	1.10079
10.0156	3.7709	4.69788	1.07433
10.0471	3.71125	4.71454	1.04761
10.0786	3.65232	4.73079	1.02063
10.1101	3.59418	4.74661	0.993395
10.1416	3.54545	4.76199	0.965916
10.1731	3.50253	4.77695	0.938199
10.2046	3.4604	4.79147	0.910251
10.2361	3.4191	4.80555	0.882078
10.2676	3.3787	4.81918	0.853687
10.2991	3.33923	4.83236	0.825086
10.3306	3.30077	4.8451	0.796282
10.3621	3.26334	4.85738	0.76728
10.3936	3.22701	4.8692	0.73809
10.4251	3.19181	4.88057	0.708717
10.4566	3.15779	4.89147	0.67917
10.4881	3.12499	4.9019	0.649454
10.5196	3.09345	4.91187	0.619579
10.5511	3.06321	4.92136	0.589551
10.5825	3.0343	4.93039	0.559377
10.614	3.00676	4.93894	0.529065
10.6455	2.98063	4.94701	0.498623
10.677	2.95592	4.9546	0.468058
10.7085	2.93267	4.96171	0.437377
10.74	2.91472	4.96834	0.406589
10.7715	2.89961	4.97449	0.3757
10.803	2.88565	4.98014	0.344718
10.8345	2.87285	4.98532	0.313651
10.866	2.86122	4.99	0.282507
10.8975	2.85079	4.99419	0.251293
10.929	2.84159	4.99789	0.220017
10.9605	2.83368	5.0011	0.188687
10.992	2.82705	5.00382	0.15731
11.0235	2.82168	5.00604	0.125895
11.055	2.81752	5.00777	0.0944484
11.0865	2.81457	5.00901	0.0629786
11.118	2.8128	5.00975	0.0314932
11.1444	2.81222	5.01	0
11.2444	2.21838	5.11	0
11.3444	1.86978	5.21	0
11.4444	1.64125	5.31	0
11.5444	1.46741	5.41	0
11.6444	1.33263	5.51	0
11.7444	1.21086	5.61	0
11.8444	1.09902	5.71	0
11.9444	1.0099	5.81	0
12.0444	0.930163	5.91	0
12.1444	0.870786	6.01	0
12.2444	0.825328	6.11	0
12.3444	0.784576	6.21	0
12.4444	0.779724	6.31	0
12.5444	0.796847	6.41	0
12.6444	0.824115	6.51	0
12.7444	0.896916	6.61	0
12.8444	0.984856	6.71	0
12.9444	1.07323	6.81	0
13.0444	1.14834	6.91	0
13.1444	1.23039	7.01	0
13.2444	1.25655	7.11	0
13.3444	1.21633	7.21	0
13.4444	1.15191	7.31	0
13.5444	1.07438	7.41	0
13.6444	1.01088	7.51	0
13.7444	0.957199	7.61	0
13.8444	0.913314	7.71	0
13.9444	0.897126	7.81	0
14.0444	0.886865	7.91	0
14.1444	0.892091	8.01	0
14.2444	0.902832	8.11	0
14.3444	0.919762	8.21	0
14.4444	0.936671	8.31	0
14.5444	0.954672	8.41	0
14.6444	0.972341	8.51	0
14.7444	0.987029	8.61	0
14.8444	1.00592	8.71	0
14.9444	1.01327	8.81	0
15.0444	1.01975	8.91	0
15.1444	1.02639	9.01	0
15.2444	1.02565	9.11	0
15.3444	1.02713	9.21	0
15.4444	1.02432	9.31	0
15.5444	1.01966	9.41	0
15.6444	1.0123	9.51	0
15.7444	1.0035	9.61	0
15.8444	0.998567	9.71	0
15.9444	0.99092	9.81	0
16.0444	0.98744	9.91	0
16.1444	0.983706	10.01	0
16.2444	0.983794	10.11	0
16.3444	0.983001	10.21	0
16.4444	0.987461	10.31	0
16.5444	0.990609	10.41	0
16.6444	0.997929	10.51	0
16.7444	1.00343	10.61	0
16.8444	1.00793	10.71	0
16.9444	1.01146	10.81	0
17.0444	1.01644	10.91	0
17.1444	1.01476	11.01	0
17.2444	1.01434	11.11	0
17.3444	1.00841	11.21	0
17.4444	1.00269	11.31	0
17.5444	0.999391	11.41	0
17.6444	0.99454	11.51	0
17.7444	0.991757	11.61	0
17.8444	0.990259	11.71	0
17.9444	0.990183	11.81	0
18.0444	0.993351	11.91	0
18.1444	0.992845	12.01	0
18.2444	0.994421	12.11	0
18.3444	0.993254	12.21	0
18.4444	0.997985	12.31	0
18.5444	0.995238	12.41	0
18.6444	0.998404	12.51	0
18.7444	0.998411	12.61	0
18.8444	1.00216	12.71	0
18.9444	1.00293	12.81	0
19.0444	1.00188	12.91	0
